Aluno_ID,Distrito,Matematica_A,Economia_A,Portugues,MACS,Nota_Interna,Fisica_Quimica_A,Biologia_Geologia,Desenho_A,HCA,Historia_A,Geografia_A,Geometria_Descritiva_A,Historia_B,Ingles,Literatura_Portuguesa,Espanhol_Iniciacao,Filosofia,Frances,Espanhol_Continuacao,Mandarim_Iniciacao,Alemao,Portugues_LNM,Latim_A,Matematica_B,Portugues_L2
2022_305,Porto,,,141,,179,,,,,164.0,,,,,178.0,,,,,,,,,,
2022_306,Porto,171.0,,123,,155,142.0,150.0,,,,,,,,,,,,,,,,,,
2022_307,Faro,131.0,131.0,106,,138,,,,,,122.0,,,,,,,,,,,,,,
2022_308,Lisboa,,,105,,120,,,,,119.0,,,,,106.0,,,,,,,,,,
2022_309,Outro,,,166,,181,,,,,157.0,,,,184.0,,,,,,,,,,,
2022_310,Lisboa,,,168,,189,,,,,181.0,,,,,174.0,,,,,,,,,,
2022_311,Outro,,,120,115.0,141,,,,,143.0,,,,,,,,,,,,,,,
2022_312,Coimbra,,,124,142.0,152,,,,,142.0,,,,,,,,,,,,,,,
2022_313,Lisboa,141.0,,126,,150,133.0,132.0,,,,,,,,,,,,,,,,,,
2022_314,Outro,,,180,,194,,,,,194.0,,,,,181.0,,,,,,,,,,
2022_315,Coimbra,186.0,,196,,200,186.0,185.0,,,,,,,,,,,,,,,,,,
2022_316,Porto,,,140,,172,,,,,152.0,,,,177.0,,,,,,,,,,,
2022_317,Lisboa,,,155,,175,,,172.0,,,,157.0,,,,,,,,,,,,,
2022_318,Porto,163.0,,125,,165,151.0,141.0,,,,,,,,,,,,,,,,,,
2022_319,Lisboa,189.0,,141,,192,172.0,,,,,,195.0,,,,,,,,,,,,,
2022_320,Lisboa,165.0,,144,,171,158.0,,,,,,166.0,,,,,,,,,,,,,
2022_321,Porto,162.0,166.0,129,,169,,,,,,140.0,,,,,,,,,,,,,,
2022_322,Lisboa,175.0,151.0,141,,163,,,,,,127.0,,,,,,,,,,,,,,
2022_323,Lisboa,,,92,,121,,,,,115.0,105.0,,,,,,,,,,,,,,
2022_324,Porto,109.0,,95,,116,104.0,,,,,,90.0,,,,,,,,,,,,,
2022_325,Outro,,,150,,186,,,185.0,,,,200.0,,,,,,,,,,,,,
2022_326,Coimbra,81.0,107.0,85,,107,,,,,,106.0,,,,,,,,,,,,,,
2022_327,Outro,185.0,,150,,178,174.0,168.0,,,,,,,,,,,,,,,,,,
2022_328,Leiria,200.0,,157,,193,191.0,166.0,,,,,,,,,,,,,,,,,,
2022_329,Outro,155.0,,127,,161,156.0,,,,,,140.0,,,,,,,,,,,,,
2022_330,Outro,,,136,,170,,,,,146.0,,,,183.0,,,,,,,,,,,
2022_331,Setúbal,151.0,127.0,110,,133,,,,,,122.0,,,,,,,,,,,,,,
2022_332,Lisboa,200.0,185.0,187,200.0,199,,,,,,,,,,,,,,,,,,,,
2022_333,Braga,138.0,,115,,134,121.0,107.0,,,,,,,,,,,,,,,,,,
2022_334,Outro,,,115,,140,,,,,132.0,117.0,,,,,,,,,,,,,,
2022_335,Porto,192.0,173.0,145,,177,,,,,,145.0,,,,,,,,,,,,,,
2022_336,Lisboa,172.0,160.0,151,157.0,175,,,,,,,,,,,,,,,,,,,,
2022_337,Porto,165.0,140.0,131,,159,,,,,,131.0,,,,,,,,,,,,,,
2022_338,Leiria,200.0,,151,,191,171.0,,,,,,185.0,,,,,,,,,,,,,
2022_339,Faro,116.0,,106,,129,124.0,109.0,,,,,,,,,,,,,,,,,,
2022_340,Leiria,179.0,,138,,170,155.0,152.0,,,,,,,,,,,,,,,,,,
2022_341,Lisboa,165.0,,145,,166,162.0,155.0,,,,,,,,,,,,,,,,,,
2022_342,Outro,,,152,,180,,,183.0,166.0,,,,,,,,,,,,,,,,
2022_343,Coimbra,,,135,149.0,149,,,,,142.0,,,,,,,,,,,,,,,
2022_344,Setúbal,170.0,151.0,125,,159,,,,,,134.0,,,,,,,,,,,,,,
2022_345,Outro,,,196,,200,,,,,190.0,,,,,179.0,,,,,,,,,,
2022_346,Lisboa,175.0,164.0,135,,166,,,,,,141.0,,,,,,,,,,,,,,
2022_347,Outro,,,158,,174,,,,,151.0,,,,,181.0,,,,,,,,,,
2022_348,Lisboa,162.0,,123,,151,146.0,140.0,,,,,,,,,,,,,,,,,,
2022_349,Lisboa,151.0,,117,,144,145.0,125.0,,,,,,,,,,,,,,,,,,
2022_350,Leiria,,,156,,184,,,176.0,,,,175.0,,,,,,,,,,,,,
2022_351,Setúbal,,,98,,143,,,,,120.0,,,,150.0,,,,,,,,,,,
2022_352,Lisboa,,,125,,142,,,,,136.0,135.0,,,,,,,,,,,,,,
2022_353,Lisboa,195.0,,142,,180,172.0,150.0,,,,,,,,,,,,,,,,,,
2022_354,Coimbra,141.0,,121,,142,145.0,119.0,,,,,,,,,,,,,,,,,,
2022_355,Outro,,,125,,152,,,166.0,,,,125.0,,,,,,,,,,,,,
2022_356,Porto,200.0,170.0,149,155.0,185,,,,,,,,,,,,,,,,,,,,
2022_357,Coimbra,147.0,,119,,148,140.0,112.0,,,,,,,,,,,,,,,,,,
2022_358,Porto,,,86,,120,,,,,101.0,,,,121.0,,,,,,,,,,,
2022_359,Coimbra,,,116,,137,,,147.0,118.0,,,,,,,,,,,,,,,,
2022_360,Outro,154.0,152.0,125,,154,,,,,,131.0,,,,,,,,,,,,,,
2022_361,Porto,179.0,,175,,199,181.0,197.0,,,,,,,,,,,,,,,,,,
2022_362,Lisboa,147.0,122.0,125,,139,,,,,,130.0,,,,,,,,,,,,,,
2022_363,Porto,,,120,,140,,,,,126.0,,,,,121.0,,,,,,,,,,
2022_364,Outro,153.0,,131,,149,139.0,,,,,,145.0,,,,,,,,,,,,,
2022_365,Lisboa,,,128,130.0,155,,,,,156.0,,,,,,,,,,,,,,,
2022_366,Faro,155.0,,125,,157,146.0,126.0,,,,,,,,,,,,,,,,,,
2022_367,Outro,,,95,,109,,,,,100.0,,,,,96.0,,,,,,,,,,
2022_368,Outro,,,80,,107,,,110.0,95.0,,,,,,,,,,,,,,,,
2022_369,Porto,,,122,,151,,,,,135.0,,,,166.0,,,,,,,,,,,
2022_370,Lisboa,177.0,,155,,179,173.0,,,,,,179.0,,,,,,,,,,,,,
2022_371,Coimbra,120.0,,114,,128,111.0,120.0,,,,,,,,,,,,,,,,,,
2022_372,Porto,148.0,138.0,131,108.0,147,,,,,,,,,,,,,,,,,,,,
2022_373,Lisboa,175.0,,171,,196,174.0,,,,,,200.0,,,,,,,,,,,,,
2022_374,Outro,97.0,,85,,111,106.0,80.0,,,,,,,,,,,,,,,,,,
2022_375,Lisboa,196.0,189.0,164,,200,,,,,,192.0,,,,,,,,,,,,,,
2022_376,Faro,193.0,,196,,200,172.0,188.0,,,,,,,,,,,,,,,,,,
2022_377,Porto,169.0,,148,,176,164.0,,,,,,199.0,,,,,,,,,,,,,
2022_378,Lisboa,156.0,,125,,143,135.0,123.0,,,,,,,,,,,,,,,,,,
2022_379,Braga,175.0,,125,,158,154.0,128.0,,,,,,,,,,,,,,,,,,
2022_380,Lisboa,191.0,,146,,180,162.0,171.0,,,,,,,,,,,,,,,,,,
2022_381,Outro,188.0,,147,,174,167.0,141.0,,,,,,,,,,,,,,,,,,
2022_382,Porto,,,121,,149,,,,,142.0,,,,,128.0,,,,,,,,,,
2022_383,Lisboa,167.0,,151,,174,165.0,150.0,,,,,,,,,,,,,,,,,,
2022_384,Lisboa,128.0,,95,,117,97.0,,,,,,88.0,,,,,,,,,,,,,
2022_385,Porto,,,155,,180,,,171.0,162.0,,,,,,,,,,,,,,,,
2022_386,Lisboa,163.0,,126,,145,136.0,129.0,,,,,,,,,,,,,,,,,,
2022_387,Coimbra,,,126,,154,,,,,136.0,,,,163.0,,,,,,,,,,,
2022_388,Setúbal,172.0,,146,,176,166.0,173.0,,,,,,,,,,,,,,,,,,
2022_389,Setúbal,,,117,,141,,,139.0,125.0,,,,,,,,,,,,,,,,
2022_390,Porto,,,145,,157,,,,,152.0,138.0,,,,,,,,,,,,,,
2022_391,Outro,,,141,,180,,,175.0,161.0,,,,,,,179.0,,,,,,,,,
2022_392,Setúbal,,,116,109.0,128,,,,,122.0,,,,,,,,,,,,,,,
2022_393,Faro,,,127,,162,,,,,135.0,,,,173.0,,,,,,,,,,,
2022_394,Lisboa,,,135,,154,,,,,157.0,144.0,,,,,,,,,,,,,,
2022_395,Outro,,,167,,200,,,200.0,,,,200.0,,,,,,,,,,,,,
2022_396,Outro,,,138,,150,,,,,150.0,143.0,,,,,,,,,,,,,,
2022_397,Porto,150.0,,131,,155,136.0,145.0,,,,,,,,,,,,,,,,,,
2022_398,Outro,151.0,139.0,112,,146,,,,,,124.0,,,,,,,,,,,,,,
2022_399,Coimbra,119.0,,110,,133,115.0,,,,,,79.0,,157.0,,,,,,,,,,,
2022_400,Lisboa,167.0,,135,,157,141.0,134.0,,,,,,,,,,,,,,,,,,
2022_401,Coimbra,109.0,,111,,134,130.0,115.0,,,,,,,,,,,,,,,,,,
2022_402,Outro,107.0,,85,,102,96.0,,,,,,86.0,,,,,,,,,,,,,
2022_403,Lisboa,86.0,90.0,68,65.0,100,,,,,,,,,,,,,,,,,,,,
2022_404,Lisboa,113.0,,105,,117,113.0,,,,,,80.0,,,,,,,,,,,,,
2022_405,Faro,95.0,,85,,102,85.0,89.0,,,,,,,,,,,,,,,,,,
2022_406,Lisboa,,,99,,134,,,136.0,120.0,,,,,,,,,,,,,,,,
2022_407,Outro,,,115,,132,,,,,121.0,,,,,117.0,,,,,,,,,,
2022_408,Lisboa,169.0,,135,,153,150.0,,,,,,117.0,,,,,,,,,,,,,
2022_409,Faro,199.0,165.0,150,156.0,183,,,,,,,,,,,,,,,,,,,,
2022_410,Porto,,,118,,138,,,155.0,,,,116.0,,,,,,,,,,,,,
2022_411,Faro,165.0,,136,,158,129.0,136.0,,,,,,,,,,,,,,,,,,
2022_412,Porto,145.0,135.0,119,,151,,,,,,128.0,,,,,,,,,,,,,,
2022_413,Setúbal,,,138,135.0,150,,,,,141.0,,,,,,,,,,,,,,,
2022_414,Porto,,,96,,122,,,136.0,,,,95.0,,,,,,,,,,,,,
2022_415,Braga,181.0,,129,,167,165.0,,,,,,136.0,,,,,,,,,,,,,
2022_416,Braga,,,129,,161,,,,,150.0,,,,169.0,,,,,,,,,,,
2022_417,Porto,,,111,105.0,127,,,,,125.0,,,,,,,,,,,,,,,
2022_418,Lisboa,181.0,185.0,158,,191,,,,,,170.0,,,,,,,,,,,,,,
2022_419,Porto,181.0,158.0,135,,170,,,,,,143.0,,,,,,,,,,,,,,
2022_420,Porto,175.0,,159,,192,170.0,179.0,,,,,,,,,,,,,,,,,,
2022_421,Coimbra,96.0,110.0,107,,123,,,,,,108.0,,,,,,,,,,,,,,
2022_422,Porto,,,62,,100,,,,,75.0,70.0,,,,,,,,,,,,,,
2022_423,Setúbal,137.0,,119,,141,128.0,,,,,,122.0,,,,,,,,,,,,,
2022_424,Lisboa,,,100,,131,,,,,110.0,,,,153.0,,,,,,,,,,,
2022_425,Braga,,,138,,170,,,,,145.0,,,,182.0,,,,,,,,,,,
2022_426,Lisboa,139.0,,112,,135,117.0,105.0,,,,,,,,,,,,,,,,,,
2022_427,Porto,,,109,,140,,,137.0,,,,100.0,,,,,,,,,,,,,
2022_428,Lisboa,,,110,98.0,127,,,,,129.0,,,,,,,,,,,,,,,
2022_429,Porto,,,97,,123,,,144.0,,,,96.0,,,,,,,,,,,,,
2022_430,Faro,144.0,,108,,125,112.0,104.0,,,,,,,,,,,,,,,,,,
2022_431,Braga,178.0,184.0,162,,183,,,,,,149.0,,,,,,,,,,,,,,
2022_432,Outro,166.0,165.0,130,,163,,,,,,152.0,,,,,,,,,,,,,,
2022_433,Coimbra,,,179,165.0,180,,,,,158.0,,,,,,,,,,,,,,,
2022_434,Lisboa,,,125,,141,,,,,138.0,,,,,135.0,,,,,,,,,,
2022_435,Setúbal,,,161,,195,,,200.0,,,,200.0,,,,,,,,,,,,,
2022_436,Faro,188.0,,165,,184,189.0,152.0,,,,,,,,,,,,,,,,,,
2022_437,Outro,152.0,122.0,126,,142,,,,,,128.0,,,,,,,,,,,,,,
2022_438,Lisboa,137.0,,132,,147,137.0,,,,,,118.0,,,,,,,,,,,,,
2022_439,Porto,180.0,,138,,174,175.0,155.0,,,,,,,,,,,,,,,,,,
2022_440,Porto,,,115,,150,,,,,131.0,,,,167.0,,,,,,,,,,,
2022_441,Porto,,,109,,134,,,,,128.0,117.0,,,,,,,,,,,,,,
2022_442,Lisboa,,,117,101.0,136,,,,,125.0,,,,,,,,,,,,,,,
2022_443,Braga,96.0,,91,,104,81.0,95.0,,,,,,,,,,,,,,,,,,
2022_444,Outro,,,108,,133,,,,,133.0,,,,,128.0,,,,,,,,,,
2022_445,Braga,,,157,,166,,,,,158.0,153.0,,,,,,,,,,,,,,
2022_446,Setúbal,168.0,157.0,126,125.0,158,,,,,,,,,,,,,,,,,,,,
2022_447,Outro,,,109,,121,,,137.0,,,,95.0,,,,,,,,,,,,,
2022_448,Braga,111.0,,95,,109,95.0,,,,,,70.0,,,,,,,,,,,,,
2022_449,Outro,,,113,,142,,,151.0,125.0,,,,,,,,,,,,,,,,
2022_450,Leiria,165.0,,150,,172,147.0,149.0,,,,,,,,,,,,,,,,,,
2022_451,Lisboa,,,78,,103,,,,,100.0,,,,,95.0,,,,,,,,,,
2022_452,Lisboa,,,131,,160,,,176.0,149.0,,,128.0,,,,,,,,,,,,,
2022_453,Lisboa,137.0,,100,,129,129.0,97.0,,,,,,,,,,,,,,,,,,
2022_454,Lisboa,,,128,,160,,,159.0,146.0,,,,,,,,,,,,,,,,
2022_455,Outro,171.0,161.0,160,,178,,,,,,160.0,,,,,,,,,,,,,,
2022_456,Lisboa,,,147,,180,,,,,181.0,,,,182.0,,,,,,,,,,,
2022_457,Braga,145.0,,132,,156,152.0,127.0,,,,,,,,,,,,,,,,,,
2022_458,Braga,,,147,,177,,,180.0,156.0,,,,,,,,,,,,,,,,
2022_459,Lisboa,115.0,,100,,111,100.0,,,,,,96.0,,,,,,,,,,,,,
2022_460,Leiria,,,152,,181,,,,,171.0,,,,182.0,,,,,,,,,,,
2022_461,Lisboa,,,151,,184,,,169.0,,,,175.0,,,,,,,,,,,,,
2022_462,Braga,,,80,,112,,,130.0,,,,85.0,,,,,,,,,,,,,
2022_463,Lisboa,118.0,,97,,113,114.0,93.0,,,,,,,,,,,,,,,,,,
2022_464,Porto,97.0,100.0,87,85.0,106,,,,,,,,,,,,,,,,,,,,
2022_465,Porto,109.0,,100,,122,117.0,106.0,,,,,,,,,,,,,,,,,,
2022_466,Porto,,,121,,151,,,157.0,127.0,,,,,,,,,,,,,,,,
2022_467,Braga,108.0,,106,,122,111.0,102.0,,,,,,,,,,,,,,,,,,
2022_468,Outro,,,125,,142,,,,,141.0,,,,,127.0,,,,,,,,,,
2022_469,Lisboa,,,141,,188,,,180.0,,,,191.0,,,,,,,,,,,,,
2022_470,Lisboa,137.0,,135,,145,140.0,,,,,,115.0,,,,,,,,,,,,,
2022_471,Lisboa,132.0,,125,,145,127.0,122.0,,,,,,,,,,,,,,,,,,
2022_472,Porto,132.0,,125,,142,135.0,110.0,,,,,,,,,,,,,,,,,,
2022_473,Braga,187.0,158.0,168,,183,,,,,,161.0,,,,,,,,,,,,,,
2022_474,Lisboa,,,149,,182,,,169.0,156.0,,,,,,,,,,,,,,,,
2022_475,Lisboa,175.0,,136,,163,148.0,146.0,,,,,,,,,,,,,,,,,,
2022_476,Setúbal,140.0,,135,,139,145.0,121.0,,,,,,,,,,,,,,,,,,
2022_477,Lisboa,,,155,156.0,169,,,,,158.0,,,,,,,,,,,,,,,
2022_478,Lisboa,,,136,,157,,,,,141.0,133.0,,,,,,,,,,,,,,
2022_479,Lisboa,,,130,121.0,137,,,,,132.0,,,,,,,,,,,,,,,
2022_480,Setúbal,,,160,,175,,,,,156.0,,,,,166.0,,,,,,,,,,
2022_481,Outro,198.0,,196,,200,176.0,,,,,,200.0,,,,,,,,,,,,,
2022_482,Porto,175.0,,131,,161,154.0,127.0,,,,,,,,,,,,,,,,,,
2022_483,Lisboa,,,185,200.0,200,,,,,200.0,,,,,,,,,,,,,,,
2022_484,Lisboa,136.0,,112,,140,141.0,127.0,,,,,,,,,,,,,,,,,,
2022_485,Leiria,153.0,,126,,154,141.0,140.0,,,,,,,,,,,,,,,,,,
2022_486,Outro,,,160,149.0,169,,,,,166.0,,,,,,,,,,,,,,,
2022_487,Lisboa,149.0,,121,,152,153.0,,,,,,135.0,,,,,,,,,,,,,
2022_488,Porto,162.0,,139,,164,149.0,,,,,,150.0,,,,,,,,,,,,,
2022_489,Outro,165.0,,135,,166,151.0,141.0,,,,,,,,,,,,,,,,,,
2022_490,Outro,,,92,,115,,,,,116.0,106.0,,,,,,,,,,,,,,
2022_491,Porto,,,118,130.0,134,,,,,143.0,,,,,,,,,,,,,,,
2022_492,Outro,,,155,,180,,,,,180.0,180.0,,,,,,,,,,,,,,
2022_493,Outro,166.0,,126,,159,152.0,,,,,,158.0,,,,,,,,,,,,,
2022_494,Outro,111.0,,99,,118,126.0,91.0,,,,,,,,,,,,,,,,,,
2022_495,Lisboa,,,107,,130,,,142.0,119.0,,,,,,,,,,,,,,,,
2022_496,Porto,,,123,,150,,,166.0,137.0,,,,,,,,,,,,,,,,
2022_497,Outro,,,87,,109,,,,,109.0,,,,,102.0,,,,,,,,,,
2022_498,Outro,,,136,135.0,151,,,,,141.0,,,,,,,,,,,,,,,
2022_499,Porto,137.0,148.0,116,118.0,149,,,,,,,,,,,,,,,,,,,,
2022_500,Lisboa,190.0,,155,,194,178.0,182.0,,,,,,,,,,,,,,,,,,
2022_501,Lisboa,159.0,169.0,143,,168,,,,,,141.0,,,,,,,,,,,,,,
2022_502,Lisboa,,,196,,200,,,,,200.0,,,,190.0,,,,,,,,,,,
2022_503,Braga,189.0,155.0,139,137.0,167,,,,,,,,,,,,,,,,,,,,
2022_504,Coimbra,182.0,,126,,161,145.0,130.0,,,,,,,,,,,,,,,,,,
2022_505,Braga,176.0,,140,,172,161.0,,,,,,175.0,,,,,,,,,,,,,
2022_506,Setúbal,,,141,,159,,,,,141.0,,,,,147.0,,,,,,,,,,
2022_507,Outro,169.0,140.0,133,,157,,,,,,141.0,,,,,,,,,,,,,,
2022_508,Setúbal,,,132,138.0,149,,,,,142.0,,,,,,,,,,,,,,,
2022_509,Lisboa,,,161,,177,,,,,159.0,,,,,163.0,,,,,,,,,,
2022_510,Porto,121.0,,105,,126,116.0,104.0,,,,,,,,,,,,,,,,,,
2022_511,Faro,160.0,,140,,173,161.0,,,,,,158.0,,,,,,,,,,,,,
2022_512,Outro,,,148,,155,,,,,142.0,,,,,147.0,,,,,,,,,,
2022_513,Lisboa,185.0,,153,,176,170.0,140.0,,,,,,,,,,,,,,,,,,
2022_514,Setúbal,159.0,141.0,131,,155,,,,,,130.0,,,,,,,,,,,,,,
2022_515,Outro,189.0,,137,,174,171.0,166.0,,,,,,,,,,,,,,,,,,
2022_516,Lisboa,196.0,170.0,145,150.0,171,,,,,,,,,,,,,,,,,,,,
2022_517,Setúbal,,,135,,170,,,,,168.0,,,,,165.0,,,,,,,,,,
2022_518,Outro,,,116,,125,,,,,130.0,118.0,,,,,,,,,,,,,,
2022_519,Porto,167.0,,137,,172,150.0,165.0,,,,,,,,,,,,,,,,,,
2022_520,Lisboa,154.0,,128,,161,141.0,,,,,,171.0,,,,,,,,,,,,,
2022_521,Lisboa,175.0,155.0,152,,177,,,,,,141.0,,,,,,,,,,185.0,,,,
2022_522,Lisboa,,,157,181.0,192,,,,,200.0,,,,,,,,,,,,,,,
2022_523,Outro,117.0,,106,,123,126.0,101.0,,,,,,,,,,,,,,,,,,
2022_524,Lisboa,175.0,,151,,177,158.0,158.0,,,,,,,,,,,,,,,,,,
2022_525,Porto,185.0,,142,,165,165.0,150.0,,,,,,,,,,,,,,,,,,
2022_526,Outro,,,137,,174,,,,,164.0,,,,173.0,,,,,,,,,,,
2022_527,Setúbal,,,144,152.0,173,,,,,168.0,,,,,,,,,,,,,,,
2022_528,Lisboa,,,149,,170,,,179.0,148.0,,,,,,,,,,,,,,,,
2022_529,Leiria,178.0,,145,,169,161.0,,,,,,135.0,,,,,,,,,,,,,
2022_530,Setúbal,,,123,,166,,,,,150.0,,,,171.0,,,,,,,,,,,
2022_531,Braga,,,76,,112,,,115.0,99.0,,,,,,,,,,,,,,,,
2022_532,Outro,,,118,,135,,,,,139.0,,,,,120.0,,,,,,,,,,
2022_533,Porto,166.0,146.0,138,,162,,,,,,138.0,,,,,,,,,,,,,,
2022_534,Leiria,174.0,156.0,127,134.0,164,,,,,,,,,,,,,,,,,,,,
2022_535,Outro,95.0,,95,,103,95.0,,,,,,96.0,,,,,,,,,,,,,
2022_536,Porto,,,151,200.0,200,,,,,200.0,,,,,,,,,,,,,,,
2022_537,Setúbal,102.0,,79,,105,88.0,83.0,,,,,,,,,,,,,,,,,,
2022_538,Outro,,,115,,144,,,150.0,128.0,,,,,,,,,,,,,,,,
2022_539,Braga,,,146,,179,,,,,167.0,,,,177.0,,,,,,,,,,,
2022_540,Outro,185.0,158.0,135,156.0,172,,,,,,,,,,,,,,,,,,,,
2022_541,Outro,62.0,,62,,100,53.0,40.0,,,,,,,,,,,,,,,,,,
2022_542,Lisboa,190.0,,148,,191,199.0,197.0,,,,,,,,,,,,,,,,,,
2022_543,Porto,159.0,,119,,147,145.0,125.0,,,,,,,,,,,,,,,,,,
2022_544,Lisboa,185.0,160.0,137,136.0,163,,,,,,,,,,,,,,,,,,,,
2022_545,Porto,,,131,,162,,,,,145.0,,,,,159.0,,,,,,,,,,
2022_546,Porto,189.0,,151,,188,167.0,189.0,,,,,,,,,,,,,,,,,,
2022_547,Porto,,,175,,198,,,,,192.0,,,,,178.0,,,,,,,,,,
2022_548,Coimbra,147.0,,111,,134,117.0,109.0,,,,,,,,,,,,,,,,,,
2022_549,Outro,,,109,,137,,,131.0,112.0,,,,,,,,,,,,,,,,
2022_550,Coimbra,77.0,,79,,101,103.0,81.0,,,,,,,,,,,,,,,,,,
2022_551,Setúbal,179.0,,125,,164,149.0,148.0,,,,,,,,,,,,,,,,,,
2022_552,Faro,,,123,,165,,,173.0,,,,155.0,,,,,,,,,,,,,
2022_553,Leiria,,,110,,141,,,,,126.0,,,,150.0,,,,,,,,,,,
2022_554,Setúbal,,,138,,157,,,,,155.0,154.0,,,,,,,,,,,,,,
2022_555,Lisboa,130.0,,118,,141,136.0,116.0,,,,,,,,,,,,,,,,,,
2022_556,Outro,176.0,,135,,178,153.0,,,,,,177.0,,,,,,,,,,,,,
2022_557,Lisboa,81.0,,81,,100,60.0,68.0,,,,,,,,,,,,,,,,,,
2022_558,Porto,,,141,,170,,,,,146.0,,,,176.0,,,,,,,,,,,
2022_559,Outro,156.0,,135,,159,163.0,138.0,,,,,,,,,,,,,,,,,,
2022_560,Outro,112.0,,100,,116,100.0,,,,,,92.0,,,,,,,,,,,,,
2022_561,Coimbra,178.0,,150,,174,161.0,155.0,,,,,,,,,,,,,,,,,,
2022_562,Outro,,,142,,176,,,,,157.0,148.0,,,,,,,,,,,,,,
2022_563,Porto,,,138,152.0,161,,,,,147.0,,,,,,,,,,,,,,,
2022_564,Lisboa,,,92,83.0,108,,,,,108.0,,,,,,,,,,,,,,,
2022_565,Porto,167.0,,137,,166,156.0,157.0,,,,,,,,,,,,,,,,,,
2022_566,Porto,90.0,,98,,102,95.0,68.0,,,,,,,,,,,,,,,,,,
2022_567,Porto,189.0,,165,,195,171.0,,,,,,198.0,,,,,,,,,,,,,
2022_568,Porto,199.0,,157,,198,199.0,175.0,,,,,,,,,,,,,,,,,,
2022_569,Outro,,,109,,144,,,,,130.0,,,,161.0,,,,,,,,,,,
2022_570,Lisboa,171.0,180.0,138,178.0,179,,,,,,,,,,,,,,,,,,,,
2022_571,Lisboa,,,146,,187,,,,,175.0,,,,198.0,175.0,,,,,,,,,,
2022_572,Lisboa,,,109,,143,,,,,115.0,,,,157.0,,,,,,,,,,,
2022_573,Braga,182.0,,147,,175,156.0,168.0,,,,,,,,,,,,,,,,,,
2022_574,Lisboa,156.0,,127,,152,152.0,140.0,,,,,,,,,,,,,,,,,,
2022_575,Outro,175.0,186.0,175,,184,,,,,,146.0,,,,,,,,,,,,,,
2022_576,Lisboa,182.0,190.0,166,,188,,,,,,151.0,,,,,,,,,,,,,,
2022_577,Lisboa,125.0,,111,,129,107.0,,,,,,102.0,,,,,,,,,,,,,
2022_578,Faro,162.0,,125,,149,139.0,125.0,,,,,,,,,,,,,,,,,,
2022_579,Porto,,,127,,169,,,,,156.0,,,,181.0,,,,,,,,,,,
2022_580,Setúbal,,,122,,141,,,,,132.0,,,,,132.0,,,,,,,,,,
2022_581,Braga,118.0,119.0,120,,124,,,,,,116.0,,,,,,,,,,,,,,
2022_582,Outro,151.0,136.0,122,,145,,,,,,134.0,,,,,,,,,,,,,,
2022_583,Lisboa,188.0,,151,,182,170.0,149.0,,,,,,,,,,,,,,,,,,
2022_584,Outro,177.0,,155,,188,164.0,,,,,,192.0,,,,,,,,,,,,,
2022_585,Braga,140.0,144.0,131,,149,,,,,,132.0,,,,,,,,,,,,,,
2022_586,Braga,,,94,,108,,,110.0,,,,63.0,,,,,,,,,,,,,
2022_587,Lisboa,142.0,,135,,152,148.0,,,,,,136.0,,,,,,,,,,,,,
2022_588,Outro,,,146,,176,,,,,161.0,,,,,168.0,,,,,,,,,,
2022_589,Lisboa,155.0,,136,,159,158.0,138.0,,,,,,,,,,,,,,,,,,
2022_590,Leiria,,,129,,138,,,,,131.0,136.0,,,,,,,,,,,,,,
2022_591,Outro,,,170,180.0,198,,,,,200.0,,,,,,,,,,,,,,,
2022_592,Porto,159.0,,128,,159,157.0,152.0,,,,,,,,,,,,,,,,,,
2022_593,Lisboa,,,105,,131,105.0,,146.0,126.0,,,,,,,,,,,,,,,,
2022_594,Porto,88.0,,100,,110,87.0,90.0,,,,,,,,,,,,,,,,,,
2022_595,Outro,,,159,200.0,200,,,,,200.0,,,,,,,,,,,,,,,
2022_596,Porto,176.0,152.0,135,,167,,,,,,157.0,,,,,,,,,,,,,,
2022_597,Faro,150.0,,128,,152,146.0,124.0,,,,,,,,,,,,,,,,,,
2022_598,Outro,165.0,,146,,175,168.0,156.0,,,,,,,,,,,,,,,,,,
2022_599,Outro,,,135,,167,,,,,146.0,,,,,169.0,,,,,,,,,,
2022_600,Porto,192.0,,142,,190,159.0,,,,,,198.0,,,,,,,,,,,,,
2022_601,Lisboa,175.0,,140,,183,174.0,,,,,,195.0,,,,,,,,,,,,,
2022_602,Lisboa,123.0,,118,110.0,130,112.0,117.0,,,,,,,,,,,,,,,,,,
2022_603,Lisboa,156.0,158.0,131,125.0,153,,,,,,,,,,,,,,,,,,,,
2022_604,Porto,191.0,,166,,197,177.0,,,,,,199.0,,,,,,,,,,,,,
2022_605,Porto,173.0,,145,,175,174.0,172.0,,,,,,,,,,,,,,,,,,
2022_606,Porto,,,170,147.0,173,,,,,178.0,,,,,,,,,,,,,,,
2022_607,Porto,,,140,,179,,,168.0,,,,183.0,,,,,,,,,,,,,
2022_608,Leiria,,,136,,168,,,,,146.0,,,,177.0,,,,,,,,,,,
2022_609,Outro,177.0,,157,,176,162.0,181.0,,,,,,,,,,,,,,,,,,
2022_610,Outro,126.0,,108,,127,125.0,,,,,,89.0,,,,,,,,,,,,,
2022_611,Faro,,,121,136.0,153,,,,,145.0,,,,,,,,,,,,,,,
2022_612,Outro,,,129,,168,,,170.0,154.0,,,,,,,,,,,,,,,,
