Aluno_ID,Distrito,Desenho_A,Portugues,HCA,Nota_Interna,Historia_A,MACS,Ingles,Geografia_A,Matematica_A,Fisica_Quimica_A,Geometria_Descritiva_A,Literatura_Portuguesa,Filosofia,Economia_A,Biologia_Geologia,Matematica_B,Portugues_L2,Espanhol_Iniciacao,Mandarim_Iniciacao,Espanhol_Continuacao,Alemao,Frances,Portugues_LNM,Latim_A,Historia_B
2020_304,Lisboa,,115,,131,,,,,128.0,144.0,86.0,,,,,,,,,,,,,,
2020_305,Outro,,183,,199,,,,,188.0,183.0,,,,,181.0,,,,,,,,,,
2020_306,Lisboa,,117,,154,,,,,142.0,141.0,,,,,145.0,,,,,,,,,,
2020_307,Braga,179.0,157,199.0,181,,,,,,,,,,,,,,,,,,,,,
2020_308,Outro,,148,,174,184.0,,,166.0,,,,,,,,,,,,,,,,,
2020_309,Braga,,130,,171,,,,,152.0,168.0,,,,,154.0,,,,,,,,,,
2020_310,Outro,,95,,125,110.0,,115.0,,,,,,,,,,,,,,,,,,
2020_311,Outro,,197,,200,,,,,200.0,200.0,,,,,180.0,,,,,,,,,,
2020_312,Outro,,167,,189,180.0,,,176.0,,,,,,,,,,,,,,,,,
2020_313,Setúbal,,175,,200,200.0,,,189.0,,,,,,,,,,,,,,,,,
2020_314,Braga,,138,,166,,,,,166.0,165.0,,,,,167.0,,,,,,,,,,
2020_315,Porto,,136,,171,,,,,168.0,163.0,,,,,154.0,,,,,,,,,,
2020_316,Outro,191.0,155,,186,,,,,,,195.0,,,,,,,,,,,,,,
2020_317,Outro,,117,,121,,,,,110.0,135.0,76.0,,,,,,,,,,,,,,
2020_318,Outro,,110,,135,130.0,,,115.0,,,,,,,,,,,,,,,,,
2020_319,Lisboa,,127,,154,,,,,148.0,143.0,122.0,,,,,,,,,,,,,,
2020_320,Lisboa,,175,,180,195.0,135.0,,,,,,,,,,,,,,,,,,,
2020_321,Outro,172.0,130,153.0,161,,,,,,,,,,,,,,,,,,,,,
2020_322,Outro,,162,,187,168.0,,189.0,,,,,,,,,,,,,,,,,,
2020_323,Outro,,145,,166,,,,,175.0,173.0,142.0,,,,,,,,,,,,,,
2020_324,Lisboa,,118,,145,,,,,141.0,144.0,,,,,131.0,,,,,,,,,,
2020_325,Lisboa,,197,,200,,,,,200.0,194.0,,,,,184.0,,,,,,,,,,
2020_326,Outro,,141,,180,,,,,179.0,175.0,,,,,171.0,,,,,,,,,,
2020_327,Outro,,165,,195,,,,,191.0,186.0,,,,,188.0,,,,,,,,,,
2020_328,Outro,,197,,198,,,,,195.0,184.0,,,,,185.0,,,,,,,,,,
2020_329,Setúbal,,117,,133,,,,,127.0,113.0,,,,,141.0,,,,,,,,,,
2020_330,Porto,,120,,134,,,,,107.0,113.0,,,,,137.0,,,,,,,,,,
2020_331,Outro,,179,,200,184.0,,,184.0,,,,,,,,,,,,,,,,,
2020_332,Braga,,130,,170,,,,,161.0,160.0,,,,,166.0,,,,,,,,,,
2020_333,Lisboa,,131,,144,146.0,,,,,,,125.0,,,,,,,,,,,,,
2020_334,Setúbal,,139,,167,,,,,156.0,163.0,,,,,165.0,,,,,,,,,,
2020_335,Outro,,197,,200,,,,,200.0,190.0,200.0,,,,,,,,,,,,,,
2020_336,Setúbal,,130,,151,166.0,96.0,,,,,,,,,,,,,,,,,,,
2020_337,Outro,,149,,179,,145.0,,,196.0,,,,,178.0,,,,,,,,,,,
2020_338,Porto,,137,,171,,,,,167.0,177.0,,,,,170.0,,,,,,,,,,
2020_339,Lisboa,,121,,140,,106.0,,,150.0,,,,,142.0,,,,,,,,,,,
2020_340,Setúbal,,156,,198,,,,187.0,195.0,,,,,187.0,,,,,,,,,,,
2020_341,Outro,,130,,156,,,,,158.0,137.0,,,,,152.0,,,,,,,,,,
2020_342,Faro,,117,,147,,,,,135.0,137.0,,,,,146.0,,,,,,,,,,
2020_343,Outro,,132,,183,,,,,187.0,165.0,,,,,164.0,,,,,,,,,,
2020_344,Lisboa,,100,,128,,,,,116.0,96.0,,,,,125.0,,,,,,,,,,
2020_345,Outro,,175,,196,186.0,,198.0,,,,,,,,,,,,,,,,,,
2020_346,Faro,,145,,177,169.0,,,181.0,,,,,,,,,,,,,,,,,
2020_347,Outro,152.0,115,142.0,149,,,,,,,,,,,,,,,,,,,,,
2020_348,Lisboa,,156,,178,,141.0,,,192.0,,,,,180.0,,,,,,,,,,,
2020_349,Porto,,110,,113,112.0,65.0,,,,,,,,,,,,,,,,,,,
2020_350,Lisboa,,108,,142,,,,,135.0,123.0,,,,,144.0,,,,,,,,,,
2020_351,Lisboa,,145,,177,,,,157.0,171.0,,,,,162.0,,,,,,,,,,,
2020_352,Braga,,181,,200,,,,,200.0,200.0,,,,,200.0,,,,,,,,,,
2020_353,Setúbal,,91,,100,,,,,100.0,74.0,46.0,,,,,,,,,,,,,,
2020_354,Faro,,155,,174,,135.0,,,175.0,,,,,168.0,,,,,,,,,,,
2020_355,Setúbal,,197,,200,,,,,200.0,186.0,,,,,185.0,,,,,,,,,,
2020_356,Outro,,155,,191,,,,,199.0,180.0,,,,,180.0,,,,,,,,,,
2020_357,Porto,,170,,191,187.0,,,175.0,,,,,,,,,,,,,,,,,
2020_358,Outro,,133,,147,172.0,105.0,,,,,,,,,,,,,,,,,,,
2020_359,Leiria,143.0,102,,129,,,,,,,100.0,,,,,,,,,,,,,,
2020_360,Lisboa,,159,,200,200.0,,,200.0,,,,,,,,,,,,,,,,,
2020_361,Porto,,105,,125,,,,126.0,111.0,,,,,108.0,,,,,,,,,,,
2020_362,Coimbra,148.0,117,,134,,,,,,,110.0,,,,,,,,,,,,,,
2020_363,Faro,,108,,130,,,,,111.0,120.0,,,,,138.0,,,,,,,,,,
2020_364,Lisboa,,178,,191,184.0,168.0,,,,,,,,,,,,,,,,,,,
2020_365,Outro,,135,,188,,,,,189.0,180.0,190.0,,,,,,,,,,,,,,
2020_366,Outro,,136,,177,,,,,177.0,163.0,,,,,170.0,,,,,,,,,,
2020_367,Porto,,145,,182,,,,,179.0,177.0,188.0,,,,,,,,,,,,,,
2020_368,Outro,,116,,111,,75.0,,,117.0,,,,,99.0,,,,,,,,,,,
2020_369,Porto,,111,,120,,,,,97.0,106.0,,,,,117.0,,,,,,,,,,
2020_370,Lisboa,,88,,101,,,,,78.0,81.0,,,,,108.0,,,,,,,,,,
2020_371,Lisboa,,147,,180,166.0,,190.0,,,,,,,,,,,,,,,,,,
2020_372,Lisboa,,145,,176,,,,,175.0,177.0,,,,,168.0,,,,,,,,,,
2020_373,Faro,,177,,188,185.0,,,180.0,,,,,,,,,,,,,,,,,
2020_374,Faro,,130,,165,,,,,152.0,169.0,146.0,,,,,,,,,,,,,,
2020_375,Braga,,138,,172,,135.0,,,178.0,,,,,162.0,,,,,,,,,,,
2020_376,Porto,,125,,119,118.0,88.0,,,,,,,,,,,,,,,,,,,
2020_377,Porto,,131,,166,,,,,159.0,173.0,,,,,165.0,,,,,,,,,,
2020_378,Lisboa,,135,,162,,,,,155.0,155.0,,,,,171.0,,,,,,,,,,
2020_379,Outro,155.0,135,,166,,,,,,,163.0,,,,,,,,,,,,,,
2020_380,Outro,,163,,189,185.0,,,181.0,,,,,,,,,,,,,,,,,
2020_381,Lisboa,,142,,181,,,,,193.0,177.0,,,,,172.0,,,,,,,,,,
2020_382,Porto,,176,,200,,,,,200.0,200.0,,,,,181.0,,,,,,,,,,
2020_383,Braga,,142,,167,176.0,137.0,,,,,,,,,,,,,,,,,,,
2020_384,Faro,,117,,136,,,,,120.0,120.0,,,,,131.0,,,,,,,,,,
2020_385,Porto,,160,,200,200.0,,,176.0,,,,,,,,,,,,,,,,,
2020_386,Lisboa,,125,,127,,73.0,,,141.0,,,,,112.0,,,,,,,,,,,
2020_387,Outro,148.0,106,,118,,,,,,,81.0,,,,,,,,,,,,,,
2020_388,Braga,,165,,200,,,,,200.0,198.0,,,,,200.0,,,,,,,,,,
2020_389,Braga,161.0,125,149.0,153,,,,,,,,,,,,,,,,,,,,,
2020_390,Faro,,0,,100,42.0,,,,,,,39.0,,,,,,,,,,,,,
2020_391,Lisboa,187.0,142,,179,,,,,,,165.0,,,,,,,,,,,,,,
2020_392,Outro,,158,,194,,,,,195.0,185.0,196.0,,,,,,,,,,,,,,
2020_393,Braga,,139,,156,,115.0,,,162.0,,,,,150.0,,,,,,,,,,,
2020_394,Lisboa,,135,,178,,,,,179.0,175.0,,,,,155.0,,,,,,,,,,
2020_395,Faro,,95,,101,,56.0,,,100.0,,,,,87.0,,,,,,,,,,,
2020_396,Porto,,118,,126,,98.0,,,147.0,,,,,118.0,,,,,,,,,,,
2020_397,Braga,,138,,182,,,,,166.0,167.0,,,,,173.0,,,,,,,,,,
2020_398,Porto,,142,,175,,160.0,,,184.0,,,,,162.0,,,,,,,,,,,
2020_399,Outro,158.0,134,,161,,,,,,,146.0,,,,,,,,,,,,,,
2020_400,Outro,,152,,188,195.0,169.0,,,,,,,,,,,,,,,,,,,
2020_401,Lisboa,,129,,156,,,,,127.0,143.0,139.0,,,,,,,,,,,,,,
2020_402,Braga,,151,,186,,,,174.0,178.0,189.0,,,,,176.0,,,,,,,,,,
2020_403,Outro,,147,,176,,,,160.0,172.0,,,,,151.0,,,,,,,,,,,
2020_404,Lisboa,,155,,194,,,,,197.0,178.0,,,,,176.0,,,,,,,,,,
2020_405,Porto,,95,,100,,,,,80.0,83.0,57.0,,,,,,,,,,,,,,
2020_406,Braga,188.0,146,,197,,,,,,,197.0,,,,,,,,,,,,,,
2020_407,Porto,,136,,171,,,,152.0,175.0,164.0,,,,,158.0,,,,,,,,,,
2020_408,Coimbra,,119,,140,,,,133.0,133.0,,,,,129.0,,,,,,,,,,,
2020_409,Porto,,175,,195,,,,,193.0,200.0,,,,,186.0,,,,,,,,,,
2020_410,Lisboa,,100,,139,132.0,,148.0,,,,,,,,,,,,,,,,,,
2020_411,Lisboa,,127,,160,,,,,139.0,151.0,,,,,162.0,,,,,,,,,,
2020_412,Outro,121.0,103,116.0,123,,,,,,,,,,,,,,,,,,,,,
2020_413,Faro,,140,,175,,,,,189.0,173.0,146.0,,,,,,,,,,,,,,
2020_414,Lisboa,,109,,133,,,,,105.0,131.0,,,,,140.0,,,,,,,,,,
2020_415,Outro,,101,,118,112.0,,,106.0,,,,,,,,,,,,,,,,,
2020_416,Lisboa,,106,,120,89.0,,114.0,,,,,,,,,,,,,,,,,,
2020_417,Outro,,181,,200,,,,,200.0,200.0,,,,,184.0,,,,,,,,,,
2020_418,Outro,,166,,199,,,,,198.0,184.0,200.0,,,,,,,,,,,,,,
2020_419,Porto,,72,,100,61.0,,,,,,,63.0,,,,,,,,,,,,,
2020_420,Lisboa,,81,,100,85.0,,80.0,,,,,,,,,,,,,,,,,,
2020_421,Porto,,155,,187,,,,,184.0,188.0,,,,,172.0,,,,,,,,,,
2020_422,Lisboa,135.0,102,122.0,134,110.0,,,,,,,,,,,,,,,,,,,,
2020_423,Outro,141.0,113,131.0,148,,,,,,,,,,,,,,,,,,,,,
2020_424,Porto,,154,,169,,115.0,,,191.0,,,,,178.0,,,,,,,,,,,
2020_425,Braga,,125,,151,,,,,152.0,132.0,,,,,146.0,,,,,,,,,,
2020_426,Porto,,106,,114,,,,,102.0,129.0,76.0,,,,,,,,,,,,,,
2020_427,Lisboa,,123,,157,,,,,165.0,150.0,,,,,162.0,,,,,,,,,,
2020_428,Braga,,147,,183,181.0,,188.0,,,,,,,,,,,,,,,,,,
2020_429,Lisboa,,102,,130,,,,,120.0,100.0,,,,,120.0,,,,,,,,,,
2020_430,Lisboa,,127,,166,,,,,161.0,173.0,,,,,167.0,,,,,,,,,,
2020_431,Faro,,155,,200,,,,,200.0,193.0,196.0,,,,,,,,,,,,,,
2020_432,Setúbal,,116,,112,,,,,110.0,101.0,83.0,,,,,,,,,,,,,,
2020_433,Lisboa,,108,,121,110.0,,,118.0,,,,,,,,,,,,,,,,,
2020_434,Lisboa,,127,,159,,,,,151.0,163.0,136.0,,,,,,,,,,,,,,
2020_435,Lisboa,,155,,191,200.0,,193.0,,,,,,,,,,,,,,,,,,
2020_436,Lisboa,172.0,151,,178,,,,,,,170.0,,,,,,,,,,,,,,
2020_437,Porto,,137,,168,,,,,160.0,161.0,,,,,162.0,,,,,,,,,,
2020_438,Lisboa,,162,,199,,,,,200.0,197.0,,,,,200.0,,,,,,,,,,
2020_439,Coimbra,,197,,200,,,,,195.0,200.0,200.0,,,,,,,,,,,,,,
2020_440,Porto,,197,,200,,,,,198.0,197.0,,,,,176.0,,,,,,,,,,
2020_441,Lisboa,,137,,163,171.0,,,,,,,140.0,,,,,,,,,,,,,
2020_442,Lisboa,,110,,140,,,,,109.0,123.0,,,,,145.0,,,,,,,,,,
2020_443,Porto,,121,,145,,,,,153.0,150.0,111.0,,,,,,,,,,,,,,
2020_444,Setúbal,,136,,175,,,,,171.0,166.0,,,,,166.0,,,,,,,,,,
2020_445,Coimbra,,151,,181,190.0,,,,,,,151.0,,,,,,,,,,,,,
2020_446,Braga,,165,,200,,,,,196.0,185.0,200.0,,,,,,,,,,,,,,
2020_447,Lisboa,,88,,100,,27.0,,,66.0,,,,,85.0,,,,,,,,,,,
2020_448,Coimbra,,139,,161,,,,155.0,159.0,,,,,150.0,,,,,,,,,,,
2020_449,Outro,,156,,178,185.0,146.0,,,,,,,,,,,,,,,,,,,
2020_450,Lisboa,,134,,162,,,164.0,,143.0,153.0,,,,,149.0,,,,,,,,,,
2020_451,Setúbal,160.0,132,,152,,,,,,,137.0,,,,,,,,,,,,,,
2020_452,Lisboa,152.0,126,145.0,155,,,,,,,,,,,,,,,,,,,,,
2020_453,Lisboa,,152,,190,,,,181.0,190.0,,,,,175.0,,,,,,,,,,,
2020_454,Faro,,146,,179,,,,,180.0,171.0,,,,,157.0,,,,,,,,,,
2020_455,Setúbal,,126,,139,,98.0,,,157.0,,,,,146.0,,,,,,,,,,,
2020_456,Lisboa,,136,,164,,,,,160.0,166.0,,,,,156.0,,,,,,,,,,
2020_457,Outro,,120,,145,,,,,134.0,122.0,,,,,145.0,,,,,,,,,,
2020_458,Faro,,116,,155,128.0,,158.0,,,,,,,,,,,,,,,,,,
2020_459,Setúbal,,139,,172,,,,,159.0,173.0,,,,,170.0,,,,,,,,,,
2020_460,Braga,,102,,117,103.0,,,112.0,,,,,,,,,,,,,,,,,
2020_461,Porto,,135,,173,,,,,159.0,164.0,,,,,170.0,,,,,,,,,,
2020_462,Outro,,126,,145,,119.0,,,159.0,,,,,145.0,,,,,,,,,,,
2020_463,Porto,,102,,121,,66.0,,,123.0,,,,,108.0,,,,,,,,,,,
2020_464,Coimbra,,160,,197,184.0,,186.0,,,,,,,,,,,,,,,,,,
2020_465,Coimbra,,147,,186,,,,,179.0,170.0,,,,,167.0,,,,,,,,,,
2020_466,Braga,,181,,198,,,,,194.0,184.0,,,,,182.0,,,,,,,,,,
2020_467,Braga,,140,,155,158.0,,,,,,,127.0,,,,,,,,,,,,,
2020_468,Porto,,162,,200,,,,,200.0,191.0,,,,,182.0,,,,,,,,,,
2020_469,Lisboa,,137,,166,,,,,165.0,158.0,135.0,,,,,,,178.0,,,,,,,
2020_470,Outro,,150,,170,,151.0,,,175.0,,,,,169.0,,,,,,,,,,,
2020_471,Braga,,85,,107,113.0,,,107.0,,,,,,,,,,,,,,,,,
2020_472,Leiria,,127,,162,,,,,168.0,155.0,,,,,149.0,,,,,,,,,,
2020_473,Braga,,149,,193,,,,,182.0,179.0,,,,,172.0,,,,,,,,,,
2020_474,Porto,,125,,142,145.0,,,137.0,,,,,,,,,,,,,,,,,
2020_475,Lisboa,,148,,177,171.0,139.0,,,,,,,,,,,,,,,,,,,
2020_476,Setúbal,,137,,169,,,,,158.0,171.0,,,,,165.0,,,,,,,,,,
2020_477,Braga,,145,,180,169.0,,181.0,,,,,,,,,,,,,,,,,,
2020_478,Porto,166.0,125,157.0,168,,,,,,,,,,,,,,,,,,,,,
2020_479,Lisboa,,142,,182,169.0,,187.0,,,,,,,,,,,,,,,,,,
2020_480,Outro,,197,,200,,,,,200.0,189.0,,,,,185.0,,,,,,,,,,
2020_481,Lisboa,,130,,159,,,,,140.0,159.0,,,,,146.0,,,,,,,,,,
2020_482,Outro,,175,,200,185.0,,,188.0,,,,,,,,,,,,,,,,,
2020_483,Porto,,157,,195,,,,170.0,200.0,,,,,196.0,,,,,,,,,,,
2020_484,Outro,,138,,177,,,,,163.0,173.0,,,,,168.0,,,,,,,,,,
2020_485,Lisboa,,147,,195,,,,,194.0,186.0,,,,,188.0,,,,,,,,,,
2020_486,Coimbra,,181,,193,188.0,,,175.0,,,,,,,,,,,,,,,,,
2020_487,Lisboa,,130,,174,,,,,176.0,172.0,,,,,162.0,,,,,,,,,,
2020_488,Setúbal,,170,,200,,,,196.0,200.0,,,,,200.0,,,,,,,,,,,
2020_489,Outro,,153,,182,177.0,,,172.0,,,,,,,,,,,,,,,,,
2020_490,Braga,,146,,174,156.0,,173.0,,,,,,,,,,,,,,,,,,
2020_491,Lisboa,,128,,164,,,,,146.0,146.0,,,,,158.0,,,,,,,,,,
2020_492,Lisboa,,143,,168,,130.0,,,166.0,,,,,170.0,,,,,,,,,,,
2020_493,Braga,,119,,135,,,,,128.0,118.0,105.0,,,,,,,,,,,,,,
2020_494,Outro,,95,,118,87.0,,122.0,,,,,,,,,,,,,,,,,,
2020_495,Porto,144.0,112,133.0,145,,,,,,,,,,,,,,,,,,,,,
2020_496,Lisboa,,136,,181,175.0,,174.0,,,,,,,,,,,,,,,,,,
2020_497,Outro,173.0,156,,171,,,,,,,178.0,,,,,,,,,,,,,,
2020_498,Lisboa,,178,,200,,,,,200.0,200.0,200.0,175.0,,,,,,,,,,,,,
2020_499,Leiria,,141,,168,157.0,,181.0,,,,,,,,,,,,,,,,,,
2020_500,Coimbra,193.0,187,181.0,200,,,,,,,,,,,,,,,,,,,,,
2020_501,Setúbal,,132,,141,133.0,,,,,,,118.0,,,,,,,,,,,,,
2020_502,Outro,,137,,178,164.0,,183.0,,,,,,,,,,,,,,,,,,
2020_503,Lisboa,,181,,185,180.0,,,,,,,165.0,,,,,,,,,,,,,
2020_504,Outro,,165,,196,,,,,195.0,200.0,,,,,191.0,,,,,,,,,,
2020_505,Outro,,129,,153,,111.0,,,163.0,,,,,162.0,,,,,,,,,,,
2020_506,Lisboa,,197,,200,,,,,200.0,188.0,,,,,178.0,,,,,,,,,,
2020_507,Outro,186.0,155,177.0,182,,,,,,,,,,,,,,,,,,,,,
2020_508,Outro,,96,,127,99.0,,143.0,,,,,,,,,,,,,,,,,,
2020_509,Coimbra,,172,,200,192.0,,198.0,,,,,,,,,,,,,,,,,,
2020_510,Lisboa,,158,,180,,,,,182.0,175.0,,,,,171.0,,,,,,,,,,
2020_511,Outro,,159,,199,,,,,198.0,191.0,200.0,,,,,,,,,,,,,,
2020_512,Coimbra,,135,,164,,,,141.0,145.0,,,,,155.0,,,,,,,,,,,
2020_513,Porto,,138,,159,143.0,,,150.0,,,,,,,,,,,,,,,,,
2020_514,Porto,,140,,176,,,,,175.0,183.0,,,,,169.0,,,,,,,,,,
2020_515,Porto,,126,,162,,,,,156.0,165.0,,,,,155.0,,,,,,,,,,
2020_516,Braga,,149,,168,179.0,,,,,,,141.0,,,,,,,,,,,,,
2020_517,Outro,,148,,188,186.0,,187.0,,,,,,,,,,,,,,,,,,
2020_518,Porto,,116,,147,,,,,148.0,140.0,,,,,150.0,,,,,,,,,,
2020_519,Porto,,161,,188,187.0,,,187.0,,,,,,,,,,,,,,,,,
2020_520,Outro,,178,,197,,,,,200.0,190.0,,,,,190.0,,,,,,,,,,
2020_521,Outro,,197,,200,200.0,166.0,,,200.0,,,,,,,,,,,,,,,,
2020_522,Lisboa,,138,,166,,,,,148.0,161.0,148.0,,,,,,,,,,,,,,
2020_523,Porto,,145,,175,,,,167.0,184.0,,,,,165.0,,,,,,,,,,,
2020_524,Setúbal,,121,,152,,,,,149.0,151.0,,,,,140.0,,,,,,,,,,
2020_525,Lisboa,,137,,179,,,,,178.0,171.0,,,,,164.0,,,,,,,,,,
2020_526,Lisboa,,168,,187,,,,171.0,186.0,,,,,179.0,,,,,,,,,,,
2020_527,Braga,,151,,192,,,,,198.0,184.0,,,,,180.0,,,,,,,,,,
2020_528,Braga,,126,,167,,,,,157.0,158.0,,,,,160.0,,,,,,,,,,
2020_529,Setúbal,,115,,156,143.0,,154.0,,,,,,,,,,,,,,,,,,
2020_530,Outro,,197,,200,,,,,199.0,200.0,,,,,200.0,,,,,,,,,,
2020_531,Setúbal,,172,,197,,,,,195.0,183.0,,,,,188.0,,,,,,,,,,
2020_532,Lisboa,,166,,191,,,,,194.0,177.0,,,,,177.0,,,,,,,,,,
2020_533,Setúbal,,133,,175,,,,,178.0,176.0,,,,,165.0,,,,,,,,,,
2020_534,Lisboa,,145,,164,,,,,171.0,154.0,137.0,,,,,,,,,,,,,,
2020_535,Setúbal,,130,145.0,157,,,,,145.0,157.0,,,,,159.0,,,,,,,,,,
2020_536,Lisboa,,147,,188,,,,,195.0,180.0,,,,,172.0,,,,,,,,,,
2020_537,Braga,,156,,198,,,,,195.0,194.0,,,,,181.0,,,,,,,,,,
2020_538,Lisboa,,154,,191,,,,181.0,195.0,,,,,185.0,,,,,,,,,,,
2020_539,Setúbal,,126,,154,,,,,138.0,151.0,,,,,145.0,,,,,,,,,,
2020_540,Lisboa,,179,,200,195.0,,,,,,,177.0,,,,,,,,,,,,,
2020_541,Coimbra,,197,,200,,172.0,,,195.0,,,,,196.0,,,,,,,,,,,
2020_542,Lisboa,,131,,174,,,,162.0,178.0,,,,,158.0,,,,,,,,,,,
2020_543,Lisboa,,143,,169,158.0,,,157.0,,,,,,,,,,,,,,,,,
2020_544,Lisboa,165.0,126,,164,,,,,,,160.0,,,,,,,,,,,,,,
2020_545,Outro,,95,,123,,,,,110.0,103.0,,,,,119.0,,,,,,,,,,
2020_546,Lisboa,,136,,174,,,,152.0,173.0,,,,,155.0,,,,,,,,,,,
2020_547,Porto,,149,,189,,145.0,,,199.0,,,,,190.0,,,,,,,,,,,
2020_548,Lisboa,169.0,151,,189,,,,,,,196.0,,,,,,,,,,,,,,
2020_549,Porto,,155,,176,182.0,,,,,,,157.0,,,,,,,,,,,,,
2020_550,Coimbra,,197,,191,180.0,,,,,,,155.0,,,,,,,,,,,,,
2020_551,Lisboa,,161,,192,,,,,190.0,187.0,200.0,,,,,,,,,,,,,,
2020_552,Lisboa,172.0,134,,164,,,,,,,147.0,,,,,,,,,,,,,,
2020_553,Porto,,155,,188,,,,189.0,191.0,,,,,175.0,,,,,,,,,,,
2020_554,Outro,,130,,165,,,167.0,,155.0,167.0,,,,,150.0,,,,,,,,,,
2020_555,Lisboa,157.0,132,,158,,,,,,,142.0,,,,,,,,,,,,,,
2020_556,Lisboa,,188,,200,190.0,,195.0,,,,,,,,,,,,,,,,,,
2020_557,Lisboa,,106,,127,106.0,,,117.0,,,,,,,,,,,,,,,,,
2020_558,Lisboa,,148,,162,171.0,130.0,,,,,,,,,,,,,,,,,,,
2020_559,Porto,,106,,119,,,,,126.0,114.0,77.0,,,,,,,,,,,,,,
2020_560,Leiria,,102,,112,,,,,127.0,111.0,66.0,,,,,,,,,,,,,,
2020_561,Braga,,116,,140,,,,,130.0,152.0,,,,,135.0,,,,,,,,,,
2020_562,Faro,,171,,197,192.0,,,,,,,182.0,,,,,,,,,,,,,
2020_563,Lisboa,,155,,174,166.0,,,154.0,,,,,,,,,,,,,,,,,
2020_564,Porto,,101,,123,,,,,86.0,116.0,,,,,134.0,,,,,,,,,,
2020_565,Porto,,126,,129,136.0,95.0,,,,,,,,,,,,,,,,,,,
2020_566,Lisboa,,132,,160,140.0,,161.0,,,,,,,,,,,,,,,,,,
2020_567,Outro,190.0,158,,195,,,,,,,200.0,,,,,,,,,,,,,,
2020_568,Lisboa,,120,,147,,,,,131.0,135.0,,,,,158.0,,,,,,,,,,
2020_569,Outro,,126,,163,,,,,139.0,160.0,,,,,150.0,,,,,,,,,,
2020_570,Faro,,145,,184,175.0,177.0,,,,,,,,,,,,,,,,,,,
2020_571,Setúbal,,120,,168,153.0,,155.0,,,143.0,,,,,,,,,,,,,,,
2020_572,Outro,,179,,198,,,,,192.0,190.0,,,,,182.0,,,,,,,,,,
2020_573,Lisboa,,151,,168,167.0,,,,,,,145.0,,,,,,,,,,,,,
2020_574,Outro,,133,,168,,,,,171.0,157.0,,,,,165.0,,,,,,,,,,
2020_575,Lisboa,,156,,192,,,,178.0,194.0,,,,,195.0,,,,,,,,,,,
2020_576,Outro,,153,,180,,,,,186.0,176.0,,,,,161.0,,,,,,,,,,
2020_577,Outro,,115,,146,,,,139.0,135.0,,,,,134.0,,,,,,,,,,,
2020_578,Porto,,197,,200,,200.0,,,200.0,,,,,200.0,,,,,,,,,,,
2020_579,Porto,,83,,105,,,,,67.0,100.0,,,,,98.0,,,,,,,,,,
2020_580,Leiria,,102,,105,,,,,105.0,99.0,65.0,,,,,,,,,,,,,,
2020_581,Lisboa,,158,,170,,130.0,,,185.0,,,,,156.0,,,,,,,,,,,
2020_582,Faro,,125,,160,,,,,158.0,156.0,135.0,,,,,,,,,,,,,,
2020_583,Setúbal,,132,,146,162.0,,,136.0,,,,,,,,,,,,,,,,,
2020_584,Faro,,135,,168,,,,,171.0,171.0,,,,,157.0,,,,,,,,,,
2020_585,Braga,186.0,155,,195,,,,,,,200.0,,,,,,,,,,,,,,
2020_586,Lisboa,,137,,170,,,,,175.0,169.0,,,,,167.0,,,,,,,,,,
2020_587,Lisboa,,161,,172,168.0,,,,,,,156.0,,,,,,,,,,,,,
2020_588,Outro,,136,,167,,,,,168.0,159.0,,,,,162.0,,,,,,,,,,
2020_589,Leiria,,156,,189,,,,,185.0,185.0,182.0,,,,,,,,,,,,,,
2020_590,Outro,,120,,137,147.0,,,,,,,109.0,,,,,,,,,,,,,
2020_591,Outro,,106,,125,,,,,112.0,122.0,109.0,,,,,,,,,,,,,,
2020_592,Lisboa,,140,,171,171.0,,,,,,,155.0,,,,,,,,,,,,,
2020_593,Braga,,126,,156,142.0,,178.0,,,,,,,,,,,,,,,,,,
2020_594,Outro,,165,,195,,,,191.0,184.0,,,,,192.0,,,,,,,,,,,
2020_595,Coimbra,,151,,195,179.0,,193.0,,,,,,,,,,,,,,,,,,
2020_596,Outro,,197,,200,,,,197.0,200.0,,,,,195.0,,,,,,,,,,,
2020_597,Braga,,102,,106,,56.0,,,108.0,,,,,115.0,,,,,,,,,,,
2020_598,Outro,,143,,153,161.0,103.0,,,,,,,,,,,,,,,,,,,
2020_599,Setúbal,,160,,189,200.0,,,,,,,160.0,,,,,,,,,,,,,
2020_600,Lisboa,,125,,167,,,,,158.0,166.0,,,,,152.0,,,,,,,,,,
2020_601,Braga,157.0,115,141.0,152,,,,,,,,,,,,,,,,,,,,,
2020_602,Outro,,125,,145,156.0,110.0,,,,,,,,,,,,,,,,,,,
2020_603,Setúbal,,137,,176,171.0,,,167.0,,,,,,,,,,,190.0,,,,,,
2020_604,Lisboa,,121,,143,,,,,129.0,153.0,106.0,,,,,,,,,,,,,,
2020_605,Coimbra,,139,,188,178.0,,188.0,,,,,,,,,,,,,,,,,,
2020_606,Lisboa,,106,,141,,,,,121.0,119.0,,,,,148.0,,,,,,,,,,
2020_607,Porto,172.0,135,163.0,174,,,,,,,,,,,,,,,,,,,,,
2020_608,Leiria,,117,,129,,,,,115.0,125.0,,,,,137.0,,,,,,,,,,
2020_609,Porto,,133,,160,,,,,159.0,149.0,,,,,157.0,,,,,,,,,,
2020_610,Porto,,189,,200,200.0,196.0,,,,,,,,,,,,,,,,,,,
