Aluno_ID,Distrito,Matematica_A,Biologia_Geologia,Fisica_Quimica_A,Portugues,Nota_Interna,Economia_A,Geografia_A,Geometria_Descritiva_A,Desenho_A,HCA,Historia_A,MACS,Ingles,Literatura_Portuguesa,Latim_A,Historia_B,Alemao,Filosofia,Portugues_L2,Portugues_LNM,Matematica_B,Frances,Espanhol_Iniciacao
2019_319,Coimbra,183.0,,,161,171,153.0,138.0,,,,,,,,,,,,,,,,
2019_320,Braga,,,,135,147,,126.0,,,,125.0,,,,,,,,,,,,
2019_321,Lisboa,146.0,132.0,138.0,135,147,,,,,,,,,,,,,,,,,,
2019_322,Lisboa,,,,135,153,,,,,,125.0,,152.0,,,,,,,,,,
2019_323,Lisboa,136.0,109.0,110.0,135,133,,,,,,,,,,,,,,,,,,
2019_324,Outro,170.0,156.0,146.0,155,166,,,,,,,,,,,,,,,,,,
2019_325,Outro,138.0,,,126,140,136.0,,,,,,125.0,,,,,,,,,,,
2019_326,Lisboa,87.0,85.0,73.0,96,100,,,,,,,,,,,,,,,,,,
2019_327,Lisboa,,,,136,138,,,,,,115.0,129.0,,,,,,,,,,,
2019_328,Leiria,,,,140,178,,,186.0,166.0,,,,,,,,,,,,,,
2019_329,Lisboa,170.0,,,148,170,170.0,158.0,,,,,,,,,,,,,,,,
2019_330,Porto,,,,112,125,,110.0,,,,118.0,,,,,,,,,,,,
2019_331,Leiria,,,,145,169,,,,,,151.0,,178.0,,,,,,,,,,
2019_332,Lisboa,,,,147,161,,,,,,129.0,,161.0,,,,,,,,,,
2019_333,Outro,62.0,,,89,100,71.0,70.0,,,,,,,,,,,,,,,,
2019_334,Lisboa,80.0,86.0,94.0,111,110,,,,,,,,,,,,,,,,,,
2019_335,Lisboa,86.0,89.0,82.0,115,108,,,,,118.0,,,,,,,,,,,,,
2019_336,Braga,189.0,155.0,199.0,159,185,,,,,,,,,,,,,,,,,,
2019_337,Outro,113.0,,,118,134,138.0,,,,,,109.0,,,,,,,,,,,
2019_338,Braga,,,,106,129,,,,,,102.0,,149.0,,,,,,,,,,
2019_339,Outro,,,,132,142,,,,,,105.0,,,118.0,,,,,,,,,
2019_340,Outro,88.0,,92.0,110,121,,,150.0,,,,,,,,,,,,,,,
2019_341,Lisboa,56.0,,,90,100,96.0,84.0,,,,,,,,,,,,,,,,
2019_342,Outro,,,,95,116,,,,,,96.0,,128.0,,,,,,,,,,
2019_343,Outro,148.0,,,130,141,131.0,116.0,,,,,,,,,,,,,,,,
2019_344,Lisboa,160.0,,,136,158,131.0,,,,,,152.0,,,,,,,,,,,
2019_345,Braga,130.0,,112.0,121,139,,108.0,161.0,,,,,,,,,,,,,,,
2019_346,Braga,115.0,,,105,119,107.0,102.0,,,,,,,,,,,,,,,,
2019_347,Porto,200.0,,199.0,168,200,,,200.0,,,,,,,,,,,,,,,
2019_348,Setúbal,,,,102,108,,90.0,,,,68.0,,,,,,,,,,,,
2019_349,Outro,150.0,126.0,171.0,158,159,,,,,,,,,,,,,,,,,,
2019_350,Lisboa,,,,131,149,,124.0,,,,127.0,,,,,,,,,,,,
2019_351,Outro,,,,60,100,,68.0,,,,37.0,,,,,,,,,,,,
2019_352,Outro,,,,116,125,,106.0,,,,116.0,,,,,,,,,,,,
2019_353,Coimbra,175.0,151.0,155.0,193,176,,,,,,,,,,,,,,,,,,
2019_354,Outro,106.0,,,115,130,112.0,94.0,,128.0,,,,,,,,,,,,,,
2019_355,Outro,105.0,,106.0,117,131,,,124.0,,,,,,,,,,,,,,,
2019_356,Braga,137.0,,,135,152,135.0,,,,,,119.0,,,,,,,,,,,
2019_357,Outro,,,,120,128,,,,,,106.0,106.0,,,,,,,,,,,
2019_358,Braga,155.0,122.0,120.0,139,144,,,,,,,,,,,,,,,,,,
2019_359,Lisboa,150.0,,,145,159,155.0,130.0,,,,,,,,,,,,,,,,
2019_360,Outro,135.0,,,131,144,135.0,,,,,,109.0,,,,,,,,,,,
2019_361,Porto,128.0,108.0,104.0,115,128,115.0,,,,,,,,,,,,,,,,,
2019_362,Porto,171.0,146.0,166.0,145,163,,,,,,,,,,,,,,,,,,
2019_363,Lisboa,75.0,,,90,100,89.0,72.0,,,,,,,,,,,,,,,,
2019_364,Lisboa,75.0,77.0,71.0,105,100,,,,,,,,,,,,,,,,,,
2019_365,Outro,77.0,,,100,108,96.0,,,,,,91.0,,,,,,,,,,,
2019_366,Leiria,,,,100,101,,96.0,,,,96.0,,,,,,,,,,,,
2019_367,Setúbal,,,,117,146,,,,146.0,110.0,,,,,,,,,,,,,
2019_368,Outro,95.0,,,101,113,106.0,100.0,,,,,,,,,,,,,,,,
2019_369,Faro,,,,130,153,,,,156.0,130.0,,,,,,,,,,,,,
2019_370,Braga,157.0,,147.0,138,169,,,185.0,,,,,,,,,,,,,,,
2019_371,Lisboa,,,,126,134,,,,,,107.0,,152.0,,,,,,,,,,
2019_372,Outro,,,,105,132,,,,135.0,103.0,,,,,,,,,,,,,
2019_373,Outro,,,,129,134,,108.0,,,,128.0,,,,,,,,,,,,
2019_374,Lisboa,,,,117,154,,,,149.0,137.0,,,,,,,,,,,,,
2019_375,Outro,185.0,,,157,190,181.0,,,,,,186.0,,,,,,,,,,,
2019_376,Lisboa,168.0,153.0,161.0,139,168,,,,,,,,,,,,,,,,,,
2019_377,Lisboa,147.0,,,165,164,145.0,,,,,,138.0,,,,,,,,,,,
2019_378,Lisboa,,,,100,131,,,,134.0,98.0,,,,,,,,,,,,,
2019_379,Braga,,,,126,152,,,,,,136.0,,160.0,,,,,,,,,,
2019_380,Outro,,,,146,158,,,,,,138.0,166.0,,,,,,,,,,,
2019_381,Outro,,,,132,172,,,,169.0,147.0,,,,,,,,,,,,,
2019_382,Porto,82.0,,70.0,96,100,,,90.0,,,,,,,,,,,,,,,
2019_383,Outro,,,,140,152,,,,,,133.0,122.0,,,,,,,,,,,
2019_384,Coimbra,,,,139,156,,,,163.0,130.0,,,,,,,,,,,,,
2019_385,Lisboa,,,,120,153,,,149.0,150.0,,,,,,,,,,,,,,
2019_386,Lisboa,,,,116,147,,,,149.0,127.0,,,,,,,,,,,,,
2019_387,Porto,,,,117,128,,,,,,122.0,,,115.0,,,,,,,,,
2019_388,Porto,,,,187,174,,156.0,,,,141.0,,,,,,,,,,,,
2019_389,Leiria,133.0,,,129,144,136.0,,,,,,119.0,,,,,,,,,,,
2019_390,Lisboa,,,,115,137,,,,,,96.0,,139.0,,,,,,,,,,
2019_391,Setúbal,,,,108,112,,,,,,104.0,90.0,,,,,,,,,,,
2019_392,Lisboa,73.0,,,90,103,92.0,,,,,,78.0,,,,,,,,,,,
2019_393,Faro,,,,149,146,,,,,,118.0,,,125.0,,,,,,,,,
2019_394,Outro,78.0,,,95,100,97.0,80.0,,,,,,,,,,,,,,,,
2019_395,Porto,,,,117,122,,110.0,,,,105.0,,,,,,,,,,,,
2019_396,Lisboa,165.0,147.0,150.0,175,173,,,,,,,,,,,,,,,,,,
2019_397,Lisboa,74.0,,,90,100,97.0,82.0,,,,,,,,,,,,,,,,
2019_398,Porto,151.0,127.0,138.0,137,151,,,,,,,,,,,,,,,,,,
2019_399,Braga,,,,140,155,,,,,,144.0,130.0,,,,,,,,,,,
2019_400,Outro,71.0,70.0,61.0,75,100,,,,,,,,,,,,,,,,,,
2019_401,Lisboa,,,,106,141,,,143.0,142.0,,,,,,,,,,,,,,
2019_402,Porto,150.0,,,140,159,135.0,,,,,,138.0,,,,,,,,,,,
2019_403,Porto,179.0,196.0,170.0,164,186,,,,,,,,,,,,,,,,,,
2019_404,Lisboa,,,,101,113,,,,,,95.0,,,108.0,,,,,,,,,
2019_405,Porto,,,,119,134,,,,,,89.0,,150.0,,,,,,,,,,
2019_406,Faro,118.0,,115.0,115,144,,,172.0,,,,,,,,,,,,,,,
2019_407,Porto,,,,115,169,,,170.0,151.0,,,,,,,,,,,,,,
2019_408,Braga,86.0,,,107,117,114.0,100.0,,,,,,,,,,,,,,,,
2019_409,Lisboa,149.0,,,145,153,155.0,126.0,,,,,,,,,,,,,,,,
2019_410,Outro,,,,127,146,,121.0,,,,140.0,,,,,,,,,,,,
2019_411,Porto,,,,125,158,,,182.0,159.0,,,,,,120.0,,,,,,,,
2019_412,Leiria,,,,131,157,,,,158.0,129.0,,,,,,,,,,,,,
2019_413,Outro,97.0,,92.0,111,122,,,151.0,,,96.0,,,,,,,,,,,,
2019_414,Faro,,,,166,183,,,182.0,159.0,,,,,,,,,,,,,,
2019_415,Leiria,,,,95,125,,,,123.0,93.0,,,,,,,,,,,,,
2019_416,Lisboa,59.0,76.0,63.0,98,100,,,,,,,,,,,,,,,,,,
2019_417,Setúbal,,,,160,174,,,,,,139.0,,177.0,,,,,,,,,,
2019_418,Lisboa,,,,145,169,,,,,,135.0,,,166.0,,,,,,,,,
2019_419,Outro,128.0,,125.0,120,151,,,161.0,,,,,,,,,,,,,,,
2019_420,Braga,,,,193,200,,,,187.0,185.0,,,,,,,,,,,,,
2019_421,Lisboa,130.0,,123.0,137,156,,,189.0,,,,,,,,,,,,,,,
2019_422,Outro,,,,155,182,,,194.0,168.0,,,,,,,,,,,,,,
2019_423,Outro,,,,101,119,,,,,,98.0,,134.0,,,,,,,,,,
2019_424,Lisboa,,,,125,151,,,149.0,141.0,,,,,,,,,,,,,,
2019_425,Outro,150.0,,,139,149,128.0,114.0,,,,,,,,,,,,,,,,
2019_426,Outro,,,,146,160,,,,,,148.0,,,130.0,,,,,,,,,
2019_427,Lisboa,117.0,,89.0,119,128,,,145.0,,,,,,,,,,,,,,,
2019_428,Leiria,52.0,52.0,42.0,59,100,,,,,,,,,,,,,,,,,,
2019_429,Porto,,,,100,129,,,,,,91.0,,138.0,,,,,,,,,,
2019_430,Lisboa,,,,135,150,,,,156.0,130.0,,,,,,,,,,,,,
2019_431,Outro,,,,131,125,,106.0,,,,106.0,,,,,,,,,,,,
2019_432,Outro,145.0,137.0,117.0,135,145,,,,,,,,,,,,,,,,,,
2019_433,Lisboa,178.0,147.0,199.0,193,185,,,,,,,,,,,,,,,,,,
2019_434,Outro,,,,155,196,,,,,,196.0,187.0,,,,,,,,,,,
2019_435,Lisboa,200.0,166.0,199.0,193,200,,,,,,,,,,,,,,,,,,
2019_436,Setúbal,136.0,131.0,125.0,135,149,,,,,,,,,,,,,,,,,,
2019_437,Leiria,,,,142,148,,,,,,130.0,,,137.0,,,,,,,,,
2019_438,Outro,,,,121,148,,,162.0,141.0,,,,,,,,,,,,,,
2019_439,Lisboa,110.0,119.0,125.0,119,133,,,,,,,,,,,,,,,,,,
2019_440,Outro,,,,140,141,,115.0,,,,116.0,,,,,,,,,,,,
2019_441,Lisboa,160.0,,127.0,140,171,,,191.0,,,,,,,,,,,,,,,
2019_442,Lisboa,,,,135,138,,118.0,,,,118.0,,,,,,,,,,,,
2019_443,Setúbal,105.0,95.0,95.0,108,118,,,,,,,,,,,,,,,,,,
2019_444,Braga,131.0,118.0,113.0,129,149,,,,,,,,,,,,,,,,,,
2019_445,Outro,156.0,151.0,162.0,148,170,,,,,,,,,,,,,,,,,,
2019_446,Outro,157.0,,162.0,134,178,,,196.0,,,,,,,,,,,,,,,
2019_447,Outro,,,,125,148,,,,,,107.0,,151.0,,,,,,,,,,
2019_448,Lisboa,,,,152,195,,184.0,,,,196.0,,,,,,,,,,,,
2019_449,Porto,190.0,155.0,163.0,193,183,,,,,,,,,,,,,,,,,,
2019_450,Outro,198.0,156.0,155.0,185,187,,,,,,,,,,,,,,,,,,
2019_451,Outro,,,,115,127,,,,,,109.0,117.0,,,,,,,,,,,
2019_452,Outro,200.0,,,165,185,168.0,,,,,,158.0,,,,,,,,,,,
2019_453,Faro,127.0,115.0,115.0,122,139,,,,,,,,,,,,,,,,,,
2019_454,Braga,110.0,,89.0,105,115,,,126.0,,,,,,,,,,,,,,,
2019_455,Porto,160.0,,,165,168,146.0,,,,,,170.0,,,,,,,,,,,
2019_456,Braga,140.0,126.0,121.0,151,148,,,,,,,,,,,,,,,,,,
2019_457,Lisboa,95.0,102.0,89.0,117,120,,,,,,,,,,,,,,,,,,
2019_458,Outro,182.0,195.0,159.0,193,200,,,,,,,,,,,,,,,,,,
2019_459,Lisboa,,,,142,151,,,,148.0,135.0,,,,,,,,,,,,,
2019_460,Lisboa,89.0,85.0,76.0,95,105,,,,,,,,,,,,,,,,,,
2019_461,Lisboa,67.0,,82.0,105,100,,,65.0,,,,,,,,,,,,,,,
2019_462,Outro,200.0,,171.0,193,200,,,192.0,,,,,,,,,,,,,,,
2019_463,Outro,118.0,105.0,122.0,116,123,,,,,,,,,,,,,,,,,,
2019_464,Lisboa,200.0,,,159,193,166.0,,,,,,200.0,,,,,,,,,,,
2019_465,Outro,175.0,166.0,160.0,158,178,,,,,,,,,,,,,,,,,,
2019_466,Outro,,,,148,159,,,,,,125.0,,168.0,,,,,,,,,,
2019_467,Braga,,,,125,130,,121.0,,,,111.0,,,,,,,,,,,,
2019_468,Outro,,,,145,145,,126.0,,,,122.0,,,,,,,,,,,,
2019_469,Outro,,,,95,118,,,,127.0,103.0,,,,,,,,,,,,,
2019_470,Lisboa,115.0,,,117,135,126.0,106.0,,,,,,,,,,,,,,,,
2019_471,Porto,200.0,165.0,161.0,150,183,,,,,,,,,,,,,,,,,,
2019_472,Setúbal,166.0,,140.0,137,174,,,191.0,,,,,,,,,,,,,,,
2019_473,Setúbal,200.0,,,153,200,169.0,,,,,,200.0,,,,,,,,,,,
2019_474,Setúbal,129.0,,121.0,118,142,,,163.0,,,,,,,,,,,,,,,
2019_475,Lisboa,85.0,,90.0,107,105,,,77.0,,,,,,,,,,,,,,,
2019_476,Porto,166.0,182.0,163.0,193,193,,,,,,,,,,,,,,,,,,
2019_477,Braga,175.0,147.0,176.0,158,175,,,,,,,,,,,,,,,,,,
2019_478,Outro,90.0,,,120,120,103.0,98.0,,,,,,,,,,,,,,,,
2019_479,Porto,146.0,,,129,148,128.0,,,,,,149.0,,,,,,,,,,,
2019_480,Faro,,,,120,128,,106.0,,,,108.0,,,,,,,,,,,,
2019_481,Outro,,,,146,157,,,,,,137.0,155.0,,,,,,,,,,,
2019_482,Outro,146.0,118.0,136.0,125,141,,,,,,,,,,,,,,,,,,
2019_483,Leiria,,,,133,134,,114.0,,,,126.0,,,,,,,,,,,,
2019_484,Faro,97.0,,,97,113,110.0,,,,,,91.0,,,,,,,,,,,
2019_485,Lisboa,,,,131,129,,,,,,126.0,115.0,,,,,,,,,,,
2019_486,Lisboa,151.0,,152.0,140,176,,,195.0,,,,,,,,,,,,,,,
2019_487,Porto,,,,135,171,,,170.0,163.0,,,,,,,,,,,,,,
2019_488,Lisboa,,,,113,153,,,157.0,146.0,,,,,,,,,,,,,,
2019_489,Lisboa,175.0,,148.0,147,181,,,188.0,,,,,,,,,,,,,,,
2019_490,Porto,131.0,118.0,145.0,138,151,,,,,,,,,,,,,,,,,,
2019_491,Outro,107.0,96.0,115.0,117,123,,,,,,,,,,,,,,,,,,
2019_492,Porto,137.0,,130.0,137,162,,,191.0,,,,,,,,,,,,,,,
2019_493,Lisboa,200.0,181.0,199.0,193,200,,,,,,,,,,,,,,,,,,
2019_494,Lisboa,178.0,,156.0,155,185,,,200.0,,,,,,,,,,,,,,,
2019_495,Faro,180.0,129.0,158.0,147,166,,,,,,,,,,,,,,,,,,
2019_496,Setúbal,,,,138,136,,,,,,120.0,,,122.0,,,,,,,,,
2019_497,Braga,187.0,,168.0,193,200,,,197.0,,,,,,,,,,,,,,,
2019_498,Coimbra,179.0,169.0,153.0,170,184,,,,,,,,,,,,,,,,,,
2019_499,Braga,162.0,,161.0,138,180,,,196.0,,,,,,,,,,,,,,,
2019_500,Outro,105.0,,117.0,129,137,,,176.0,,,,,,,,,,,,,,,
2019_501,Outro,148.0,,130.0,135,158,,,183.0,,,,,,,,,,,,,,,
2019_502,Outro,,,,150,149,,118.0,,,,128.0,,,,,,,,,,,,
2019_503,Braga,115.0,,,118,128,125.0,,,,,,109.0,,,,,,,,,,,
2019_504,Lisboa,79.0,77.0,49.0,85,100,,,,,,,,,,,,,,,,,,
2019_505,Outro,115.0,105.0,137.0,118,129,,,,,,,,,,,,,,,,,,
2019_506,Porto,,,,170,189,,,197.0,172.0,,,,,,,,,,,,,,
2019_507,Lisboa,101.0,95.0,108.0,109,120,109.0,,,,,,,,,,,,,,,,,
2019_508,Lisboa,189.0,151.0,181.0,145,182,,,,,,,,,,,,,,,,,,
2019_509,Leiria,119.0,113.0,120.0,116,128,,,,,,,,,,,,,,,,,,
2019_510,Outro,162.0,168.0,160.0,148,172,,,,,,,,,,,,,,,,,,
2019_511,Porto,,,,105,127,,,,,,96.0,,142.0,,,,,,,,,,
2019_512,Porto,,,,193,191,,182.0,,,,170.0,,,,,,,,,,,,
2019_513,Faro,115.0,101.0,90.0,115,117,,,,,,,,,,,,,,,,,,
2019_514,Outro,,,,100,117,,98.0,,,,96.0,,,,,,,,,,,,
2019_515,Lisboa,,,,160,172,,,,161.0,145.0,,,,,,,,,,,,,
2019_516,Outro,,,,140,147,,,,,,140.0,,,129.0,,,,,,,,,
2019_517,Porto,77.0,81.0,57.0,98,100,,,,,,,,,,,,,,,,,,
2019_518,Lisboa,136.0,,110.0,135,158,,,173.0,,,,,,,,,,,,,,,
2019_519,Porto,,,,106,111,,96.0,,,,89.0,,,,,,,,,,,,
2019_520,Outro,176.0,156.0,199.0,193,191,,,,,,,,,,,,,,,,,,
2019_521,Outro,,,,158,172,,,,,,158.0,,,159.0,,,,,,,,,
2019_522,Outro,81.0,,,97,103,94.0,,,,,,88.0,,,,,,,,,,,
2019_523,Braga,,,,131,145,,,,148.0,125.0,,,,,,,,,,,,,
2019_524,Lisboa,63.0,,,82,100,77.0,,,,,,80.0,,,,,,,,,,,
2019_525,Lisboa,,,,149,150,,120.0,,,,142.0,,,,,,,,,,,,
2019_526,Lisboa,,,,146,174,,,,171.0,160.0,,,,,,,,,,,,,
2019_527,Lisboa,,,,131,126,,104.0,,,,107.0,,,,,,,,,,,,
2019_528,Outro,,,,95,127,,,,,,98.0,,141.0,,,,,,,,,,
2019_529,Outro,125.0,116.0,115.0,125,128,,,,,,,,,,,,,,,,,,
2019_530,Lisboa,47.0,,62.0,75,100,,,45.0,,,,,,,,,,,,,,,
2019_531,Porto,,,,119,156,,,155.0,149.0,,,,,,,,,,,,,,
2019_532,Lisboa,128.0,,,125,136,120.0,,,,,,116.0,,,,,,,,,,,
2019_533,Lisboa,,,,120,148,,,,,,108.0,,152.0,,,,,,,,,,
2019_534,Coimbra,162.0,,157.0,145,176,,138.0,195.0,,,,,,,,,,,,,,,
2019_535,Lisboa,125.0,117.0,128.0,128,143,,,,,,,,,,,,,,,,,,
2019_536,Lisboa,200.0,196.0,161.0,155,187,,,,,,,,,,,,,,,,,,
2019_537,Porto,,,,100,100,,96.0,,,,79.0,,,,,,,,,,,,
2019_538,Faro,135.0,,144.0,135,160,,,166.0,,,,,,,,,,,,,,,
2019_539,Braga,127.0,115.0,113.0,110,130,,,,,,,,,,,,,,,,,,
2019_540,Leiria,165.0,140.0,165.0,158,171,,,,,,,,,,,,,,,,,,
2019_541,Outro,76.0,,92.0,107,114,,,120.0,,,,,,,,,,76.0,,,,,
2019_542,Lisboa,120.0,90.0,87.0,119,115,,,,,,,110.0,,,,,,,,,,,
2019_543,Porto,,,,158,200,,,195.0,185.0,,,,,,,,,,,,,,
2019_544,Porto,,,,135,156,,,,,,133.0,146.0,,,,,,,,,,,
2019_545,Braga,112.0,,,106,128,115.0,,,,,,107.0,,,,,,,121.0,,,,
2019_546,Outro,182.0,,,147,164,170.0,138.0,,,,,,,,,,,,,,,,
2019_547,Lisboa,200.0,177.0,161.0,193,198,,,,,,,,,,,,,,,,,,
2019_548,Porto,,,,95,112,,,,,,89.0,,,95.0,,,,,,,,,
2019_549,Outro,,,,140,154,,,,,,135.0,142.0,,,,,,,,,,,
2019_550,Porto,185.0,,165.0,160,192,,,193.0,,,,,,,,,,,,,,,
2019_551,Braga,,,,108,151,,,161.0,138.0,,,,,,,,,,,,,,
2019_552,Braga,91.0,,100.0,107,122,,,136.0,,,,,,,,,,,,,,,
2019_553,Outro,,,,152,191,,,,,,186.0,200.0,,,,,,,,,,,
2019_554,Leiria,,,,140,135,,,,,,115.0,129.0,,,,,,,,,,,
2019_555,Leiria,49.0,70.0,56.0,66,100,,,60.0,,,,,,,,,,,,,,,
2019_556,Lisboa,145.0,,,137,136,132.0,112.0,,,,,,,,,,,,,,,,
2019_557,Outro,,,,120,128,,,,,,117.0,,,121.0,,,,,,,,,
2019_558,Lisboa,130.0,119.0,112.0,117,134,,,,,,,,,,,,,,,,,,
2019_559,Coimbra,,,,97,113,,,,,,78.0,,132.0,,,,,,,,,,
2019_560,Lisboa,116.0,,,125,124,122.0,112.0,,,,,,,,,,,,,,,,
2019_561,Porto,113.0,,,125,128,113.0,102.0,,,,,,,,,,,,,,,,
2019_562,Braga,66.0,,72.0,87,100,,,71.0,,,,,,,,,,,,,,,
2019_563,Outro,79.0,,62.0,97,100,,,77.0,,,,,,,,,,,,,,,
2019_564,Lisboa,,,,131,137,,,,,,132.0,116.0,,,,,,,,,,,
2019_565,Outro,,,,66,100,,76.0,,,,65.0,,,,,,,,,,,,
2019_566,Lisboa,,,,193,183,,141.0,,,,196.0,,,,,,,,,,,,
2019_567,Setúbal,,,,125,145,,,,,,136.0,119.0,,,,,,,,,,,
2019_568,Lisboa,,,,116,127,,98.0,,,,108.0,,,,,,,,,,,,
2019_569,Lisboa,111.0,96.0,112.0,107,117,,,,,,,,,,,,,,,,,,
2019_570,Outro,99.0,,98.0,100,125,,,142.0,,,,,,,,,,,,,,,
2019_571,Braga,,,,127,134,,110.0,,,,131.0,,,,,,,,,,,,
2019_572,Setúbal,157.0,,,145,168,170.0,,,,,,149.0,,,,,,,,,,,
2019_573,Faro,129.0,109.0,109.0,131,131,,,,,,,,,,,,,,,,,,
2019_574,Outro,169.0,168.0,156.0,137,172,,,,,,,,,,,,,,,,,,
2019_575,Outro,,,,155,183,,,185.0,156.0,,,,,,,,,,,,,,
2019_576,Setúbal,95.0,,86.0,110,120,,,142.0,,,107.0,,,,,,,,,,,,
2019_577,Porto,145.0,135.0,120.0,139,149,,,,,,,,,,,,,,,,,,
2019_578,Porto,151.0,148.0,163.0,155,172,,,,,,,,,,,,,,,,,,
2019_579,Faro,39.0,70.0,53.0,87,100,,,,,,,,,,,,,,,,,,
2019_580,Setúbal,102.0,102.0,78.0,116,117,,,,,,,,,,,,,,,,,,
2019_581,Porto,,,,89,100,,,,,,71.0,,,86.0,,,,,,,,,
2019_582,Lisboa,,,,119,153,,,149.0,139.0,,,,,,,,,,,,,,
2019_583,Lisboa,200.0,196.0,153.0,193,195,,,,,,,,,,,,,,,,,,
2019_584,Porto,,,,156,178,,148.0,,,,186.0,,,,,,,,,,,,
2019_585,Outro,,,,132,142,,,,,,130.0,127.0,,,,,,,,,,,
2019_586,Outro,127.0,,,141,149,145.0,116.0,,,,,,,,,,,,,,,,
2019_587,Coimbra,,,,193,200,,,197.0,182.0,,,,,,,,,,,,,,
2019_588,Porto,145.0,,,137,150,125.0,120.0,,,,,,,,,,,,,,,,
2019_589,Braga,126.0,123.0,142.0,135,152,,,,,,,,,,,,,,,,,,
2019_590,Lisboa,115.0,111.0,112.0,115,123,,,,,,,,,,,,,,,,,,
2019_591,Outro,158.0,146.0,129.0,141,153,,,,,,,,,,,,,,,,,,
2019_592,Lisboa,105.0,,,102,103,107.0,92.0,,,,,,,,,,,,,,,,
2019_593,Outro,,,,116,124,,,,,,108.0,108.0,,,,,,,,,,,
2019_594,Lisboa,,,,105,136,,,,,,106.0,,142.0,,,,,,,,,,
2019_595,Coimbra,179.0,190.0,199.0,193,200,,,,,,,,,,,,,,,,,,
2019_596,Outro,200.0,,,157,183,198.0,149.0,,,,,,,,,,,,,,,,
2019_597,Outro,150.0,126.0,137.0,158,162,,,,,,,,,,,,,,,,,,
2019_598,Outro,,,,115,122,,113.0,,,,101.0,,,,,,,,,,,,
2019_599,Lisboa,161.0,,,145,155,158.0,,,,,,137.0,,,,,,,,,,,
2019_600,Faro,142.0,126.0,143.0,157,157,,,,,,,,,,,,,,,,,,
2019_601,Braga,74.0,68.0,69.0,79,100,,,,,,,,,,,,,,,,,,
2019_602,Outro,188.0,158.0,189.0,148,180,,,,,,,,,,,,,,,,,,
2019_603,Lisboa,178.0,,184.0,169,198,,,199.0,,,,,,,,,,,,,,,
2019_604,Outro,200.0,,199.0,165,200,,,200.0,,,,,,,,,,,,,,,
2019_605,Porto,190.0,196.0,199.0,172,200,,,,,,,,,,,,,,,,,,
2019_606,Lisboa,137.0,109.0,136.0,131,140,,,,,,,,,,,,,,,,,,
2019_607,Braga,115.0,117.0,111.0,128,130,,,,,,,,,,,,,,,,,,
2019_608,Outro,75.0,,,100,107,95.0,,,,,,95.0,,,,,,,,,,,
2019_609,Porto,95.0,,,106,118,105.0,102.0,,,,,,,,,,,,,,,,
2019_610,Lisboa,,,,159,188,,,,,,155.0,200.0,,,,,,,,,,,
2019_611,Outro,128.0,,,115,130,125.0,102.0,,,,,,,,,,,,,,,,
2019_612,Outro,115.0,,,130,137,134.0,106.0,,,,,,,,,,,,,,,,
2019_613,Lisboa,115.0,,,128,127,130.0,,,,,,115.0,,,,,,,,,,,
2019_614,Setúbal,,,,71,100,,,11.0,96.0,,,,,,,,,,,,,,
2019_615,Lisboa,125.0,118.0,101.0,125,135,,,,,,,,,,,,,,,,,,
2019_616,Faro,165.0,130.0,143.0,139,168,,,,,,,,,,,,,,,,,,
2019_617,Outro,190.0,,,159,185,198.0,,,,,,155.0,,,,,,,,,,,
2019_618,Porto,,,,157,176,,142.0,,,,186.0,,,,,,,,,,,,
2019_619,Porto,,,,105,109,,,,,,86.0,,,96.0,,,,,,,,,
2019_620,Braga,,,,149,183,,,,,,187.0,185.0,,,,,,,,,,,
2019_621,Lisboa,111.0,,81.0,102,118,,,115.0,,,,,,,,,,,,,,,
2019_622,Outro,,,,155,178,,,,175.0,175.0,,,,,,,,,,,,,
2019_623,Leiria,168.0,136.0,132.0,130,148,,,,,,,,,,,,,,,,,,
2019_624,Outro,,,,141,174,,,185.0,157.0,,,,,,,,,,,,,,
2019_625,Lisboa,,,,130,151,,,,,,135.0,,,140.0,,,,,,,,,
2019_626,Lisboa,120.0,,,111,129,118.0,102.0,,149.0,,,,,,,,,,,,,,
2019_627,Outro,105.0,,,109,128,116.0,106.0,,,,,,,,,,,,,,,,
2019_628,Setúbal,157.0,,,128,154,146.0,118.0,,,,,,,,,,,,,,,,
2019_629,Porto,167.0,,,176,180,145.0,150.0,,,,,,,,,,,,,,,,
2019_630,Outro,130.0,118.0,,128,137,125.0,116.0,,,,,,,,,,,,,,,,
2019_631,Porto,,,,76,100,,,,,,76.0,,,79.0,,,,,,,,,
2019_632,Braga,176.0,,,139,161,147.0,126.0,,,,,,,,,,,,,,,,
2019_633,Outro,200.0,,175.0,180,200,,,200.0,,,,,,,,,,,,,,,
2019_634,Lisboa,126.0,,121.0,138,155,,,177.0,,,,,,,,,,,,,,,
2019_635,Lisboa,158.0,,135.0,135,172,,,189.0,,,,,,,,,,,,,,,
2019_636,Setúbal,105.0,,106.0,108,138,,,157.0,,,,,,,,,,,,,,,
2019_637,Lisboa,151.0,141.0,148.0,132,166,,,,166.0,,,,,,,,,,,,,,
2019_638,Lisboa,169.0,126.0,130.0,145,153,,,,,,,,,,,,,,,,,,
2019_639,Lisboa,,,,119,131,,,,,,125.0,,,110.0,,,,,,,,,
2019_640,Outro,157.0,,149.0,136,170,,,190.0,,,,,,,,,,,,,,,
2019_641,Outro,,,,148,163,,,,,,127.0,,165.0,,,,,,,,,,
