Aluno_ID,Distrito,Desenho_A,Portugues,Geometria_Descritiva_A,Nota_Interna,Matematica_A,Biologia_Geologia,Fisica_Quimica_A,Historia_A,Ingles,Economia_A,MACS,Literatura_Portuguesa,Geografia_A,HCA,Portugues_L2,Historia_B,Espanhol_Continuacao,Filosofia,Latim_A,Espanhol_Iniciacao,Frances,Alemao,Portugues_LNM,Mandarim_Iniciacao,Matematica_B
2021_305,Coimbra,,126,,139,,,,136.0,,,,,117.0,,,,,,,,,,,,
2021_306,Outro,,152,,162,,,,157.0,,,155.0,,,,,,,,,,,,,,
2021_307,Porto,,189,198.0,200,197.0,,198.0,,,,,,,,,,,,,,,,,,
2021_308,Porto,,135,,162,,,,145.0,167.0,,,,,,,,,,,,,,,,
2021_309,Braga,,178,,182,,,,160.0,,,169.0,,,,,,,,,,,,,,
2021_310,Outro,,76,,100,60.0,,,,,78.0,,,90.0,,,,,,,,,,,,
2021_311,Lisboa,,119,,124,105.0,,,,,122.0,,,103.0,,,,,,,,,,,,
2021_312,Lisboa,,145,182.0,163,148.0,,116.0,,,,,,,,,,,,,,,,,,
2021_313,Braga,,162,196.0,181,155.0,,165.0,,,,,,,,,,,,,,,,,,
2021_314,Outro,,113,,113,101.0,111.0,80.0,,,,,,,,,,,,,,,,,,
2021_315,Setúbal,,131,146.0,139,123.0,,101.0,,,,,,,,,,,,,,,,,,
2021_316,Porto,,126,,137,,,,136.0,,,106.0,,,,,,,,,,,,,,
2021_317,Braga,,136,,142,131.0,149.0,115.0,,,,,,,,,,,,,,,,,,
2021_318,Coimbra,,115,,128,116.0,,,,,126.0,,,101.0,,,,,,,,,,,,
2021_319,Porto,,147,,156,160.0,155.0,120.0,,,,,,,,,,,,,,,,,,
2021_320,Outro,,175,,190,,,,198.0,,,,,145.0,,,,,,,,,,,,
2021_321,Lisboa,118.0,116,,132,,,,,,,,,,117.0,,,,,,,,,,,
2021_322,Porto,,135,,168,,,,152.0,168.0,,,,,,,,,,,,,,,,
2021_323,Coimbra,200.0,165,,200,,,,,,,,,,200.0,,,,,,,,,,,
2021_324,Lisboa,,153,,161,,,,155.0,,,147.0,,,,,,,,,,,,,,
2021_325,Faro,,158,,181,,,,162.0,186.0,,,,,,,,,,,,,,,,
2021_326,Braga,,183,,190,174.0,156.0,178.0,,,,,,,,,,,,,,,,,,
2021_327,Faro,,77,,115,,,,107.0,137.0,,,,,,,,,,,,,,,,
2021_328,Porto,,119,,132,,,,129.0,,,,,107.0,,,,,,,,,,,,
2021_329,Braga,,136,,165,,,,146.0,174.0,,,,,,,,,,,,,,,,
2021_330,Lisboa,,178,,174,169.0,166.0,138.0,,,,,,,,,,,,,,,,,,
2021_331,Lisboa,,182,,182,193.0,,,,,180.0,,,138.0,,,,,,,,,,,,
2021_332,Outro,,125,161.0,147,,,,135.0,,,133.0,,,,,,,,,,,,,,
2021_333,Lisboa,170.0,151,,178,,,,,,,,,,162.0,,,,,,,,,,,
2021_334,Outro,,96,,100,52.0,87.0,60.0,,,,,,,,,,,,,,,,,,
2021_335,Lisboa,,170,200.0,183,162.0,,141.0,,,,,,,,,,,,,,,,,,
2021_336,Outro,,140,,142,106.0,139.0,120.0,,,,,,,,,,,,,,,,,,
2021_337,Outro,,148,,174,,,,165.0,,,,135.0,,,,,,,,,,,,,
2021_338,Braga,,132,,148,131.0,135.0,117.0,,,,,,,,,,,,,,,,,,
2021_339,Outro,,100,,103,,,,96.0,,,,,75.0,,,,,,,,,,,,
2021_340,Faro,,158,195.0,169,143.0,,133.0,,,,,,,,,,,,,,,,,,
2021_341,Lisboa,,108,,126,,,,134.0,,,,99.0,,,,,,,,,,,,,
2021_342,Leiria,,100,,100,95.0,98.0,82.0,,,,,,,,,,,,,,,,,,
2021_343,Outro,113.0,82,67.0,100,,,,,,,,,,,,,,,,,,,,,
2021_344,Lisboa,,130,,132,120.0,145.0,122.0,,,,,,,,,,,,,,,,,,
2021_345,Outro,,118,,123,111.0,121.0,89.0,,,,,,,,,,,,,,,,,,
2021_346,Lisboa,,135,,141,147.0,140.0,112.0,,,,,,,,,,,,,,,,,,
2021_347,Coimbra,159.0,139,190.0,182,,,,,,,,,,,,,,,,,,,,,
2021_348,Outro,,130,,154,,,,137.0,,,135.0,,,,,,,,,,,,,,
2021_349,Coimbra,,148,,163,146.0,166.0,146.0,,,,,,,,,,,,,,,,,,
2021_350,Porto,165.0,160,187.0,181,,,,,,,,,,,,,,,,,,,,,
2021_351,Outro,,98,,103,75.0,,,,,113.0,77.0,,,,,,,,,,,,,,
2021_352,Lisboa,,161,,176,,,,153.0,195.0,,,,,,,,,,,,,,,,
2021_353,Outro,,115,,122,115.0,125.0,96.0,,,,,,,,,,,,,,,,,,
2021_354,Setúbal,,146,,180,,,,148.0,182.0,,,,,,,,,,,,,,,,
2021_355,Lisboa,,163,,179,193.0,,,,,165.0,,,156.0,,,,,,,,,,,,
2021_356,Outro,,171,,200,,,,198.0,200.0,,,,,,,,,,,,,,,,
2021_357,Setúbal,,125,,132,122.0,123.0,92.0,,,,,,,,,,,,,,,,,,
2021_358,Faro,,179,199.0,200,170.0,,200.0,,,,,,,,,,,,,,,,,,
2021_359,Outro,,198,,198,186.0,175.0,165.0,,,,,,,,,,,,,,,,,,
2021_360,Porto,,121,,123,110.0,136.0,104.0,,,,,,,,,,,,,,,,,,
2021_361,Lisboa,,153,,170,,,,158.0,,,168.0,,,,,,,,,,,,,,
2021_362,Lisboa,,166,,186,200.0,,,,,175.0,,,138.0,,,,,,,,,,,,
2021_363,Outro,,170,200.0,199,186.0,,152.0,,,,,,,,,,,,,,,,,,
2021_364,Lisboa,,140,,160,,,,141.0,170.0,,,,,,,,,,,,,,,,
2021_365,Porto,,198,,196,,,,172.0,,,,193.0,,,,,,,,,,,,,
2021_366,Porto,,170,,200,200.0,,,,,200.0,200.0,,,,,,,,,,,,,,
2021_367,Outro,,158,180.0,171,150.0,,155.0,,,,,,,,,,,,,,,,,,
2021_368,Lisboa,,139,,139,126.0,,,,,127.0,117.0,,,,,,,,,,,,,,
2021_369,Faro,,147,,185,177.0,,,,,175.0,169.0,,,,,,,,,,,,,,
2021_370,Lisboa,159.0,159,189.0,180,,,,,,,,,,,,,,,,,,,,,
2021_371,Lisboa,,169,,194,,,,186.0,185.0,,,,,,,,,,,,,,,,
2021_372,Coimbra,,127,,138,,,,138.0,,,,,113.0,,,,,,,,,,,,
2021_373,Lisboa,,105,,112,72.0,,,,,105.0,87.0,,,,,,,,,,,,,,
2021_374,Porto,,198,,190,168.0,181.0,165.0,,,,,,,,,,,,,,,,,,
2021_375,Braga,,145,,163,,,,166.0,,,,,141.0,,,,,,,,,,,,
2021_376,Coimbra,,160,,179,,,,163.0,,,173.0,,,,,,,,,,,,,,
2021_377,Porto,,167,,200,200.0,,,,,200.0,,,156.0,,,,,,,,,,,,
2021_378,Faro,,147,,170,172.0,,,,,155.0,141.0,,,,,,,,,,,,,,
2021_379,Lisboa,,96,,102,61.0,111.0,78.0,,,,,,,,,,,,,,,,,,
2021_380,Outro,,168,,165,,,,169.0,,,,147.0,,,,,,,,,,,,,
2021_381,Outro,,116,,119,99.0,116.0,102.0,,,,,,,,,,,,,,,,,,
2021_382,Setúbal,,161,,182,,,,170.0,,,177.0,,,,,,,,,,,,,,
2021_383,Outro,149.0,119,,141,,,,,,,,,,138.0,,,,,,,,,,,
2021_384,Outro,,186,200.0,200,200.0,,186.0,,,,,,,,,,,,,,,,,,
2021_385,Outro,,118,,122,125.0,117.0,101.0,,,,,,,,,,,,,,,,,,
2021_386,Leiria,,128,154.0,135,119.0,,101.0,,,,,,,,,,,,,,,,,,
2021_387,Outro,,170,,187,191.0,163.0,180.0,,,,,,,,,,,,,,,,,,
2021_388,Outro,156.0,136,179.0,169,,,,,,,,,,,,,,,,,,,,,
2021_389,Porto,,130,,135,117.0,,,,,120.0,117.0,,,,,,,,,,,,,,
2021_390,Faro,,125,126.0,123,101.0,,81.0,,,,,,,,,,,,,,,,,,
2021_391,Lisboa,,117,,130,101.0,126.0,101.0,,,,,,,,,,,,,,,,,,
2021_392,Setúbal,,195,,197,200.0,171.0,157.0,,,,,,,,,,,,,,,,,,
2021_393,Lisboa,,138,,156,150.0,147.0,116.0,,,,,,,,,,,,,,,,,,
2021_394,Setúbal,,198,,199,178.0,167.0,200.0,,,,,,,,,,,,,,,,,,
2021_395,Outro,,127,123.0,123,112.0,,91.0,,,,,,,,,,,,,,,,,,
2021_396,Porto,,125,,138,,,,139.0,,,,,105.0,,,,,,,,,,,,
2021_397,Porto,,149,,155,146.0,143.0,121.0,,,,,,,,,,,,,,,,,,
2021_398,Outro,,198,198.0,200,200.0,,158.0,,,,,,,,,,,,,,,,,,
2021_399,Outro,,129,118.0,111,103.0,,83.0,,,,,,,,,,,,,,,,,,
2021_400,Lisboa,131.0,112,127.0,142,,,,,,,,,,,,,,,,,,,,,
2021_401,Outro,,166,,163,,,,160.0,,,,,126.0,,,,,,,,,,,,
2021_402,Outro,,165,,179,173.0,,,,,186.0,,,153.0,,,,,,,,,,,,
2021_403,Outro,,85,,100,16.0,80.0,56.0,,,,,,,,,,,,,,,,,,
2021_404,Setúbal,,119,,144,,,,131.0,153.0,,,,,,,,,,,,,,,,
2021_405,Coimbra,200.0,198,,199,,,,,,,,,,172.0,,,,,,,,,,,
2021_406,Outro,,142,189.0,166,136.0,,127.0,,,,,,,,,,,,,,,,,,
2021_407,Porto,,167,200.0,200,178.0,,200.0,,,,,,,,,,,,,,,,,,
2021_408,Leiria,,156,,182,175.0,165.0,141.0,,,,,,,,,,,,,,,,,,
2021_409,Lisboa,,141,,146,113.0,138.0,122.0,,,,,,,,,,,,,,,,,,
2021_410,Lisboa,,121,,133,,,,134.0,,,,,112.0,,,,,,,,,,,,
2021_411,Outro,,101,,100,74.0,106.0,78.0,,,,,,,,,,,,,,,,,,
2021_412,Outro,,198,,199,175.0,195.0,200.0,,,,,,,,,,,,,,,,,,
2021_413,Setúbal,,125,,132,,,,133.0,,,,106.0,,,,,,,,,,,,,
2021_414,Outro,,75,,126,,,,109.0,132.0,,,,,,,,,,,,,,,,
2021_415,Porto,,175,,190,,,,198.0,,,,,146.0,,,,,,,,,,,,
2021_416,Braga,,155,193.0,185,170.0,,164.0,,,,,,,,,,,,,,,,,,
2021_417,Outro,,105,85.0,100,79.0,,68.0,,,,,,,,,,,,,,,,,,
2021_418,Porto,,136,,153,138.0,141.0,128.0,,,,,,,,,,,,,,,,,,
2021_419,Outro,,127,,137,129.0,,,,,136.0,112.0,,,,,,,,,,,,,,
2021_420,Lisboa,,120,127.0,121,85.0,,92.0,,,,,,,,,,,,,,,,,,
2021_421,Porto,,161,,176,,,,169.0,,,173.0,,,,,,,,,,,,,,
2021_422,Setúbal,,112,,117,,,,114.0,,,79.0,,,,,,,,,,,,,,
2021_423,Porto,,156,,165,152.0,162.0,158.0,,,,,,,,,,,,,,,,,,
2021_424,Outro,,149,,179,155.0,,,,,182.0,164.0,,,,,,,,,,,,,,
2021_425,Coimbra,,153,,168,,,,166.0,,,,,148.0,,,,,,,,,,,,
2021_426,Porto,,0,,100,,,,0.0,,,,7.0,,,,,,,,,,,,,
2021_427,Setúbal,,167,,186,,,,198.0,,,166.0,,,,,,,,,,,,,,
2021_428,Outro,,176,,179,,,,164.0,,,,141.0,,,,,,,,,,,,,
2021_429,Outro,,156,,153,145.0,146.0,123.0,,,,,,,,,,,,,,,,,,
2021_430,Setúbal,,179,,172,169.0,160.0,143.0,,,,,,,,,,,,,,,,,,
2021_431,Porto,,96,63.0,100,55.0,,56.0,,,,,,,,,,,,,,,,,,
2021_432,Lisboa,,107,,127,106.0,126.0,86.0,,,,,,,,,,,,,,,,,,
2021_433,Lisboa,,150,,156,141.0,156.0,116.0,,,,,,,,,,,,,,,,,,
2021_434,Braga,,142,,157,,,,158.0,,,,,131.0,,,,,,,,,,,,
2021_435,Outro,,140,,150,,,,148.0,,,,,118.0,,,,,,,,,,,,
2021_436,Porto,,159,,166,,,,154.0,,,,137.0,,,,,,,,,,,,,
2021_437,Outro,,138,,145,127.0,,,,,138.0,132.0,,,,,,,,,,,,,,
2021_438,Porto,,132,,157,,,,136.0,162.0,,,,,,,,,,,,,,,,
2021_439,Braga,,135,,136,145.0,,,,,129.0,,,120.0,,,,,,,,,,,,
2021_440,Outro,,126,,132,,,,132.0,,,96.0,,,,,,,,,,,,,,
2021_441,Porto,,125,,146,,,,141.0,,,,126.0,,,,,,,,,,,,,
2021_442,Lisboa,,128,,132,,,,126.0,,,,,113.0,,,,,,,,,,,,
2021_443,Outro,,148,,170,179.0,,,,,174.0,,,149.0,,,150.0,,,,,,,,,
2021_444,Lisboa,,130,,155,,,,152.0,,,,137.0,,,,,,,,,,,,,
2021_445,Lisboa,,153,,147,130.0,148.0,112.0,,,,,,,,,,,,,,,,,,
2021_446,Lisboa,188.0,152,197.0,191,,,,,,,,,,,,,,,,,,,,,
2021_447,Lisboa,,191,,195,186.0,171.0,200.0,,,,,,,,,,,,,,,,,,
2021_448,Porto,,158,,158,,,,149.0,,,,,140.0,,,,,,,,,,,,
2021_449,Setúbal,188.0,185,189.0,199,,,,,,,,,,,,,,,,,,,,,
2021_450,Setúbal,,158,,173,175.0,159.0,155.0,,,,,,,,,,,,,,,,,,
2021_451,Porto,,66,,101,,,,106.0,,,,74.0,,,,,,,,,,,,,
2021_452,Braga,,126,,132,126.0,129.0,98.0,,,,,,,,,,,,,,,,,,
2021_453,Porto,,171,,190,172.0,,,,179.0,176.0,185.0,,,,,,,,,,,,,,
2021_454,Coimbra,,167,197.0,196,187.0,,175.0,,,,,,,,,,,,,,,,,,
2021_455,Lisboa,,161,,168,155.0,166.0,155.0,,,,,,,,,,,,,,,,,,
2021_456,Porto,,96,,100,78.0,107.0,60.0,,,,,,,,,,,,,,,,,,
2021_457,Coimbra,,139,,137,117.0,,,,,130.0,,,116.0,,,,,,,,,,,,
2021_458,Lisboa,,145,,168,174.0,147.0,135.0,,,,,,,,,,,,,,,,,,
2021_459,Setúbal,,137,175.0,150,118.0,,127.0,,,,,,,,,,,,,,,,,,
2021_460,Lisboa,,152,,174,161.0,178.0,165.0,,,,,,,,,,,,,,,,,,
2021_461,Lisboa,,148,,169,,,,159.0,,,162.0,,,,,,,,,,,,,,
2021_462,Braga,146.0,123,,146,,,,,,,,,,130.0,,,,,,,,,,,
2021_463,Outro,,125,120.0,129,115.0,,105.0,,,,,,,,,,,,,,,,,,
2021_464,Leiria,,142,,151,,,,149.0,,,,132.0,,,,,,,,,,,,,
2021_465,Lisboa,,119,,116,99.0,116.0,96.0,,,,,,,,,,,,,,,,,,
2021_466,Lisboa,,170,,178,193.0,160.0,176.0,,,,,,,,,,,,,,,,,,
2021_467,Porto,,72,,100,39.0,,,,,63.0,38.0,,,,,,,,,,,,,,
2021_468,Lisboa,,149,,154,,,,146.0,,,,,127.0,,,,,,,,,,,,
2021_469,Braga,,122,,132,,,,126.0,,,,,100.0,,,,,,,,,,,,
2021_470,Outro,,149,,145,126.0,137.0,106.0,,,,,,,,,,,,,,,,,,
2021_471,Lisboa,151.0,137,,169,,,,,,,,,,152.0,,,,,,,,,,,
2021_472,Setúbal,,150,,157,140.0,148.0,131.0,,,,,,,,,,,,,,,,,,
2021_473,Outro,,140,,151,140.0,,,,,138.0,131.0,,,,,,,,,,,,,,
2021_474,Braga,,106,,111,74.0,110.0,82.0,,,,,,,,,,,,,,,,,,
2021_475,Lisboa,,176,,183,,,,162.0,,,163.0,,,,,,,,,,,,,,
2021_476,Lisboa,,140,,156,148.0,148.0,128.0,,,,,,,,,,,,,,,,,,
2021_477,Braga,,165,,184,195.0,177.0,166.0,,,,,,,,,,,,,,,,,,
2021_478,Outro,,121,,156,,,,136.0,168.0,,,,,,,,,,,,,,,,
2021_479,Faro,,135,,135,145.0,,,,,132.0,,,111.0,,,,,,,,,,,,
2021_480,Outro,82.0,77,,100,,,,,,,,,,87.0,,,,,,,,,,,
2021_481,Porto,,165,,186,188.0,180.0,160.0,,,,,,,,,,,,,,,,,,
2021_482,Outro,151.0,145,,169,,,,,,,,,,148.0,,,,,,,,,,,
2021_483,Braga,,198,,200,200.0,,,,,191.0,181.0,,,,,,,,,,,,,,
2021_484,Lisboa,,158,,171,166.0,154.0,118.0,,,,,,,,,,,,,,,,,,
2021_485,Braga,110.0,105,,128,,,,110.0,,,,,86.0,,,,,,,,,,,,
2021_486,Porto,,101,,122,,,,125.0,,,,,100.0,,,,,,,,,,,,
2021_487,Outro,,130,,137,118.0,,,,,148.0,133.0,,,,,,,,,,,,,,
2021_488,Lisboa,,123,,142,,,,136.0,,,,,111.0,,,,,,,,,,,,
2021_489,Porto,,127,,131,,,,128.0,,,,,106.0,,,,,,,,,,,,
2021_490,Outro,,96,,106,,,,116.0,,,75.0,,,,,,,,,,,,,,
2021_491,Outro,,187,,200,195.0,190.0,200.0,,,,,,,,,,,,,,,,,,
2021_492,Coimbra,,131,,139,,,,145.0,,,,126.0,,,,,,,,,,,,,
2021_493,Setúbal,,160,,161,173.0,151.0,132.0,,,,,,,,,,,,,,,,,,
2021_494,Braga,,155,,170,159.0,155.0,152.0,,,,,,,,,,,,,,,,,,
2021_495,Lisboa,,116,,122,,,,118.0,,,,96.0,,,,,,,,,,,,,
2021_496,Braga,,117,,126,,,,123.0,,,,98.0,,,,,,,,,,,,,
2021_497,Porto,,131,,163,,,,136.0,175.0,,,,,,,,,,,,,,,,
2021_498,Leiria,,151,198.0,173,155.0,,137.0,,,,,,,,,,,,,,,,,,
2021_499,Setúbal,,145,179.0,164,148.0,,134.0,,,,,,,,,,,,,,,,,,
2021_500,Porto,,118,,134,116.0,135.0,109.0,,,,,,,,,,,,,,,,,,
2021_501,Coimbra,,161,,180,,,,157.0,,,187.0,,,,,,,,,,,,,,
2021_502,Lisboa,,112,,131,,,,130.0,,,97.0,,,,,,,,,,,,,,
2021_503,Porto,,160,,186,192.0,166.0,166.0,,,,,,,,,,,,,,,,,,
2021_504,Lisboa,,151,,180,182.0,176.0,146.0,,,,,,,,,,,,,,,,,,
2021_505,Outro,,125,,140,115.0,137.0,120.0,,,,,,,,,,,,,,,,,,
2021_506,Braga,,113,,118,,,,111.0,,,,85.0,,,,,,,,,,,,,
2021_507,Porto,,104,,118,,,,128.0,,,96.0,,,,,,,,,,,,,,
2021_508,Porto,188.0,166,,181,,,,,,,,,,180.0,,,,,,,,,,,
2021_509,Braga,,148,,156,151.0,136.0,111.0,,,,,,,,,,,,,,,,,,
2021_510,Braga,,107,,116,101.0,103.0,80.0,,,,,,,,,,,,,,,,,,
2021_511,Outro,200.0,181,,200,,,,,,,,,,195.0,,,,,,,,,,,
2021_512,Porto,,87,77.0,100,46.0,,60.0,,,,,71.0,,,,,,,,,,,,,
2021_513,Lisboa,,97,,100,69.0,,,,,96.0,,,87.0,,,,,,,,,,,,
2021_514,Setúbal,,88,26.0,100,50.0,,42.0,,,,,,,,,,,,,,,,,,
2021_515,Outro,,132,,138,,,,136.0,,,,,117.0,,,,,,,,,,,,
2021_516,Setúbal,,128,,139,,,,129.0,,,,120.0,,,,,,,,,,,,,
2021_517,Braga,,170,195.0,193,190.0,,175.0,,,,,,,,,,,,,,,,,,
2021_518,Coimbra,,158,,177,162.0,170.0,146.0,,,,,,,,,,,,,,,,,,
2021_519,Coimbra,,120,,122,100.0,116.0,99.0,,,,,,,,,,,,,,,,,,
2021_520,Porto,,148,,175,,,,155.0,177.0,,,,,,,,,,,,,,,,
2021_521,Braga,,145,,168,,,,145.0,,,149.0,,,,,,,,,,,,,,
2021_522,Porto,,96,85.0,103,95.0,,78.0,,,,,,,,,,,,,,,,,,
2021_523,Lisboa,,121,,133,102.0,128.0,92.0,,,,,,,,,,,,,,,,,,
2021_524,Coimbra,,103,,100,64.0,,,,,101.0,,,86.0,,,,,,,,,,,,
2021_525,Porto,,115,,124,96.0,124.0,96.0,,,,,,,,,,,,,,,,,,
2021_526,Porto,,161,,174,,,,166.0,,,163.0,,,,,,,,,,,,,,
2021_527,Coimbra,,102,,100,95.0,100.0,65.0,,,,,,,,,,,,,,,,,,
2021_528,Outro,,82,,110,,67.0,,106.0,118.0,,,,,,,,,,,,,,,,
2021_529,Porto,,119,,119,,,,118.0,,,87.0,,,,,,,,,,,,,,
2021_530,Outro,,147,,159,,,,148.0,,,,147.0,,,,,,,,,,,,,
2021_531,Setúbal,,120,,149,,,,124.0,159.0,,,,,,,,,,,,,,,,
2021_532,Setúbal,,119,,148,,,,122.0,164.0,,,,,,,,,,,,,,,,
2021_533,Outro,,142,,163,150.0,145.0,145.0,,,,,,,,,,,,,,,,,,
2021_534,Leiria,,141,,132,120.0,122.0,100.0,,,,,,,,,,,,,,,,,,
2021_535,Outro,,151,,176,170.0,164.0,153.0,,,,,,,,,,,,,,,,,,
2021_536,Outro,,141,148.0,154,145.0,,128.0,,,,,,,,,,,,,,,,,,
2021_537,Lisboa,,126,,142,133.0,142.0,119.0,,,,,,,,,,,,,,,,,,
2021_538,Faro,,126,,146,127.0,,,,,138.0,127.0,,,,,,,,,,,,,,
2021_539,Outro,,198,,200,,,,198.0,,,200.0,,,,,,,,,,,,,,
2021_540,Porto,,95,,100,55.0,105.0,62.0,,,,,,,,,,,,,,,,,,
2021_541,Porto,,129,158.0,150,126.0,,101.0,,,,,,,,,,,,,,,,,,
2021_542,Porto,,115,,116,106.0,111.0,78.0,,,,,,,,,,,,,,,,,,
2021_543,Lisboa,,143,,159,165.0,154.0,125.0,,,,,,,,,,,,,,,,,,
2021_544,Porto,146.0,122,150.0,152,,,,,,,,,,,,,,,,,,,,,
2021_545,Outro,,96,,130,,,,123.0,143.0,,,,,,,,,,,,,,,,
2021_546,Porto,,106,,119,,,,122.0,,,98.0,,,,,,,,,,,,,,
2021_547,Lisboa,,122,,129,114.0,121.0,100.0,,,,,,,137.0,,,,,,,,,,,
2021_548,Outro,,139,,160,149.0,147.0,137.0,,,,,,,,,,,,,,,,,,
2021_549,Outro,,129,,134,125.0,,,,,116.0,,,105.0,,,,,,,,,,,,
2021_550,Faro,,177,199.0,190,176.0,,157.0,,,,,,,,,,,,,,,,,,
2021_551,Outro,,151,,163,,,,156.0,,,,,133.0,,,,,,,,,,,,
2021_552,Outro,,180,,188,200.0,166.0,170.0,,,,,,,,,,,,,,,,,,
2021_553,Porto,,99,72.0,100,88.0,,71.0,,,,,,,,,,,,,,,,,,
2021_554,Outro,,132,,142,,,,130.0,,,120.0,,,,,,,,,,,,,,
2021_555,Lisboa,,165,,178,166.0,,,,,164.0,159.0,,,,,,,,,,,,,,
2021_556,Setúbal,,161,,172,151.0,158.0,146.0,,,,,,,,,,,,,,,,,,
2021_557,Outro,,177,,200,197.0,175.0,177.0,,,,,,,,,,173.0,,,,,,,,
2021_558,Outro,,147,,140,120.0,138.0,110.0,,,,,,,,,,,,,,,,,,
2021_559,Lisboa,,168,,170,148.0,165.0,140.0,,,,,,,,,,,,,,,,,,
2021_560,Coimbra,,168,,170,157.0,165.0,150.0,,,,,,,,,,,,,,,,,,
2021_561,Setúbal,,140,,136,119.0,125.0,102.0,,,,,,,,,,,,,,,,,,
2021_562,Outro,,159,,179,,,,167.0,192.0,,,,,,,,,,,,,,,,
2021_563,Lisboa,,105,,114,,,,110.0,,,,88.0,,,,,,,,,,,,,
2021_564,Outro,,145,,146,,,,142.0,,,,,125.0,,,,,,,,,,,,
2021_565,Lisboa,,146,,164,,,,156.0,,,,139.0,,,,,,,,,,,,,
2021_566,Lisboa,,160,,172,155.0,157.0,152.0,,,,,,,,,,,,,,,,,,
2021_567,Lisboa,,169,,183,167.0,162.0,181.0,,,,,,,,,,,,,,,,,,
2021_568,Faro,,135,,145,,,,142.0,,,135.0,,,,,,,123.0,,,,,,,
2021_569,Porto,,155,,168,168.0,159.0,136.0,,,,,,,,,,,,,,,,,,
2021_570,Porto,182.0,175,,182,,,,,,,,,,156.0,,,,,,,,,,,
2021_571,Braga,,100,,101,64.0,96.0,78.0,,,,,,,,,,,,,,,,,,
2021_572,Lisboa,,146,,159,,,,144.0,,,158.0,,,,,,,,,,,,,,
2021_573,Porto,,136,,157,133.0,,,,,145.0,,,116.0,,,,,147.0,,,,,,,
2021_574,Braga,,117,,154,,,,128.0,153.0,,,,,,,,,,,,,,,,
2021_575,Outro,,146,,148,125.0,147.0,133.0,,,,,,,,,,,,,,,,,,
2021_576,Lisboa,,125,,138,108.0,,,,,136.0,,,116.0,,,,,,,,,,,,
2021_577,Braga,,117,,122,,,,126.0,,,,96.0,,,,,,,,,,,,,
2021_578,Lisboa,,146,,158,146.0,,,,,158.0,,,120.0,,,,,,,,,,,,
2021_579,Outro,,117,,129,,,,131.0,,,,97.0,,,,,,,,,,,,,
2021_580,Outro,,136,,167,,,,145.0,178.0,,,,,,,,,,,,,,,,
2021_581,Faro,,146,,169,,,,158.0,174.0,,,,,,,,,,,,,,,,
2021_582,Outro,,99,,119,,,,121.0,,,,,102.0,,,,,,,,,,,,
2021_583,Porto,,155,,179,,,,150.0,176.0,,,,,,,,,,,,,,,,
2021_584,Braga,,115,,130,112.0,123.0,101.0,,,,,,,,,,,,,,,,,,
2021_585,Outro,,142,162.0,139,126.0,,97.0,,,,,,,,,,,,,,,,,,
2021_586,Porto,,45,8.0,100,37.0,,42.0,,,,,,,,,,,,,,,,,,
2021_587,Coimbra,,107,,115,76.0,,,,,115.0,,,106.0,,,,,,,,,,,,
2021_588,Outro,,140,,154,150.0,147.0,106.0,,,,,,,,,,,,,,,,,,
2021_589,Lisboa,,137,,145,,,,139.0,,,,116.0,,,,,,,,,,,,,
2021_590,Outro,,165,,165,,,,151.0,,,,136.0,,,,,,,,,,,,,
2021_591,Porto,,166,200.0,193,187.0,,200.0,,,,,,,,,,,,,,,,,,
2021_592,Lisboa,,121,,138,,,,126.0,,,,112.0,,,,,,,,,,,,,
2021_593,Coimbra,,138,,144,135.0,,,,,145.0,,,116.0,,,,,,,,,,,,
2021_594,Braga,,151,,163,165.0,159.0,152.0,,,,,,,,,,,,,,,,,,
2021_595,Outro,,198,,196,,,,198.0,,,,,154.0,,,,,,,,,,,,
2021_596,Braga,,60,,100,,,,105.0,,,61.0,,,,,,,,,,,,,,
2021_597,Outro,,116,,123,,,,122.0,,,,99.0,,,,,,,,,,,,,
2021_598,Coimbra,,123,143.0,124,106.0,,90.0,,,,,,,,,,,,,,,,,,
2021_599,Leiria,,175,,186,200.0,161.0,179.0,,,,,,,,,,,,,,,,,,
2021_600,Leiria,,131,,145,,,,141.0,,,126.0,,,,,,,,,,,,,,
2021_601,Outro,,174,,183,,,,166.0,,,,157.0,,,,,,,,,,,,,
2021_602,Outro,,151,,166,159.0,,,,,155.0,157.0,,,,,,,,,,,,,,
2021_603,Outro,,165,,187,,,,166.0,183.0,,,,,158.0,,,,,,,,,,,
2021_604,Leiria,,137,,150,135.0,,,,,126.0,122.0,,,,,,,,,,,,,,
2021_605,Setúbal,,116,,127,,,,127.0,,,85.0,,,,,,,,125.0,,,,,,
2021_606,Braga,181.0,160,,186,,,,,,,,,,189.0,,,,,,,,,,,
2021_607,Braga,,145,,145,150.0,133.0,107.0,,,,,,,,,,,,,,,,,,
2021_608,Porto,,83,,100,24.0,90.0,58.0,,,,,,,,,,,,,,,,,,
2021_609,Lisboa,,110,,112,95.0,95.0,64.0,,,,,,,,,,,,,,,,,,
2021_610,Setúbal,,136,,156,158.0,151.0,130.0,,,,,,,,,,,,,,,,,,
2021_611,Porto,,136,,144,,,,143.0,,,125.0,,,,,,,,,,,,,,
2021_612,Outro,,125,,132,112.0,,,,,123.0,,,109.0,,,,,,,,,,,,
2021_613,Braga,168.0,145,187.0,175,,,,,,,,,,,,,,,,,,,,,
