Aluno_ID,Distrito,Historia_A,Portugues,Geografia_A,Nota_Interna,MACS,Matematica_A,Fisica_Quimica_A,Biologia_Geologia,Economia_A,Desenho_A,Geometria_Descritiva_A,Ingles,Literatura_Portuguesa,HCA,Italiano_Iniciacao,Frances,Historia_B,Portugues_L2,Latim_A,Espanhol_Continuacao,Matematica_B,Espanhol_Iniciacao,Alemao,Mandarim_Iniciacao,Filosofia,Portugues_LNM
2024_297,Lisboa,,196,,200,,200.0,200.0,165.0,,,,,,,,,,,,,,,,,,
2024_298,Lisboa,120.0,112,,129,,,,,,,,,112.0,,,,,,,,,,,,,
2024_299,Coimbra,,128,,166,,178.0,147.0,150.0,,,,,,,,,,,,,,,,,,
2024_300,Porto,,145,,157,,168.0,142.0,118.0,,,,,,,,,,,,,,,,,,
2024_301,Lisboa,,128,,158,,,,,,152.0,,,,145.0,,,,,,,,,,,,
2024_302,Outro,118.0,114,,142,,,,,,,,139.0,,119.0,,,,,,,,,,,,
2024_303,Lisboa,,116,108.0,124,,125.0,,,121.0,,,,,,,,,,,,,,,,,
2024_304,Porto,142.0,136,,154,,,,,,,,,132.0,,,,,,,,,,,,,
2024_305,Outro,,143,,164,,180.0,147.0,130.0,,,,,,,,,,,,,,,,,,
2024_306,Lisboa,137.0,130,,151,,,,,,,,,130.0,,,,,,,,,,,,,
2024_307,Setúbal,,105,,128,,142.0,103.0,,,,120.0,,,,,,,,,,,,,,,
2024_308,Faro,,119,,156,,165.0,140.0,,,,146.0,,,,,,,,,,,,,,,
2024_309,Outro,,151,,188,,200.0,158.0,,,,197.0,,,,,,,,,,,,,,,
2024_310,Braga,,129,,152,,166.0,151.0,116.0,,,,,,,,,,,,,,,,,,
2024_311,Porto,,139,,163,,180.0,160.0,140.0,,,,,,,,,,,,,,,,,,
2024_312,Lisboa,,158,152.0,185,,200.0,,,175.0,,,,,,,,,,,,,,,,,
2024_313,Lisboa,157.0,132,,151,130.0,,,,,,,,,,,,,,,,,,,,,
2024_314,Lisboa,188.0,196,,193,,,,,,,,,159.0,,,,,,,,,,,,,
2024_315,Coimbra,144.0,135,,152,,,,,,,,,136.0,,,,,,,,,,,,,
2024_316,Lisboa,,132,,170,149.0,186.0,,,158.0,,,,,,,,,,,,,,,,,
2024_317,Porto,160.0,141,,154,,,,,,,,,146.0,,,,,,,,,,,,,
2024_318,Braga,,149,,171,,181.0,155.0,,,,162.0,,,,,,,,,,,,,,,
2024_319,Outro,,157,,187,,197.0,200.0,159.0,,,,,,,,,,,,,,,,,,
2024_320,Outro,,142,,164,,156.0,155.0,127.0,,,,,,,,,,,,,,,,,,
2024_321,Outro,,156,,174,,188.0,149.0,125.0,,,,,,,,,,,,,,,,,,
2024_322,Coimbra,,119,,143,,,,,,152.0,104.0,,,,,,,,,,,,,,,
2024_323,Outro,,140,,182,155.0,186.0,,,182.0,,,,,,,,,,,,,,,,,
2024_324,Lisboa,,145,,168,,,,,,171.0,156.0,,,,,,,,,,,,,,,
2024_325,Braga,,122,,166,,,,,,160.0,168.0,,,,,,,,,,,,,,,
2024_326,Outro,,105,,112,,90.0,107.0,88.0,,,,,,,,,,,,,,,,,,
2024_327,Lisboa,,135,,160,,159.0,135.0,,,,158.0,,,,,,,,,,,,,,,
2024_328,Lisboa,,95,,115,,,,,,137.0,75.0,,,,,,,,,,,,,,,
2024_329,Porto,,116,108.0,148,,141.0,,,147.0,,,,,,,,,,,,,,,,,
2024_330,Braga,160.0,150,,163,,,,,,,,,139.0,,,,,,,,,,,,,
2024_331,Lisboa,,121,,138,131.0,146.0,,,126.0,,,,,,,,,,,129.0,,,,,,
2024_332,Lisboa,71.0,76,,100,66.0,,,,,,,,,,,,,,,,,,,,,
2024_333,Outro,,130,,158,,,,,,167.0,,,,140.0,,,,,,,,,,,,
2024_334,Lisboa,106.0,101,80.0,113,,,,,,,,,,,,,,,,,,,,,,
2024_335,Setúbal,167.0,147,127.0,163,,,,,,,,,,,,,,,,,,,,,,
2024_336,Lisboa,161.0,140,,171,,,,,,,,166.0,,,,,,,,,,,,,,
2024_337,Lisboa,174.0,147,,178,147.0,,,,162.0,,,,,,,,,,,,,,,,,
2024_338,Outro,,140,128.0,170,,175.0,,,169.0,,,,,,,,,,,,,,,,,
2024_339,Lisboa,,107,,116,,125.0,100.0,91.0,,,,,,,,,,,,,,,,,,
2024_340,Outro,,115,,134,,141.0,118.0,102.0,,,,,,,,,,,,,,,,,,
2024_341,Porto,,127,,158,,166.0,156.0,122.0,,,,,,,,,,,,,,,,,,
2024_342,Porto,,95,,109,,99.0,93.0,,,,103.0,,,,,,,,,,,,,,,
2024_343,Porto,,158,,174,,188.0,149.0,142.0,,,,,,,,,,,,,,,,,,
2024_344,Porto,,97,,119,116.0,98.0,,,116.0,,,,,,,,,,,,,,,,,
2024_345,Lisboa,,196,,200,,200.0,193.0,196.0,,,,,,,,,,,,,,,,,,
2024_346,Setúbal,,152,,179,,183.0,168.0,157.0,,,,,,,,,,,,,,,,,,
2024_347,Setúbal,,129,,166,,,,,,170.0,153.0,,,,,,,,,,,,,,,
2024_348,Outro,,112,,114,,115.0,109.0,91.0,,,,,,,,,,,,,,,,,,
2024_349,Faro,89.0,72,,100,,,,,,,,,87.0,,,,,,,,,,,,,
2024_350,Porto,188.0,159,,175,,,,,,,,,143.0,,,,,,,,,,,,,
2024_351,Lisboa,,136,,164,,162.0,161.0,,,,152.0,,,,,,,,,,,,,,,
2024_352,Leiria,,121,,139,,123.0,116.0,111.0,,,,,,,,,,,,,,,,,,
2024_353,Outro,152.0,129,,153,,,,,,,,,135.0,,,,,,,,,,,,,
2024_354,Porto,179.0,156,,178,157.0,,,,,,,,,,,,,,,,,,,,,
2024_355,Outro,,149,148.0,181,,186.0,,,184.0,,,,,,,,,,,,,,,,,
2024_356,Leiria,,147,,171,,,,,,169.0,,,,171.0,,,,,,,,,,,,
2024_357,Porto,168.0,158,,182,,,,,,,,180.0,,,,,,,,,,,,,,
2024_358,Lisboa,174.0,153,138.0,168,,,,,,,,,,,,,,,,,,,,,,
2024_359,Porto,,196,188.0,200,,200.0,,,197.0,,,,,,,,,,,,,,,,,
2024_360,Outro,,101,,114,100.0,98.0,,,109.0,,,,,,,,,,,,,,,,,
2024_361,Outro,,110,,126,,122.0,120.0,91.0,,,,,,,,,,,,,,,,,,
2024_362,Lisboa,,135,,158,,160.0,146.0,131.0,,,,,,,,,,,,,,,,,,
2024_363,Lisboa,164.0,135,131.0,154,,,,,,,,,,,,,,,,,,,,,,
2024_364,Leiria,175.0,156,,186,,,,,,,,,193.0,,,,,,,,,,,,,
2024_365,Lisboa,171.0,138,126.0,160,,,,,,,,,,,,,,,,,,,,,,
2024_366,Outro,176.0,135,,165,,,,,,,,,152.0,,,,,,,,,,,,,
2024_367,Faro,141.0,116,108.0,132,,,,,,,,,,,,,,,,,,,,,,
2024_368,Setúbal,,125,,164,,,,,,155.0,162.0,,,,,,,,,,,,,,,
2024_369,Faro,,82,81.0,111,,90.0,,,110.0,,,,,,,,,,,,,,,,,
2024_370,Porto,,137,,169,149.0,178.0,,,160.0,,,,,,,,,,,,,,,,,
2024_371,Braga,,127,,156,,166.0,156.0,116.0,,,,,,,,,,,,,,,,,,
2024_372,Lisboa,136.0,119,,148,143.0,,,,,,,,,,,,,,,,,,,,,
2024_373,Braga,,136,,167,148.0,159.0,,,163.0,,,,,,,,,,,,,,,,,
2024_374,Lisboa,143.0,116,,141,,,,,,,,,127.0,,,,,,,,,,,,,
2024_375,Outro,163.0,138,,168,,,,,,,,171.0,,,,,,,,,,,,,,
2024_376,Faro,,122,112.0,142,,145.0,,,155.0,,,,,,,,,,,,,,,,,
2024_377,Porto,128.0,116,,136,,,,,,,,,120.0,,,,,,,,,,,,,
2024_378,Lisboa,,112,,123,,136.0,112.0,96.0,,,,,,,,,,,,,,,,,,
2024_379,Lisboa,,75,,100,67.0,63.0,,,80.0,,,,,,,,,,,,,,,,,
2024_380,Lisboa,,156,,193,,195.0,165.0,,,,191.0,,,,,,,,,,,,,,,
2024_381,Braga,,105,,118,,117.0,107.0,88.0,,,,,,,,,,,,,,,,,,
2024_382,Coimbra,,125,,157,130.0,154.0,,,147.0,,,,,,,,,,,,,,,,,
2024_383,Lisboa,,102,,109,,109.0,91.0,79.0,,,,,,,,,,,,,,,,,,
2024_384,Coimbra,115.0,96,,126,110.0,,,,,,,,,,,,,,,,,,,,,
2024_385,Outro,,79,,100,,61.0,87.0,,,,41.0,,,,,,,,,,,,,,,
2024_386,Porto,,196,,200,,,,,,200.0,200.0,,,,,,,,,,,,,,,
2024_387,Braga,138.0,122,,143,,,,,,,,,128.0,,,,,,,,,,,,,
2024_388,Lisboa,186.0,140,,178,159.0,,,,,,,,,,,,,,,,,,,,,
2024_389,Outro,,141,,166,,176.0,145.0,138.0,,,,,,,,,,,,,,,,,,
2024_390,Faro,,129,,138,,135.0,121.0,,,,112.0,,,,,,,,,,,,,,,
2024_391,Porto,,106,102.0,122,,112.0,,,131.0,,,,,,,,,,,,,,,,,
2024_392,Lisboa,,152,188.0,195,,193.0,,,188.0,,,,,,,,,,,,,,,,,
2024_393,Lisboa,,169,,195,,193.0,188.0,162.0,,,,,,,,,,,,,,,,,,
2024_394,Lisboa,,95,,100,,105.0,96.0,77.0,,,,,,,,,,,,,,,,,,
2024_395,Lisboa,,112,,125,116.0,123.0,126.0,95.0,,,,,,,,,,,,,,,,,,
2024_396,Outro,,91,,100,,76.0,74.0,58.0,,,,,,,,,,,,,,,,,,
2024_397,Faro,150.0,122,,148,,,,,,,,,129.0,,,,,,,,,,,,,
2024_398,Setúbal,125.0,110,,144,,,,,,,,157.0,,,,,,,,,,,,,,
2024_399,Outro,150.0,117,,148,137.0,,,,,,,,,,,,,,,,,,,,,
2024_400,Outro,,131,,153,,165.0,146.0,,,,130.0,,,,,,,,,,,,,,,
2024_401,Braga,136.0,111,101.0,127,,,,,,,,,,,,,,,,,,,,,,
2024_402,Outro,,109,,142,,145.0,123.0,,,,121.0,,,,,,,,,,,,,,,
2024_403,Outro,125.0,115,,131,,,,,,,,,116.0,,,,,,,,,,,,,
2024_404,Leiria,,133,,163,136.0,171.0,,,161.0,,,,,,,,,,,,,,,,,
2024_405,Setúbal,,116,,141,,147.0,131.0,96.0,,,,,,,,,,,,,,,,,,
2024_406,Faro,,125,115.0,144,,142.0,,,137.0,,,,,,,,,,,,,,,,,
2024_407,Outro,200.0,158,,190,,,,,,,,190.0,,,,,,,,,,,,,,
2024_408,Leiria,,108,,127,,125.0,105.0,,,,118.0,,,,,,,,,,,,,,,
2024_409,Porto,,120,,142,,144.0,131.0,,,,137.0,,,,,,,,,,,,,,,
2024_410,Faro,,144,,178,,199.0,181.0,160.0,,,,,,,,,,,,,,,,,,
2024_411,Outro,,99,,121,117.0,100.0,,,127.0,,,,,,,,,,,,,,,,,
2024_412,Braga,,196,,200,,,,,,192.0,176.0,,,,,,,,,,,,,,,
2024_413,Lisboa,,81,82.0,103,,95.0,,,106.0,,,,,,,,,,,,,,,,,
2024_414,Leiria,,136,,170,,186.0,160.0,143.0,,,,,,,,,,,,,,,,,,
2024_415,Porto,,155,,182,,190.0,151.0,155.0,,,,,,,,,,,,,,,,,,
2024_416,Braga,130.0,124,,152,,,,,,,,167.0,,,,,,,,,,,,,,
2024_417,Outro,,130,,150,,,,,,157.0,129.0,,,,,,,,,,,,,,,
2024_418,Coimbra,115.0,108,,135,,,,,,,,146.0,,,,,,,,,,,,,,
2024_419,Outro,,145,,183,,190.0,162.0,166.0,,,,,,,,,,,,,,,,,,
2024_420,Outro,,79,,100,,81.0,85.0,,,,36.0,,,,,,,,,,,,,,,
2024_421,Lisboa,125.0,116,,129,,,,,,,,,129.0,,,,120.0,,,,,,,,,
2024_422,Lisboa,,118,,141,,139.0,128.0,,,,122.0,,,,,,,,,,,,,,,
2024_423,Porto,,162,,183,,179.0,148.0,,,,189.0,,,,,,,,,,,,,,,
2024_424,Outro,,135,,156,,177.0,150.0,129.0,,,,,,,,,,,,,,,,,,
2024_425,Lisboa,,169,,198,,200.0,176.0,196.0,,,,,,,,,,,,,,,,,,
2024_426,Porto,,107,,127,,,,,,133.0,,,,119.0,,,,,,,,,,,,
2024_427,Setúbal,,125,,155,132.0,152.0,,,150.0,,,,,,,,,,,,,,,,,
2024_428,Porto,,142,,184,,,,,,180.0,188.0,,,,,,,,,,,,,,,
2024_429,Lisboa,116.0,103,,131,116.0,,,,,,,,,,,,,,,,,,,,,
2024_430,Porto,,178,176.0,200,,192.0,,,192.0,,,,,,,,,,,,,,,,,
2024_431,Lisboa,,172,,200,,200.0,200.0,,,,190.0,,,,,,,,,,,,,,,
2024_432,Outro,,120,,143,120.0,138.0,,,127.0,,,,,,,,,,,,,,,,,
2024_433,Lisboa,,98,,107,,100.0,103.0,65.0,,,,,,,,,,,,,,,,,,
2024_434,Porto,130.0,115,98.0,138,,,,,,,,143.0,,,,,,,,,,,,,,
2024_435,Porto,,165,,188,,188.0,200.0,,,,200.0,,,,,,,,,,,,,,,
2024_436,Lisboa,131.0,111,,129,123.0,,,,,,,,,,,,,,,,,,,,,
2024_437,Coimbra,,108,,130,,,,100.0,,142.0,107.0,,,,,,,,,,,,,,,
2024_438,Outro,80.0,63,52.0,100,,,,,,,,,,,,,,,,,,,,,,
2024_439,Porto,183.0,156,,183,177.0,,,,,,,,,,,,,,,,,,,,,
2024_440,Porto,,111,,138,,141.0,120.0,,,,125.0,,,,,,,,,,,,,,,
2024_441,Leiria,,95,,101,,65.0,102.0,82.0,,,,,,,,,,,,,,,,,,
2024_442,Lisboa,,80,,100,,76.0,75.0,,,,55.0,,,,,,,,,,,,,,,
2024_443,Faro,,140,127.0,159,,162.0,,,161.0,,,,,,,,,,,,,,,,,
2024_444,Outro,,127,,152,,154.0,136.0,,,,135.0,,,,,,,,,,,,,,,
2024_445,Porto,,131,,166,,159.0,143.0,,,,157.0,,,,,,,,,,,,,,,
2024_446,Porto,,147,,182,,196.0,195.0,141.0,,,,,,,,,,,,,,,,,,
2024_447,Lisboa,,129,,152,,161.0,136.0,111.0,,,,,,,,,,,,,,,,,,
2024_448,Lisboa,165.0,128,,168,,,,,,,,168.0,,,,,,,,,,,,,,
2024_449,Coimbra,,128,120.0,150,,168.0,,,136.0,,,,,,,,,,,,,,,,,
2024_450,Braga,162.0,157,,180,,,,,,,,175.0,,,,,,,,,,,,,,
2024_451,Lisboa,,110,,136,,150.0,132.0,97.0,,,,,,,,,,,,,,,,,,
2024_452,Coimbra,,135,,142,,140.0,145.0,122.0,,,,,,,,,,,,,,,,,,
2024_453,Porto,,129,,163,,162.0,147.0,131.0,,,,,,,,,,,,,,,,,,
2024_454,Outro,167.0,136,,168,153.0,,,,,,,,,,,,,,,,,,,,,
2024_455,Outro,,132,,164,,170.0,155.0,136.0,,,,,,,,,,,,,,,,,,
2024_456,Lisboa,145.0,125,,138,128.0,,,,,,,,,,,,,,,,,,,,,
2024_457,Porto,,126,,144,,156.0,141.0,112.0,,,,,,,,,,,,,,,,,,
2024_458,Braga,,125,,155,,,,,,157.0,151.0,,,,,,,,,,,,,,,
2024_459,Porto,,126,,145,,152.0,140.0,127.0,,,,,,,,,,,,,,,,,,
2024_460,Braga,,119,118.0,139,,167.0,,,135.0,,,,,,,,,,,,,,,,,
2024_461,Porto,149.0,122,,150,,,,,,,,,135.0,,,,,,,,,,,,,
2024_462,Outro,,135,,160,,171.0,146.0,138.0,,,,,,,,,,,,,,,,,,
2024_463,Outro,,110,,127,,128.0,125.0,95.0,,,,,,,,,,,,,,,,,,
2024_464,Outro,,131,,139,,148.0,132.0,122.0,,,,,,,,,,,,,,,,,,
2024_465,Porto,,95,,100,,75.0,74.0,66.0,,,,,,,,,,,,,,,,,,
2024_466,Lisboa,,155,,196,,188.0,183.0,,,,199.0,,,,,,,,,,,,,,,
2024_467,Outro,,171,,184,,,,,,180.0,,,,169.0,,,,,,,,,,,,
2024_468,Faro,,123,,157,,,,,,159.0,137.0,,,,,,,,,,,,,,,
2024_469,Setúbal,,166,,173,,180.0,167.0,152.0,,,,,,,,,,,,,,,,,,
2024_470,Faro,,94,,106,,,,,,132.0,51.0,,,,,,,,,,,,,,,
2024_471,Outro,,151,,177,,191.0,166.0,148.0,,,,,,,,,,,,,,,,,,
2024_472,Lisboa,,128,,155,133.0,160.0,,,147.0,,,,,,,,,,,,,,,,,
2024_473,Porto,,167,,186,,193.0,161.0,,,,189.0,,,,,,,,,,,,,,,
2024_474,Outro,94.0,99,,124,,,,,,,,137.0,,,,,,,,,,,,,,
2024_475,Lisboa,,119,110.0,133,,127.0,,,139.0,,,,,,,,,,,,136.0,,,,,
2024_476,Lisboa,,149,,175,,185.0,160.0,165.0,,,,,,,,,,,,,,,,,,
2024_477,Outro,,145,,177,,167.0,156.0,,,,167.0,,,,,,,,,,,,,,,
2024_478,Braga,,196,,199,,200.0,161.0,167.0,,,,,,,,,,,,,,,,,,
2024_479,Outro,123.0,115,,148,,,,,,,,150.0,,,,,,,,,,,,,,
2024_480,Outro,,130,,157,,165.0,143.0,121.0,,,,,,,,,,,,,,,,,,
2024_481,Lisboa,,196,,200,,200.0,176.0,196.0,,,,,,,,,,,,,,,,,,
2024_482,Outro,190.0,157,,185,,,,,,,,,160.0,,,,,,,,,,,,,
2024_483,Leiria,,121,,158,,171.0,147.0,,,,139.0,,,,,,,,,,,,,,,
2024_484,Lisboa,,125,,136,,149.0,132.0,102.0,,,,,,,,,,,,,,,,,,
2024_485,Outro,175.0,196,,190,172.0,,,,,,,,,,,,,,,,,,,,,
2024_486,Outro,166.0,136,,178,,,,,,,,178.0,,,,,,,,,,,,,,
2024_487,Outro,,145,,170,,174.0,159.0,134.0,,,,,,,,,,,,,,,,,,
2024_488,Outro,200.0,166,153.0,200,,,,,,,,,,,,200.0,,,,,,,,,,
2024_489,Lisboa,,151,,192,169.0,199.0,,,186.0,,,,,,,,,,,,,,,,,
2024_490,Coimbra,,130,,152,,150.0,136.0,128.0,,,,,,,,,,,,,,,,,,
2024_491,Braga,,126,,154,135.0,155.0,,,157.0,,,,,,,,,,,,,,,,,
2024_492,Porto,,132,,152,,165.0,134.0,118.0,,,,,,,,,,,,,,,,,,
2024_493,Outro,,116,,143,,143.0,136.0,99.0,,,,,,,,,,,,,,,,,,
2024_494,Outro,,96,,100,,81.0,92.0,,,,77.0,,,,,,,,,,,,,,,
2024_495,Faro,,141,,173,,,,,,171.0,,,,165.0,,,,,,,,,,,,
2024_496,Porto,137.0,130,,142,143.0,,,,,,,,,,,,,,,,,,,,,
2024_497,Porto,147.0,130,,165,,,,,,,,173.0,,,,,,,,,,,,,,
2024_498,Lisboa,,95,88.0,113,,99.0,,,111.0,,,,,,,,,,,,,,,,,
2024_499,Lisboa,,195,,200,,,,,,200.0,,,,186.0,,,,,,,,,,,,
2024_500,Lisboa,,158,,177,,192.0,158.0,129.0,,,,,,,,,,,,,,,,,,
2024_501,Porto,,165,188.0,198,,189.0,,,200.0,,,,,,,,,,,,,,,,,
2024_502,Braga,,147,,171,,,,,,171.0,,,,146.0,,,,,,,,,,,,
2024_503,Outro,127.0,112,108.0,125,,,,,,,,,,,,,,,,,,,,,,
2024_504,Outro,,148,,172,,,,,,159.0,180.0,,,,,,,,,,,,,,,
2024_505,Outro,181.0,155,,187,,,,,,,,181.0,,,,,,,,,,,,,,
2024_506,Lisboa,,160,,184,,,,,,180.0,,,,167.0,,,,,,,,,,,,
2024_507,Porto,,135,,165,,,,,,171.0,,,,138.0,,,,,,,,,,,,
2024_508,Faro,143.0,121,,145,,,,,,,,,127.0,,,,,,,,,,,,,
2024_509,Outro,128.0,124,,158,,,,,,,,162.0,,,,,,,,,,,,,,
2024_510,Braga,,167,,183,,194.0,155.0,166.0,,,,,,,,,,,,,,,,,,
2024_511,Leiria,155.0,138,135.0,164,,,,,,,,,,,,,,,,,,,,,,
2024_512,Outro,,71,,100,,52.0,55.0,,,,37.0,,,,,,,,,,,,,,,
2024_513,Setúbal,,116,,146,,155.0,125.0,,,,128.0,,,,,,,,,,,,,,,
2024_514,Faro,200.0,156,136.0,177,,,,,,,,,,,,,,,,,,,,,,
2024_515,Outro,,112,,130,,135.0,120.0,97.0,,,,,,,,,,,,,,,,,,
2024_516,Outro,,159,127.0,175,,185.0,,,161.0,,,,,,,,,,,,,,,,,
2024_517,Setúbal,,118,95.0,143,,137.0,,,131.0,,,,,,,,,,,,,,,,,
2024_518,Porto,,111,,131,,135.0,117.0,93.0,,,,,,,,,,,,,,,,,,
2024_519,Lisboa,,139,,165,,170.0,149.0,,,,145.0,,,,,,,,,,,,,,,
2024_520,Lisboa,,140,,162,,,,,,157.0,,,,151.0,,,,,,,,,,,,
2024_521,Braga,,147,,165,,166.0,149.0,125.0,,,,,,,,,,,,,,,,,,
2024_522,Leiria,,87,,121,106.0,105.0,,,107.0,,,,,,,,,,,,,,,,,
2024_523,Porto,166.0,135,,179,,,,,,,,180.0,,,,,,,,,,,,,,
2024_524,Lisboa,,126,,133,,143.0,137.0,112.0,,,,,,,,,,,,,,,,,,
2024_525,Outro,,145,,194,,175.0,161.0,,,,196.0,,,,,,,,,,,,,,,
2024_526,Outro,,182,,190,,,,,,180.0,,,,167.0,,,,,,,,,,,,
2024_527,Lisboa,,141,,160,,161.0,153.0,115.0,,,,,,,,,,,,,,,,,,
2024_528,Lisboa,,96,,109,105.0,78.0,,,111.0,,,,,,,,,,,,,,,,,
2024_529,Faro,200.0,160,188.0,196,,,,,,,,,,,,,,,,,,192.0,,,,
2024_530,Leiria,,142,,191,,199.0,181.0,,,,165.0,,,,,,,,,,,,,,,
2024_531,Outro,,145,,167,,177.0,171.0,153.0,,,,,,,,,,,,,,,,,,
2024_532,Porto,,128,110.0,150,,153.0,,,143.0,,,,,,,,,,,,,,,,,
2024_533,Lisboa,,168,,200,,190.0,191.0,,,,187.0,,,,,,,,,,,,,,,
2024_534,Coimbra,,196,,200,,,,,,200.0,,,,186.0,,,,,,,,,,,,
2024_535,Lisboa,,95,80.0,103,,100.0,,,109.0,,,,,,,,,,,,,,,,,
2024_536,Braga,143.0,134,116.0,145,,,,,,,,,,,,,,,,,,,,,,
2024_537,Lisboa,,68,,100,71.0,45.0,,,83.0,,,,,,,,,,,,,,,,,
2024_538,Lisboa,,196,,200,,,,,,186.0,,,,161.0,,,,,,,,,200.0,,,
2024_539,Lisboa,128.0,106,108.0,123,,,,,,,,,,,,,,,,,,,,,,
2024_540,Porto,,109,,130,,136.0,126.0,109.0,,,,,,,,,,,,,,,,,,
2024_541,Braga,139.0,117,,145,140.0,,,,,,,,,,,,,,,,,,,,,
2024_542,Outro,,196,,200,,200.0,171.0,,,,193.0,,,,,,,,,,,,,,,
2024_543,Outro,,137,,170,,178.0,161.0,146.0,,,,,,,,,,,,,,,,,,
2024_544,Porto,,125,,152,,,,,,149.0,136.0,,,,,,,,,,,,,,,
2024_545,Setúbal,102.0,100,,106,,,,,,,,,96.0,,,,,,,,,,,,,
2024_546,Porto,,99,95.0,115,,96.0,,,97.0,138.0,,,,,,,,,,,,,,,,
2024_547,Outro,,136,,156,,163.0,133.0,132.0,,,,,,,,,,,,,,,,,,
2024_548,Porto,,86,90.0,113,,63.0,,,92.0,,,,,,,,,,,,,,,152.0,,
2024_549,Lisboa,,138,,161,,,,,,165.0,,,,146.0,,,,,,,,,,,,
2024_550,Porto,,135,,167,,186.0,142.0,,,,170.0,,,,,,,,,,,,,,,
2024_551,Outro,,132,,163,,187.0,144.0,131.0,,,,,,,,,,,,,,,,,,
2024_552,Lisboa,,156,,183,,180.0,151.0,160.0,,,,,,,,,,,,,,,,,,
2024_553,Lisboa,116.0,99,,125,105.0,,,,,,,,,,,,,,,,,,,,,
2024_554,Porto,176.0,188,,200,,,,,,,,176.0,200.0,,,,,,,,,,,,,
2024_555,Outro,,157,,196,,200.0,167.0,,,,185.0,,,,,,,,,,,,,,,
2024_556,Outro,,196,,200,,200.0,200.0,165.0,,,,,,,,,,,,,,,,,,
2024_557,Lisboa,200.0,196,,200,,,,,,,,,197.0,,,,,,,,,,,,,
2024_558,Lisboa,,155,,191,175.0,198.0,,,185.0,,,,,,,,,,,,,,,,,
2024_559,Lisboa,,113,,150,,161.0,135.0,,,,147.0,,,,,,,,,,,,,,,
2024_560,Outro,137.0,137,,151,138.0,,,,,,,,,,,,,,,,,,,,,
2024_561,Lisboa,,196,,200,,,,,,200.0,,,,168.0,,,,,,,,,,,,
2024_562,Lisboa,,135,,138,,141.0,126.0,115.0,,,,,,,,,,,,,,,,,,
2024_563,Porto,,155,,187,,,,,,177.0,190.0,,,,,,,,,,,,,,,
2024_564,Leiria,,145,,180,,191.0,200.0,151.0,,,,,,,,,,,,,,,,,,
2024_565,Lisboa,131.0,115,,146,,,,,,,,144.0,,,,,,,,,,,,,,
2024_566,Outro,,126,,153,,179.0,142.0,129.0,,,,,,,,,,,,,,,,,,
2024_567,Lisboa,,112,,141,,153.0,135.0,108.0,,,,,,,,,,,,,,,,,,
2024_568,Lisboa,,97,,102,,84.0,106.0,,,,72.0,,,,,,,,,,,,,,,
2024_569,Lisboa,146.0,148,,150,,,,,,,,,130.0,,,,,,,,,,,,,
2024_570,Outro,,106,108.0,132,112.0,139.0,,,121.0,,,,,,,,,,,,,,,,,
2024_571,Lisboa,,196,,200,,200.0,188.0,,,,195.0,,,,,,,,,,,,,,,
2024_572,Porto,119.0,116,,137,109.0,,,,,,,150.0,,,,,,,,,,,,,,
2024_573,Lisboa,138.0,117,124.0,135,,,,,,,,,,,,,,,,,,,,,,
2024_574,Coimbra,,102,,116,,118.0,107.0,105.0,,,,,,,,,,,,,,,,,,
2024_575,Porto,157.0,145,,167,,,,,,,,165.0,,,,,,,,,,,,,,
2024_576,Leiria,,115,,148,122.0,149.0,,,137.0,,,,,,,,,,,,,,,,,
2024_577,Braga,124.0,106,,145,,,,,,,,148.0,,,,,,,,,,,,,,
2024_578,Setúbal,,116,,128,,122.0,125.0,86.0,,,,,,,,,,,,,,,,,,
2024_579,Porto,,98,,131,,127.0,115.0,95.0,,,,,,,,,,,,,,,,,,
2024_580,Lisboa,,166,,185,,200.0,171.0,162.0,,,,,,,,,,,,,,,,,,
2024_581,Lisboa,152.0,128,,153,141.0,,,,,,,,,,,,,,,,,,,,,
2024_582,Outro,170.0,159,,174,,,,,,,,,165.0,,,,,,,,,,,,,
2024_583,Porto,,146,,177,,175.0,162.0,152.0,,,,,,,,,,,,,,,,,,
2024_584,Outro,,101,,137,123.0,130.0,,,118.0,,,,,,,,,,,,,,,,,
2024_585,Setúbal,,102,,118,,116.0,108.0,79.0,,,,,,,,,,,,,,,,,,
2024_586,Outro,160.0,135,,164,,,,,,,,160.0,,,,,,,,,,,,,,
2024_587,Lisboa,,127,112.0,149,,157.0,,,152.0,,,,,,,,,,,,,,,,,
2024_588,Lisboa,,129,129.0,166,,168.0,,,150.0,,,,,,,,,,,,,,,,,
2024_589,Outro,,127,,152,,173.0,139.0,120.0,,,,,,,,,,,,,,,,,,
2024_590,Porto,,110,96.0,114,,137.0,113.0,88.0,,,,,,,,,,,,,,,,,,
2024_591,Braga,,145,136.0,180,,196.0,,,182.0,,,,,,,,,,,,,,,,,
2024_592,Outro,,141,,166,148.0,171.0,,,154.0,,,,,,,,,,,,,,,,,
2024_593,Outro,133.0,111,,145,,,,,,,,152.0,,,,,,,,133.0,,,,,,
2024_594,Lisboa,,196,,200,,192.0,168.0,196.0,,,,,,,,,,,,,,,,,,
2024_595,Porto,,153,,181,,,,,,180.0,,,,163.0,,,,,,,,,,,,
2024_596,Lisboa,110.0,78,75.0,101,,,,,,,,,,,,,,,,,,,,,,
2024_597,Outro,166.0,156,,172,147.0,,,,,,,,,,,,,,,,,,,,,
