Aluno_ID,Distrito,Matematica_A,Biologia_Geologia,Fisica_Quimica_A,Portugues,Nota_Interna,Historia_A,Ingles,Geometria_Descritiva_A,Economia_A,MACS,Desenho_A,HCA,Literatura_Portuguesa,Geografia_A,Espanhol_Iniciacao,Historia_B,Matematica_B,Filosofia,Portugues_LNM,Alemao,Frances,Latim_A
2017_328,Outro,,,,119,127,102.0,,,,,,,128.0,,,,,,,,,
2017_329,Outro,90.0,95.0,88.0,96,105,,,,,,,,,,,,,,,,,
2017_330,Faro,64.0,76.0,60.0,75,100,,,,,,,,,,,,,,,,,
2017_331,Lisboa,155.0,151.0,140.0,160,165,,,,,,,,,,,,,,,,,
2017_332,Porto,,,,170,200,,,199.0,,,196.0,,,,,,,,,,,
2017_333,Lisboa,103.0,,100.0,118,114,,,98.0,,,,,,,,,,,,,,
2017_334,Coimbra,95.0,91.0,95.0,105,113,,,,,,,,,,,,,,,,,
2017_335,Setúbal,109.0,,88.0,101,121,,,112.0,,,,,,,,,,,,,,
2017_336,Porto,,,,135,159,131.0,166.0,,,,,,,,,,,,,,,
2017_337,Porto,113.0,107.0,105.0,106,130,,,,,,,,,,,,,,,,,
2017_338,Lisboa,200.0,149.0,154.0,147,175,,,,,,,,,,,,,,,,,
2017_339,Setúbal,195.0,158.0,195.0,139,187,,,,,,,,,,,,,,,,,
2017_340,Coimbra,170.0,145.0,156.0,168,170,,,,,,,,,,,,,,,,,
2017_341,Leiria,100.0,85.0,80.0,107,109,,,,,,,,,,,,,,,,,
2017_342,Outro,185.0,,,150,178,,,,156.0,136.0,,,,,,,,,,,,
2017_343,Lisboa,,,,150,157,130.0,,,,,,,,146.0,,,,,,,,
2017_344,Leiria,130.0,,,120,139,,,,131.0,100.0,,,,,,,,,,,,
2017_345,Porto,,,,78,100,52.0,,,,,,,,81.0,,,,,,,,
2017_346,Coimbra,,,,91,103,,,66.0,,,122.0,,,,,,,,,,,
2017_347,Braga,108.0,109.0,111.0,105,124,,,,,,,,,,,,,,,,,
2017_348,Braga,129.0,109.0,111.0,128,136,,,,,,,,,,,,,,,,,
2017_349,Braga,159.0,,,145,167,,,,182.0,125.0,,,,,,,,,,,,
2017_350,Braga,139.0,,,129,141,,,,127.0,,,,,118.0,,,,,,,,
2017_351,Outro,96.0,,,105,112,,,,97.0,97.0,,,,,,,,,,,,
2017_352,Porto,,,,155,164,,,,,,162.0,138.0,,,,,,,,,,
2017_353,Lisboa,,,,155,167,149.0,,,,,,,156.0,,,,,,,,,
2017_354,Lisboa,,,,149,148,120.0,,,,,,,135.0,,,,,,,,,
2017_355,Outro,181.0,,158.0,190,199,,,200.0,,,,,,,,,,,,,,
2017_356,Porto,,,,138,145,135.0,,,,,,,128.0,,,,,,,,,
2017_357,Setúbal,,,,101,134,,,128.0,,,130.0,,,,,,,,,,,
2017_358,Porto,78.0,,,97,110,,,,101.0,75.0,,,,,,,,,,,,
2017_359,Outro,,,,159,164,138.0,168.0,,,,,,,,,,,,,,,
2017_360,Porto,,,,157,188,,,192.0,,,172.0,,,,,,,,,,,
2017_361,Braga,,,,190,195,192.0,,,,,,,165.0,,,,,,,,,
2017_362,Outro,138.0,105.0,116.0,116,135,,,,,,,,,,,,,,,,,
2017_363,Outro,166.0,129.0,153.0,129,161,,,,,,,,,,,,,,,,,
2017_364,Porto,180.0,,191.0,140,181,,,192.0,,,,,,,,,,,,,,
2017_365,Outro,,,,98,118,105.0,,,,,,,,107.0,,,,,,,,
2017_366,Lisboa,132.0,111.0,96.0,118,130,,,,,,,,,,,,,,,,,
2017_367,Leiria,,,,139,141,132.0,,,,112.0,,,,,,,,,,,,
2017_368,Lisboa,,,,126,143,120.0,148.0,,,,,,,,,,,,,,,
2017_369,Coimbra,111.0,89.0,95.0,97,108,,,,,,,,,,,,,,,,,
2017_370,Braga,180.0,,,138,171,,,,172.0,,,,,136.0,,,,,,,,
2017_371,Lisboa,155.0,145.0,139.0,146,163,,,,,,,,,,,,,,,,,
2017_372,Braga,165.0,151.0,135.0,136,162,,,,,,,,,,,,,,,,,
2017_373,Coimbra,145.0,123.0,109.0,115,135,,,,,,,,,,,,,,,,,
2017_374,Braga,97.0,,,116,130,,,,116.0,,,,,108.0,,,,,,,,
2017_375,Porto,126.0,122.0,107.0,125,130,,,,,,,,,,,,,,,,,
2017_376,Porto,128.0,,,131,139,,,,128.0,117.0,,,,,,,,,,,,
2017_377,Outro,,,,170,163,147.0,,,,,,,141.0,,,,,,,,,
2017_378,Outro,95.0,,76.0,100,102,,,88.0,,,,,,,,,,,,,,
2017_379,Lisboa,,,,112,123,102.0,,,,,,,128.0,,,,,,,,,
2017_380,Lisboa,105.0,,,105,120,,,,110.0,,,,,100.0,,,,,,,,
2017_381,Outro,98.0,95.0,86.0,109,111,,,,,,,,,,,,,,,,,
2017_382,Lisboa,139.0,101.0,117.0,125,136,,,,,,,,,,,,,,,,,
2017_383,Lisboa,132.0,118.0,106.0,116,137,,,,,,,,,,,,,,,,,
2017_384,Porto,,,,120,132,117.0,,,,,,,,126.0,,,,,,,,
2017_385,Setúbal,,,,136,144,137.0,,,,128.0,,,,,,,,,,,,
2017_386,Lisboa,167.0,,166.0,145,184,,,195.0,,,,,,,,,,,,,,
2017_387,Porto,,,,107,113,106.0,,,,91.0,,,,,,,,,,,,
2017_388,Setúbal,107.0,,,99,125,,,,111.0,,,,,116.0,,,,,,,,
2017_389,Leiria,95.0,,,109,115,,,,111.0,101.0,,,,,,,,,,,,
2017_390,Setúbal,,,,98,110,,,,,,123.0,79.0,,,,,,,,,,
2017_391,Lisboa,55.0,60.0,67.0,73,100,,,,,,,,,,,,,,,,,
2017_392,Lisboa,,,,95,113,101.0,,,,,,,106.0,,,,,,,,,
2017_393,Lisboa,85.0,,90.0,95,110,,,75.0,,,,,,,,,,,,,,
2017_394,Porto,105.0,96.0,97.0,97,104,,,,,,,,,,,,,,,,,
2017_395,Outro,,,,190,174,154.0,,,,136.0,,,,,,,,,,,,
2017_396,Coimbra,,,,129,160,,,148.0,,,155.0,,,,,,,,,,,
2017_397,Lisboa,129.0,110.0,123.0,125,133,,,,,,,,,,,,,,,,,
2017_398,Lisboa,121.0,,,129,128,,,,126.0,,,,,115.0,,,,,,,,
2017_399,Lisboa,,,,95,117,97.0,,,,,,,,97.0,,,,,,,,
2017_400,Leiria,131.0,117.0,105.0,115,135,,,,,,,,,,,,,,,,,
2017_401,Porto,,,,114,133,,,106.0,,,138.0,,,,,,,,,,,
2017_402,Lisboa,185.0,,,160,177,,,,165.0,,,,,141.0,,,,,,,,
2017_403,Lisboa,,,,110,133,121.0,,,,,,,128.0,,,,,,,,,
2017_404,Porto,120.0,125.0,105.0,126,132,,,,,,,,,,,,,,,,,
2017_405,Outro,112.0,100.0,106.0,100,118,,,,,,,,,,,,,,,,,
2017_406,Porto,165.0,124.0,131.0,145,157,,,,,,,,,,,,,,,,,
2017_407,Lisboa,132.0,,,117,122,,,,130.0,,,,,111.0,,,,,,,,
2017_408,Porto,145.0,,,121,145,,,,130.0,,,,,118.0,,,,,,,,
2017_409,Outro,182.0,190.0,180.0,152,194,,,,,,,,,,,,,,,,,
2017_410,Porto,136.0,135.0,140.0,116,144,,,,,,,,,,,,,,,,,
2017_411,Lisboa,119.0,100.0,102.0,108,117,,,,,,,,,,,,,,,,,
2017_412,Setúbal,155.0,159.0,162.0,137,167,,,,,,,,,,,,,,,,,
2017_413,Porto,177.0,,,151,187,,,,177.0,,,,,187.0,,,,,,,,
2017_414,Lisboa,139.0,,,140,158,,,,165.0,,,,,148.0,,,,,,,,
2017_415,Outro,126.0,97.0,98.0,112,126,,,,,,,,,,,,,,,,,
2017_416,Porto,164.0,,,160,173,,,,167.0,175.0,,,,,,,,,,,,
2017_417,Coimbra,176.0,,,136,180,,,,183.0,,,,,153.0,,,,,,,,
2017_418,Lisboa,,,,116,129,115.0,,,,,,,116.0,,,,,,,,,
2017_419,Outro,,,,120,123,101.0,,,,,,,115.0,,,,,,,,,
2017_420,Lisboa,,,,133,144,130.0,,,,129.0,,,,,,,,,,,,
2017_421,Lisboa,,,,145,156,136.0,,,,,,,,151.0,,,,,,,,
2017_422,Porto,,,,130,167,138.0,168.0,,,,,,,,,,,,,,,
2017_423,Outro,,,,97,100,79.0,,,,,,,89.0,,,,,,,,,
2017_424,Lisboa,179.0,150.0,157.0,140,166,,,,,,,,,,,,,,,,,
2017_425,Braga,200.0,187.0,156.0,185,200,,,,,,,,,,,,,,,,,
2017_426,Braga,,,,135,150,130.0,147.0,,,,,,,,,,,,,,,
2017_427,Outro,175.0,151.0,155.0,156,165,,,,,,,,,,,,,,,,,
2017_428,Braga,,,,87,102,,,,,,118.0,69.0,,,,,,,104.0,,,
2017_429,Setúbal,,,,130,146,125.0,,,,133.0,,,,,,,,,,,,
2017_430,Outro,46.0,60.0,44.0,66,100,,,,,,,,,,,,,,,,,
2017_431,Lisboa,,,,130,161,157.0,,,,,,,,145.0,,,,,,,,
2017_432,Outro,149.0,142.0,166.0,141,159,,,,,,,,,,,,,,,,,
2017_433,Porto,131.0,,,128,152,,,,139.0,139.0,,,,,,,,,,,,
2017_434,Outro,178.0,155.0,150.0,156,174,,,,,,,,,,,,,,,,,
2017_435,Outro,172.0,,171.0,129,176,,,199.0,,,,,,,,,,,,,,
2017_436,Outro,155.0,128.0,136.0,125,149,,,,,,,,,,,,,,,,,
2017_437,Porto,,,,115,125,106.0,,,,,,,,118.0,,,,,,,,
2017_438,Porto,145.0,,145.0,135,163,,,165.0,,,,,,,,,,,,159.0,,
2017_439,Outro,165.0,,,152,188,,,,200.0,,,,,165.0,,,,,,,,
2017_440,Lisboa,118.0,,,129,142,,,,132.0,,,,,127.0,,,,,,,,
2017_441,Setúbal,178.0,145.0,136.0,156,167,,,,,,,,,,,,,,,,,
2017_442,Setúbal,,,,155,170,,,,,,172.0,138.0,,,,,,,,,,
2017_443,Leiria,,,,105,124,109.0,,,,,,,,111.0,,,,,,,,
2017_444,Braga,,,,140,157,127.0,165.0,,,,,,,,,,,,,,,
2017_445,Outro,148.0,,136.0,155,170,,,186.0,,,,,,,,,,,,,,
2017_446,Porto,,,,131,137,120.0,,,,117.0,,,,,,,,,,,,
2017_447,Braga,,,,120,139,,,,,,145.0,115.0,,,,,,,,,,
2017_448,Porto,176.0,190.0,150.0,139,180,,,,,,,,,,,,,,,,,
2017_449,Lisboa,35.0,55.0,40.0,76,100,,,,,,,,,,,,,,,,,
2017_450,Lisboa,139.0,,,125,149,,,,160.0,122.0,,,,,,,,,,,,
2017_451,Outro,175.0,,125.0,151,168,,,182.0,,,,,,,,,,,,,,
2017_452,Setúbal,152.0,146.0,136.0,137,162,,,,,,,,,,,,,,,,,
2017_453,Porto,,,,135,154,137.0,161.0,,,,,,,,,,,,,,,
2017_454,Porto,,,,85,100,76.0,,,,,,,82.0,,,,,,,,,
2017_455,Lisboa,105.0,,95.0,115,122,,,122.0,,,,,,,,,,,,,,
2017_456,Lisboa,100.0,,101.0,102,117,,,105.0,,,,,,,,,,,,,,
2017_457,Braga,,,,146,197,,,196.0,,,196.0,,,,,,,,,,,
2017_458,Porto,200.0,190.0,163.0,171,198,,,,,,,,,,,,,,,,,
2017_459,Lisboa,,,,98,111,102.0,,,,,,,,101.0,,,,,,,,
2017_460,Outro,71.0,,,91,107,,,,88.0,,,,,100.0,,,,,,,,
2017_461,Outro,,,,111,130,98.0,132.0,,,,,,,,,,,,,,,
2017_462,Outro,,,,97,121,,,113.0,,,127.0,,,,,,,,,,,
2017_463,Outro,65.0,61.0,39.0,68,100,,,,,,,,,,,,,,,,,
2017_464,Faro,138.0,,,129,149,,,,157.0,122.0,,,,,,,,,,,,
2017_465,Porto,170.0,158.0,175.0,167,179,,,,,,,,,,,,,,,,,
2017_466,Braga,,,,147,158,129.0,,,,,,,,152.0,,,,,,,,
2017_467,Outro,101.0,107.0,101.0,109,117,,,,,,,,,,,,,,,,,
2017_468,Braga,,,,121,148,131.0,148.0,,,,,,,,,,,,,,,
2017_469,Leiria,160.0,,146.0,145,165,,,175.0,,,,,,,,,,,,,,
2017_470,Porto,145.0,138.0,120.0,125,146,,,,,,,,,,,,,,,,,
2017_471,Lisboa,122.0,,,105,126,,,,125.0,,,,,113.0,,,,,,,,
2017_472,Outro,140.0,105.0,105.0,109,131,,,,,,,,,,,,,,,,,
2017_473,Porto,85.0,75.0,59.0,81,100,,,,,,,,,,,,,,,,,
2017_474,Outro,,,,111,121,97.0,,,,,,,,109.0,,,,,,,,
2017_475,Porto,,,,111,120,98.0,,,,101.0,,,,,,,,,,,,
2017_476,Outro,,,,148,164,156.0,,,,146.0,,,,,,,,,,,,
2017_477,Lisboa,,,,95,100,78.0,,,,,,,99.0,,,,,,,,,
2017_478,Braga,102.0,,101.0,100,122,,,131.0,,,,,,,,,,,,,,
2017_479,Outro,89.0,71.0,56.0,79,100,,,,,,,,,,,,,,,,,
2017_480,Setúbal,95.0,102.0,99.0,108,117,,,,,,,,,,,,,,,,,
2017_481,Setúbal,185.0,142.0,180.0,148,175,,,,,,,,,,,,,,,,,
2017_482,Outro,,,,140,150,149.0,,,,125.0,,,,,,,,,,,,
2017_483,Outro,185.0,176.0,195.0,150,191,,,,,,,,,,,,,,,,,
2017_484,Lisboa,,,,149,164,,,157.0,,,151.0,,,,,,,,,,,
2017_485,Lisboa,170.0,,141.0,138,177,,,179.0,,,,,,,,,,,,,,
2017_486,Porto,200.0,,,190,200,,,,200.0,143.0,,,,,,,,,,,,
2017_487,Outro,119.0,,,120,129,,,,115.0,,,,,118.0,,,,,,,,
2017_488,Setúbal,188.0,,195.0,166,199,,,200.0,,,,,,,,,,,,,,
2017_489,Setúbal,,,,160,199,,,200.0,,,170.0,,,,,,,,,,,
2017_490,Coimbra,132.0,,117.0,119,145,,,180.0,,,,,,,,,,,,,,
2017_491,Porto,151.0,,161.0,129,174,,,195.0,,,,,,,,,,,,,,
2017_492,Porto,186.0,,,159,169,,,,149.0,,,,,140.0,,,,,,,,
2017_493,Lisboa,160.0,145.0,126.0,150,158,,,,,,,,,,,,,,,,,
2017_494,Porto,118.0,,129.0,113,147,,,147.0,,,,,,,,,,,,,,
2017_495,Lisboa,,,,135,168,,,167.0,,,156.0,,,,,,,,,,,
2017_496,Porto,,,,95,108,99.0,,,,85.0,,,,,,,,,,,,
2017_497,Outro,147.0,,127.0,135,166,,,188.0,,,,,,,,,,,,,162.0,
2017_498,Lisboa,122.0,,,115,135,,,,118.0,,,,,117.0,,,,,,,,
2017_499,Leiria,,,,110,125,109.0,,,,109.0,,,,,,,,,,,,
2017_500,Porto,,,,47,100,42.0,,,,56.0,,,,,,,,,,,,
2017_501,Faro,107.0,,,107,122,,,,96.0,,,,,97.0,,,,,,,,
2017_502,Lisboa,105.0,,79.0,100,103,,,80.0,,,,,,,,,,,,,,
2017_503,Faro,,,,130,174,,,185.0,,,158.0,,,,,,,,,,,
2017_504,Porto,183.0,190.0,195.0,185,200,,,,,,,,,,,,,,,,,
2017_505,Coimbra,,,,108,120,95.0,,,,,,,115.0,,,,,,,,,
2017_506,Outro,85.0,93.0,85.0,101,107,,,,,,,,,,,,,,,,,
2017_507,Lisboa,,,,129,155,138.0,,,,,,,135.0,,,,,,,,,
2017_508,Braga,,,,89,105,,,72.0,,,117.0,,,,,,,,,,,
2017_509,Lisboa,155.0,,118.0,128,150,,,161.0,,,,,,,,,,,,,,
2017_510,Lisboa,100.0,101.0,86.0,110,116,,,,,,,,,,,,,,,,,
2017_511,Faro,,,,169,185,162.0,,,,,,,195.0,,,,,,,,,
2017_512,Porto,147.0,120.0,120.0,118,138,,,,,,,,,,,,,,,,,
2017_513,Braga,105.0,99.0,98.0,111,115,,,,,,,,,,,,,,,,,
2017_514,Lisboa,,,,140,161,130.0,156.0,,,,,,150.0,,,,,,,,,
2017_515,Braga,85.0,,81.0,95,101,,,88.0,,,,,,,,,,,,,,
2017_516,Outro,,,,176,195,175.0,,,,,,,174.0,,,,,,,,,
2017_517,Lisboa,200.0,,,155,189,,,,195.0,,,,,172.0,,,,,,,,
2017_518,Faro,151.0,130.0,119.0,115,133,,,,,,,,,,,,,,,,,
2017_519,Lisboa,59.0,77.0,75.0,95,100,,,,,,,,,,,,,,,,,
2017_520,Braga,25.0,31.0,39.0,66,100,,,,,,,,,,,,,,,,,
2017_521,Leiria,179.0,150.0,129.0,148,163,,,,,,,,,,,,,,,,,
2017_522,Lisboa,102.0,107.0,87.0,109,112,,,,,,,,,,,,,,,,,
2017_523,Lisboa,165.0,135.0,130.0,130,154,,,,,,,,,,,,,,,,,
2017_524,Setúbal,132.0,,,135,147,,,,152.0,,,,,135.0,,,,,,,,
2017_525,Porto,100.0,91.0,91.0,96,113,,,,,,,,,,,,,,,,,
2017_526,Outro,,,,102,120,99.0,,,,,,,109.0,,,,,,,,,
2017_527,Outro,,,,97,113,98.0,,,,,,,,96.0,,,,,,,,
2017_528,Braga,,,,115,131,118.0,148.0,,,,,,,,,,,,,,,
2017_529,Porto,74.0,85.0,86.0,100,101,,114.0,,,,,,,,,,,,,,,
2017_530,Porto,136.0,,105.0,108,137,,,149.0,,,,,,,,,,,,,,
2017_531,Lisboa,136.0,,118.0,108,141,,,141.0,,,,,,,,,,,,,,
2017_532,Porto,,,,145,173,,,186.0,,,167.0,,,,,,,,,,,
2017_533,Porto,,,,148,156,,,,,,175.0,117.0,,,,,,,,,,
2017_534,Porto,,,,165,179,,,,,,163.0,170.0,,,,,185.0,,,,,
2017_535,Braga,,,,158,178,155.0,,,,159.0,,,,,,,,,,,,
2017_536,Lisboa,156.0,,126.0,126,156,,,172.0,,,,,,,,,,,,,,
2017_537,Outro,122.0,,135.0,128,152,,,175.0,,,,,,,,,,,,,,
2017_538,Lisboa,66.0,75.0,74.0,85,100,,,,,,,,,,,,,,,,,
2017_539,Outro,,,,113,123,95.0,,,,,,,,106.0,,,,,,,,
2017_540,Porto,125.0,,126.0,126,148,,,167.0,,,,,,,,,,,,,,
2017_541,Outro,155.0,,,140,150,,,,137.0,,,,,130.0,,,,,,,,
2017_542,Porto,,,,149,184,192.0,179.0,,,,,,,,,,,,,,,
2017_543,Outro,95.0,,,102,114,,,,95.0,,,,,100.0,,,,,,,,
2017_544,Coimbra,39.0,61.0,48.0,65,100,,,,,,,,,,,,,,,,,
2017_545,Outro,171.0,130.0,145.0,138,153,,,,,,,,,,,,,,,,,
2017_546,Braga,101.0,99.0,105.0,118,111,,,,,,,,,,,,,,,,,
2017_547,Lisboa,,,,86,107,85.0,115.0,,,,,,,,,,,,,,,
2017_548,Outro,,,,190,196,191.0,,,,165.0,,,,,,,,,,,,
2017_549,Lisboa,,,,129,162,,,145.0,,,159.0,,,,,,,,,,,
2017_550,Lisboa,128.0,107.0,127.0,115,135,,,,,,,,,,,,,,,,,
2017_551,Lisboa,159.0,,,146,165,,,,175.0,142.0,,,,,,,,,,,,
2017_552,Braga,,,,131,144,127.0,,,,,,,,125.0,,,,,,,,
2017_553,Outro,,,,105,128,98.0,,,,,,,,115.0,144.0,,,,,,,
2017_554,Lisboa,167.0,129.0,145.0,140,158,,,,,,,,,,,,,,,,,
2017_555,Outro,109.0,99.0,86.0,95,107,,,,,,,,,,,,,,,,,
2017_556,Lisboa,,,,110,114,106.0,,,,91.0,,,,,,,,,,,,
2017_557,Lisboa,155.0,,147.0,135,171,,,195.0,,,,,,,,,,,,,,
2017_558,Outro,50.0,,45.0,80,100,,,48.0,,,,,,,,,,,,,,
2017_559,Braga,185.0,153.0,185.0,140,177,,,,,,,,,,,,,,,,,
2017_560,Porto,,,,150,189,192.0,,,,,,,195.0,,,,,,,,,
2017_561,Leiria,138.0,,,117,143,,,,121.0,,,,,115.0,,,,,,,,
2017_562,Porto,131.0,137.0,118.0,126,142,,,,,,,,,,,,,,,,,
2017_563,Lisboa,,,,135,136,112.0,,,,,,,126.0,,,,,,,,,
2017_564,Outro,110.0,90.0,94.0,96,108,,,,,,,,,,,,,,,,,
2017_565,Braga,132.0,106.0,116.0,110,128,,,,,,,,,,,,,,,,,
2017_566,Lisboa,,,,109,105,88.0,,,,83.0,,,,,,,,,,,,
2017_567,Coimbra,115.0,99.0,81.0,102,110,,,,,,,,,,,,,,,,,
2017_568,Porto,,,,95,112,96.0,,,,,,,,100.0,,,,,,,,
2017_569,Lisboa,,,,98,121,,,97.0,,,126.0,,,,,,,,,,,
2017_570,Outro,105.0,,,106,124,,,,118.0,109.0,,,,,,,,,,,,
2017_571,Lisboa,96.0,,,110,115,,,,107.0,96.0,,,,,,,,,,,,
2017_572,Outro,175.0,,185.0,147,190,,,187.0,,,,,,,,,,,,,,
2017_573,Outro,155.0,,133.0,125,158,,,185.0,,,,,,,,,,,,,,
2017_574,Outro,166.0,138.0,185.0,190,175,,,,,,,,,,,,,,,,,
2017_575,Setúbal,,,,117,146,123.0,157.0,,,,,,,,,,,,,,,
2017_576,Lisboa,200.0,,195.0,190,200,,,200.0,,,,,,,,,,,,,,
2017_577,Braga,185.0,,150.0,175,193,,,196.0,,,,,,,,,,,,,,
2017_578,Outro,,,,110,116,107.0,,,,,,,109.0,,,,,,,,,
2017_579,Lisboa,152.0,,159.0,129,171,,,189.0,,,,,,,,,,,,,,
2017_580,Outro,129.0,135.0,132.0,137,143,,,,,,,,,,,,,,,,,125.0
2017_581,Faro,,,,175,180,145.0,180.0,,,,,,,,,,,,,,,
2017_582,Outro,,,,160,165,146.0,,,,,,,,152.0,,,,,,,,
2017_583,Porto,157.0,125.0,135.0,132,151,,,,,,,,,,,,,,,,,
2017_584,Porto,160.0,,131.0,135,178,,,199.0,,,,,,,,,,,,,,
2017_585,Porto,,,,105,114,82.0,108.0,,,,,,,,,,,,,,,
2017_586,Porto,129.0,106.0,125.0,109,131,,,,,,,,,,,,,,,,,
2017_587,Porto,86.0,76.0,68.0,87,100,,,,,,,,,,,,,,,,,
2017_588,Porto,109.0,,,118,129,,,,126.0,98.0,,,,,,,,,,,,
2017_589,Lisboa,,,,128,144,130.0,,,,,,,129.0,,,,,,,,,
2017_590,Lisboa,,,,115,127,107.0,,,,,,,,114.0,,,,,,,,
2017_591,Setúbal,79.0,,77.0,95,100,,,60.0,,,,,,,,,,,,,,
2017_592,Coimbra,137.0,105.0,111.0,117,136,,,,,,,,,,156.0,,,,,,,
2017_593,Braga,,,,100,117,96.0,,,,,,,111.0,,,,,,,,,
2017_594,Outro,,,,86,101,,,58.0,,,125.0,,,,,,,,,,,
2017_595,Outro,,,,128,133,131.0,,,,108.0,,,,,,,,,,,,
2017_596,Faro,185.0,161.0,151.0,145,172,,,,,,,,,,,,,,,,,
2017_597,Setúbal,148.0,135.0,137.0,129,148,,,,,,,,,,,,,,,,,
2017_598,Lisboa,,,,117,139,125.0,147.0,,,,,,,,,,,,,,,
2017_599,Coimbra,,,,86,100,97.0,,,,81.0,,,,,,,,,,,,
2017_600,Coimbra,115.0,98.0,95.0,118,128,,,,,,,,,,,,,,,,,
2017_601,Porto,,,,147,161,140.0,175.0,,,,,,,,,,,,,,,
2017_602,Lisboa,178.0,,,155,159,,,,141.0,129.0,,,,,,,,,,,,
2017_603,Porto,78.0,81.0,59.0,80,100,,,,,,,,,,,,,,,,,
2017_604,Lisboa,170.0,,,136,154,,,,151.0,137.0,,,,,,,,,,,,
2017_605,Coimbra,113.0,,100.0,127,127,,,129.0,,,,,,,,,,,,,,
2017_606,Outro,,,,137,147,138.0,,,,126.0,,,,,,,,,,,,
2017_607,Outro,,,,89,101,81.0,95.0,,,,,,,,,,,,,,,
2017_608,Lisboa,177.0,125.0,148.0,135,162,,,,,,,,,,,,,,,,,
2017_609,Faro,65.0,,59.0,70,100,,,40.0,,,,,,,,,,,,,,
2017_610,Setúbal,177.0,190.0,195.0,146,186,,,,,,,,,,,,,,,,,
2017_611,Setúbal,156.0,,122.0,125,155,,,178.0,,,,,,,,,,,,,,
2017_612,Outro,,,,81,100,,,,,,98.0,57.0,,,,,,,,,,
2017_613,Braga,151.0,,132.0,128,144,,,137.0,,,,,,,,,,,,,,
2017_614,Faro,76.0,,77.0,90,100,,,106.0,,,,,,,,,,,,,,
2017_615,Setúbal,138.0,116.0,111.0,120,132,,,,,,,,,,,,,,,,,
2017_616,Faro,,,,148,170,147.0,180.0,,,,,,,,,,187.0,,,,,
2017_617,Porto,81.0,98.0,94.0,95,105,,,,,,,,,,,,,,,,,
2017_618,Outro,,,,80,103,,,,,,119.0,67.0,,,,,,,,,,
2017_619,Outro,,,,111,126,100.0,130.0,,,,,,,,,,,,,,,
2017_620,Porto,,,,146,163,139.0,169.0,,,,,,,,,,,,,,,
2017_621,Outro,,,,90,107,85.0,,,,,,,,98.0,,,,,,,,
2017_622,Porto,145.0,,150.0,130,171,,,172.0,,,,,,,,,,,,,,
2017_623,Porto,82.0,,69.0,96,100,,,55.0,,,,,,,,97.0,,,,,,
2017_624,Porto,165.0,146.0,121.0,126,159,,,,,,,,,,,,,,,,,
2017_625,Lisboa,78.0,,87.0,87,100,,,69.0,,,,,,,,,,,,,,
2017_626,Braga,158.0,,146.0,147,177,,,190.0,,,,,,,,,,,,,,
2017_627,Porto,187.0,,195.0,190,200,,,200.0,,,,,,,,,,,,,,
2017_628,Lisboa,,,,115,133,131.0,,,,,,,,120.0,,,,,,,,
2017_629,Setúbal,181.0,,185.0,150,195,,,195.0,,,,,,,,,,,,,,
2017_630,Outro,165.0,,116.0,135,156,,,176.0,,,,,,,,,,,,,,
2017_631,Outro,,,,123,144,146.0,,,,138.0,,,,,,,,,,,,
2017_632,Porto,,,,92,115,,,,,,135.0,75.0,,,,,,,,,,
2017_633,Braga,,,,89,111,96.0,107.0,,,,,,,,,,,,,,,
2017_634,Porto,,,,109,111,101.0,,,,95.0,,,,,,,,,,,,
2017_635,Outro,,,,105,109,96.0,,,,95.0,,,,,,,,,,,,
2017_636,Braga,112.0,105.0,81.0,108,115,,,,,,,,,,,,,,,,,
2017_637,Porto,145.0,125.0,149.0,135,155,,,,,,,,,,,,,,,,,
2017_638,Lisboa,,,,90,104,96.0,,,,77.0,,,,,,,,,,,,
2017_639,Lisboa,,,,116,133,100.0,145.0,,,,,,,,,,,,,,,
2017_640,Lisboa,128.0,101.0,101.0,110,119,,,,,,,,,,,,,,,,,
2017_641,Braga,96.0,,81.0,90,101,,,76.0,,,,,,,,,,,,,,
2017_642,Setúbal,95.0,90.0,70.0,99,100,,,,,,,,,,,,,,,,,
2017_643,Outro,,,,135,143,132.0,,,,,,,,138.0,,,,,,,,
2017_644,Lisboa,97.0,,,99,112,,,,101.0,,,,,105.0,,,,,,,,
2017_645,Lisboa,,,,125,131,116.0,,,,106.0,,,,,,,,,,,,
2017_646,Coimbra,145.0,117.0,123.0,127,141,,,,,,,,,,,,,,,,,
2017_647,Lisboa,137.0,,147.0,126,164,,,188.0,,,,,,,,,,,,,,
2017_648,Braga,,,,111,144,,,125.0,,,141.0,,,,,,,,,,,
2017_649,Outro,106.0,96.0,87.0,95,111,,,,,,,,,,,,,,,,,
2017_650,Braga,200.0,152.0,179.0,190,196,,,,,,,,,,,,,,,,,
2017_651,Outro,121.0,120.0,108.0,106,123,,,,,,,,,,,,,,,,,
2017_652,Outro,,,,120,128,113.0,,,,,,,125.0,,,,,,,,,
2017_653,Outro,,,,95,118,,,,,,136.0,79.0,,,,,,,,,,
2017_654,Lisboa,,,,135,150,130.0,,,,,,,,137.0,,,,,,,,
2017_655,Outro,115.0,115.0,117.0,120,134,,,,,,,,,,,,,,,,,
2017_656,Faro,,,,135,159,142.0,158.0,,,,,,,,,,,,,,,
2017_657,Outro,131.0,138.0,122.0,121,146,,,,,,,,,,,,,,,,,
2017_658,Outro,95.0,98.0,90.0,89,100,,,,,,,,,,,,,,,,,
