Aluno_ID,Distrito,Historia_A,Portugues,Geografia_A,Nota_Interna,Matematica_A,Fisica_Quimica_A,Biologia_Geologia,Geometria_Descritiva_A,Economia_A,Desenho_A,Filosofia,HCA,MACS,Literatura_Portuguesa,Ingles,Historia_B,Matematica_B,Latim_A,Alemao,Espanhol_Iniciacao,Portugues_L2,Portugues_LNM,Frances
2018_320,Setúbal,,108,,120,95.0,106.0,107.0,,,,,,,,,,,,,,,,
2018_321,Porto,113.0,121,,129,,,,,,,,,105.0,,,,,,,,,,
2018_322,Braga,,137,,157,127.0,130.0,,182.0,,,,,,,,,,,,,,,
2018_323,Leiria,136.0,129,,151,,,,,,,,,,,154.0,,,,,,,,
2018_324,Porto,97.0,112,116.0,122,,,,,,,,,,,,,,,,,,,
2018_325,Lisboa,,129,,144,150.0,125.0,135.0,,,,,,,,,,,,,,,,
2018_326,Setúbal,73.0,79,,100,,,,,,,,,65.0,,,,,,,,,,
2018_327,Braga,146.0,141,,159,,,,,,160.0,,127.0,,,,,,,,,,,
2018_328,Setúbal,,116,,120,115.0,106.0,101.0,,,,,,,,,,,,,,,,
2018_329,Braga,,131,,182,155.0,165.0,,195.0,,,,,,,,,,,,,,,
2018_330,Lisboa,,137,,155,132.0,150.0,,137.0,,,,,,,,,,,,,,,
2018_331,Porto,,108,,145,,,,140.0,,142.0,,,,,,,,,,,,,
2018_332,Lisboa,,116,,133,120.0,120.0,108.0,,,,,,,,,,,,,,,,
2018_333,Outro,,151,,184,165.0,178.0,165.0,,,,,,,,,,,,,,,,
2018_334,Lisboa,,119,120.0,134,118.0,,,,123.0,,,,,,,,,,,,,,
2018_335,Outro,158.0,139,,163,,,,,,,,,,145.0,,,,,,,,,
2018_336,Porto,,180,,200,181.0,192.0,175.0,,,,,,,,,,,,,,,,
2018_337,Setúbal,,130,,172,187.0,161.0,172.0,,,,,,,,,,,,,,,,
2018_338,Coimbra,196.0,168,,200,,,,,,,,,195.0,,,,,,,,,,
2018_339,Porto,148.0,138,,169,,,,,,,,,,,168.0,,,,,,,,
2018_340,Setúbal,,97,,104,111.0,96.0,,90.0,,,,,,,,,,,,,,,
2018_341,Setúbal,,111,,134,125.0,108.0,,135.0,,,,,,,,,,,,,,,
2018_342,Outro,,60,96.0,100,48.0,,,,52.0,,,,,,,,,,,,,,
2018_343,Lisboa,,55,,100,49.0,,,,52.0,,,,60.0,,,,,,,,,,
2018_344,Setúbal,,115,,124,100.0,107.0,122.0,,,,,,,,,,,,,,,,
2018_345,Porto,,159,,199,200.0,200.0,195.0,,,,,,,,,,,,,,,,
2018_346,Lisboa,,129,,140,127.0,,,,112.0,,,,116.0,,,,,,,,,,
2018_347,Porto,,95,,100,67.0,96.0,80.0,,,,,,,,,,,,,,,,
2018_348,Porto,,107,,128,100.0,111.0,,137.0,,,,,,,,,,,,,,,
2018_349,Braga,,76,,100,48.0,58.0,,35.0,,,,,,,,,,,,,,,
2018_350,Outro,,108,,114,85.0,113.0,107.0,,,,,,,,,,,,,,,,
2018_351,Lisboa,132.0,121,,147,,,,,,,,,,138.0,,,,,,,,,
2018_352,Outro,89.0,115,,111,,,,,,,,,105.0,,,,,,,,,,
2018_353,Faro,,77,,100,77.0,79.0,,64.0,,,,,,,,,,,,,,,
2018_354,Outro,,118,,127,115.0,,,,116.0,,,,100.0,,,,,,,,,,
2018_355,Setúbal,,123,126.0,133,115.0,,,,135.0,,,,,,,,,,,,,,
2018_356,Porto,,96,,110,90.0,90.0,97.0,,,,,,,,,,,,,,,,
2018_357,Lisboa,,142,,159,141.0,158.0,127.0,,,,,,,,,,,,,,,,
2018_358,Leiria,178.0,137,,182,,,,,,196.0,,,,158.0,,,,,,,,,
2018_359,Lisboa,67.0,82,,100,,,,,,,,,,,96.0,,,,,,,,
2018_360,Outro,,122,,125,117.0,111.0,111.0,,,,,,,,,,,,,,,,
2018_361,Porto,196.0,159,,191,,,,,,,,,,,172.0,,,,,,,,
2018_362,Setúbal,,131,,140,118.0,123.0,142.0,,,,,,,,,,,,,,,,
2018_363,Setúbal,,190,,188,,,,,,184.0,,140.0,,,,,,,,,,,
2018_364,Setúbal,,69,,100,45.0,,,,52.0,,,,46.0,,,,,,,,,,
2018_365,Outro,,143,,164,,,,,,172.0,,115.0,,,,,,,,,,,
2018_366,Coimbra,116.0,120,146.0,138,,,,,,,,,,,,,,,,,,,
2018_367,Braga,128.0,145,156.0,159,,,,,,,,,,,,,,,,,,,
2018_368,Porto,,146,136.0,157,140.0,,,,156.0,,,,,,,,,,,,,,
2018_369,Porto,,125,,151,155.0,127.0,152.0,,,,,,,,,,,,,,,,
2018_370,Porto,,88,,100,68.0,82.0,79.0,,,,,,,,,,,,,,,,
2018_371,Porto,95.0,110,,112,,,,,,,,,95.0,,,,,,,,,,
2018_372,Lisboa,,147,,173,171.0,162.0,195.0,,,,,,,,,,,,,,,,
2018_373,Outro,,105,,111,92.0,97.0,121.0,,,,,,,,,,,,,,,,
2018_374,Lisboa,,121,,132,110.0,133.0,125.0,,,,,,,,,,,,,,,,
2018_375,Porto,98.0,130,,140,,,,,,,,,,,139.0,,,,,,,,
2018_376,Leiria,,130,,131,115.0,117.0,120.0,,,,,,,,,,,,,,,,
2018_377,Porto,,130,,143,,,,,,145.0,,107.0,,,,,,,,,,,
2018_378,Porto,,120,,155,122.0,150.0,146.0,,,,,,,,,,,,,,,,
2018_379,Porto,,135,158.0,182,179.0,,,,200.0,,,,,,,,,,,,,,
2018_380,Lisboa,,132,,173,181.0,171.0,,161.0,,,,,,,,,,,,,,,
2018_381,Lisboa,,99,,100,75.0,99.0,,73.0,,,,,,,,,,,,,,,
2018_382,Porto,,119,130.0,141,125.0,,,,119.0,,,,,,,,,,,,,,
2018_383,Faro,135.0,155,,161,,,,,,,,,,159.0,,,,,,,,,
2018_384,Braga,,138,,165,148.0,158.0,161.0,,,,,,,,,,,,,,,,
2018_385,Leiria,129.0,148,,156,,,,,,,,,,,155.0,,,,,,,,
2018_386,Lisboa,,109,,128,112.0,128.0,,117.0,,,,,,,,,,,,,,,
2018_387,Coimbra,,149,,197,200.0,200.0,,190.0,,,,,,,,,,,,,,,
2018_388,Outro,,160,,178,159.0,170.0,169.0,,,,,,,,,,,,,,,,
2018_389,Outro,,167,,196,185.0,185.0,195.0,,,,,,,,,,,,,,,,
2018_390,Porto,105.0,109,,122,,,,,,,,,,106.0,,,,,,,,,
2018_391,Braga,,131,,158,165.0,132.0,,157.0,,,,,,,,,,,,,,,
2018_392,Lisboa,,91,,115,,,,,,136.0,,95.0,,,,,,,,,,,
2018_393,Lisboa,,148,,176,176.0,170.0,195.0,,,,,,,,,,,,,,,,
2018_394,Outro,,140,,185,178.0,170.0,,185.0,,,,,,,,,,,,,,,
2018_395,Porto,,155,190.0,193,175.0,,,,200.0,,,,,,,,,,,,,,
2018_396,Outro,,105,,127,105.0,109.0,111.0,,,,,,,,,,,,,,,,
2018_397,Porto,,95,,119,98.0,88.0,109.0,,,,,,,,,,,,,,,,
2018_398,Lisboa,,105,,127,101.0,107.0,120.0,,,,,,,,,,,,,,,,
2018_399,Braga,,137,,172,185.0,151.0,178.0,,,,,,,,,,,,,,,,
2018_400,Braga,,120,,127,126.0,121.0,,98.0,,,,,,,,,,,,,,,
2018_401,Leiria,100.0,111,,140,,,,,,,,,,,153.0,,,,,,,,
2018_402,Lisboa,139.0,160,,182,,,,,,,,,,,186.0,,,,,,,,
2018_403,Outro,,145,,166,135.0,142.0,,195.0,,,,,,,,,,,,,,,
2018_404,Porto,,131,,150,141.0,149.0,147.0,,,,,,,,,,,,,,,,
2018_405,Outro,127.0,151,,167,,,,,,,,,,,168.0,,,,,,,,
2018_406,Porto,,129,,167,,,,140.0,,169.0,,,,,,,,,,,,,
2018_407,Porto,,126,,151,131.0,,,,142.0,,,,134.0,,,,,,,,,,
2018_408,Porto,118.0,141,156.0,156,,,,,,,,,,,,,,,,,,,
2018_409,Porto,,139,,167,166.0,136.0,,155.0,,,,,,,,,,,,,,,
2018_410,Setúbal,,111,,135,,,,,,154.0,,100.0,,,,,,,,,,,
2018_411,Lisboa,196.0,190,148.0,192,,,,,,,,,,,,,,,,,,,
2018_412,Outro,,105,,128,,,,,,141.0,,95.0,,,,,,,,,,,
2018_413,Porto,,140,,178,157.0,165.0,172.0,,,,,,,,,,,,,,,,
2018_414,Outro,88.0,100,,105,,,,,,,,,,88.0,,,,,,,,,
2018_415,Porto,156.0,169,,185,,,,,,,,,,,167.0,,,,,,,,
2018_416,Outro,116.0,127,,132,,,,,,,,,,109.0,,,,,,,,,
2018_417,Porto,,155,,180,171.0,162.0,181.0,,,,,,,,,,,,,,,,
2018_418,Lisboa,98.0,103,,115,,,,,,,,,,107.0,,,,,,,,,
2018_419,Outro,87.0,105,120.0,118,,,,,,,,,,,,,,,,,,,
2018_420,Braga,,121,,141,152.0,,,,128.0,,,,125.0,,,,,,,,,,
2018_421,Porto,158.0,190,,198,,,,,,,,,,,200.0,,,,,,,,
2018_422,Braga,,101,,113,97.0,101.0,103.0,,,,,,,,,,,,,,,,
2018_423,Outro,,165,,188,200.0,166.0,195.0,,,,,,,,,,,,,,,,
2018_424,Lisboa,,100,112.0,120,101.0,,,,112.0,,,,,,,,,,,,,,
2018_425,Outro,105.0,116,,128,,,,,,,,,131.0,,,,,,,,,,
2018_426,Outro,,112,,144,116.0,135.0,,161.0,,,,,,,,,,,,,,,
2018_427,Porto,105.0,119,,128,,,,,,,,,,117.0,,,,,,,,,
2018_428,Coimbra,80.0,78,,100,,,,,,,,,62.0,,,,,,,,,,
2018_429,Outro,,126,130.0,149,150.0,,,,131.0,,,,,,,,,,,,,,
2018_430,Braga,,130,,163,155.0,155.0,153.0,,,,,,,,,,,,,,,,
2018_431,Outro,,140,,155,135.0,165.0,128.0,,,,,,,,,,,,,,,,
2018_432,Leiria,,169,,198,,,,200.0,,180.0,,,,,,,,,,,,,
2018_433,Porto,,86,,100,,,,67.0,,121.0,,,,,,,,,,,,,
2018_434,Braga,,102,,105,67.0,97.0,,68.0,,,,,,,,,,,,,,,
2018_435,Outro,196.0,137,,180,,,,,,,,,,160.0,,,,,,,,,
2018_436,Coimbra,,146,,160,130.0,136.0,,183.0,,,,,,,,,,,,,,,
2018_437,Lisboa,,95,106.0,113,100.0,,,,96.0,,,,,,,,,,,,,,
2018_438,Porto,,115,,130,118.0,117.0,109.0,,,,,,,,,,,,,,,,
2018_439,Lisboa,,123,,149,136.0,149.0,127.0,,,,,,,,,,,,,,,,
2018_440,Outro,,86,,100,73.0,73.0,69.0,,,,,,,,,,,,,,,,
2018_441,Lisboa,,107,,127,119.0,111.0,120.0,,,,,,,,,,,,,,,,
2018_442,Setúbal,,101,,118,111.0,96.0,99.0,,,,,,,,,,,,,,,,
2018_443,Outro,,110,,130,108.0,125.0,116.0,,,,,,,,,,,,,,,,
2018_444,Porto,95.0,101,120.0,128,,,,,,,,,,,,,,,,,,,
2018_445,Outro,101.0,117,,116,,,,,,,,,111.0,,,,,,,,,,
2018_446,Setúbal,,190,,198,168.0,,,,,196.0,,190.0,,,,,,,,,,,
2018_447,Leiria,,150,,164,175.0,150.0,136.0,,,,,,,,,,,,,,,,
2018_448,Porto,,95,,102,75.0,96.0,,80.0,,,,,,,,,,,,,,,
2018_449,Porto,,125,,139,139.0,136.0,130.0,,,,,,,,,,,,,,,,
2018_450,Outro,116.0,137,,145,,,,,,,,,123.0,,,,,,171.0,,,,
2018_451,Outro,105.0,119,,132,,,,,,,,,,126.0,,,,,,,,,
2018_452,Porto,112.0,136,148.0,154,,,,,,,,,,,159.0,,,,,,,,
2018_453,Braga,,117,,135,125.0,117.0,136.0,,,,,,,,,,,,,,,,
2018_454,Outro,101.0,125,,133,,,,,,,,,,,152.0,,,,,,,,
2018_455,Lisboa,156.0,155,156.0,165,,,,,,,,,,,,,,,,,,,
2018_456,Porto,,155,,160,,,,,,175.0,,116.0,,,,,,,,,,,
2018_457,Lisboa,,77,84.0,100,56.0,,,,54.0,,,,,,,,,,,,,,
2018_458,Setúbal,,136,,151,150.0,138.0,117.0,,,,,,,,,,,,,,,,
2018_459,Lisboa,,119,,113,98.0,101.0,,105.0,,,,,,,,,,,,,,,
2018_460,Braga,119.0,159,,155,,,,,,,,,146.0,,,,,,,,,,
2018_461,Outro,,171,,184,200.0,156.0,169.0,,,,,,,,,,,,,,,,
2018_462,Lisboa,,97,,105,85.0,90.0,91.0,,,,,,,,,,,,,,,,
2018_463,Coimbra,106.0,116,,133,,,,,,,,,,,162.0,,,,,,,,
2018_464,Coimbra,,122,,154,,132.0,,131.0,,149.0,,,,,,,,,,,,,
2018_465,Setúbal,128.0,139,148.0,152,,,,,,,,,,,,,,,,,,,
2018_466,Outro,,190,,191,200.0,,,,160.0,,,,150.0,,,,,,,,,,
2018_467,Setúbal,,95,,100,58.0,67.0,79.0,,,,,,,,,,,,,,,,
2018_468,Outro,76.0,88,,100,,,,,,,,,,77.0,,,,,,,,,
2018_469,Coimbra,,109,,127,95.0,121.0,,122.0,,,,,,,,,,,,,,,
2018_470,Leiria,,70,,100,65.0,68.0,,63.0,,,,,61.0,,,,,,,,,,
2018_471,Outro,101.0,122,122.0,128,,,,,,,,,,,,,,,,,,,
2018_472,Outro,156.0,155,,165,,,,,,,,,,143.0,,,,,,,,,
2018_473,Braga,196.0,155,,194,,,,,,,,,,,200.0,,,,,,,,
2018_474,Lisboa,,111,112.0,116,90.0,,,,98.0,,,,,,,,,,,,,,
2018_475,Outro,,113,,129,119.0,117.0,117.0,,,,,,,,,,,,,,,,
2018_476,Lisboa,,147,,186,,,,198.0,,167.0,,,,,,,,,,,,,
2018_477,Leiria,,102,,124,,,,,,145.0,,101.0,,,,,,,,,,,
2018_478,Porto,76.0,87,,100,,,,,,,,,,77.0,,,,,,,,,
2018_479,Coimbra,62.0,86,,104,,,,,,,,,,,119.0,,,,,,,,
2018_480,Lisboa,,160,,178,,,,,,196.0,,137.0,,,,,,,,,,,
2018_481,Setúbal,,112,,142,136.0,135.0,122.0,,,,,,,,,,,,,,,,
2018_482,Coimbra,,181,150.0,200,200.0,,,,200.0,,,,,,,,,,,,,,
2018_483,Porto,,155,,179,167.0,171.0,,156.0,,,,,,,,,,,,,,,
2018_484,Braga,,126,,150,146.0,163.0,142.0,,,,,,,,,,,,,,,,
2018_485,Faro,126.0,160,,169,,,,,,,,,,,176.0,,,,,,,,
2018_486,Leiria,,122,,129,115.0,126.0,,120.0,,,,,,,,,,,,,,,
2018_487,Porto,,125,,154,148.0,146.0,117.0,,,,,,,,,,,,,,,,
2018_488,Outro,110.0,117,120.0,126,,,,,,,,,,,,,,,,,,,
2018_489,Lisboa,,65,,100,47.0,70.0,,48.0,,,,,,,,,,,,,,,
2018_490,Outro,56.0,65,,100,,,,,,,,,,,103.0,,,,,,,,
2018_491,Outro,,146,,200,192.0,200.0,195.0,,,,,,,,,,,,,,,,
2018_492,Lisboa,138.0,146,166.0,163,,,,,,,,,,,,,,,,,,,
2018_493,Lisboa,,149,,189,200.0,156.0,195.0,,,,,,,,,,,,,,,,
2018_494,Braga,143.0,152,,157,,,,,,,,,,141.0,,,,,,,,,
2018_495,Outro,,85,,100,65.0,,,,81.0,,,,69.0,,,,,,,,,,
2018_496,Porto,,140,190.0,174,157.0,,,,154.0,,,,,,,,,,,,,,
2018_497,Lisboa,,140,,144,130.0,147.0,125.0,,,,,,,,,,,,,,,,
2018_498,Braga,131.0,140,,160,,,,,,,,,,,168.0,,,,,,,,
2018_499,Lisboa,,105,,118,118.0,,,,98.0,,,,90.0,,,,,,,,,,
2018_500,Outro,,113,,120,115.0,121.0,,96.0,,,,,,,,,,,,,,,
2018_501,Lisboa,150.0,140,,170,,,,,,,,,,,174.0,,,,,,,,
2018_502,Coimbra,130.0,150,156.0,157,,,,,,,,,,,,,,,,,,,
2018_503,Coimbra,,139,,178,178.0,165.0,158.0,,,,,,,,,,,,,,,,
2018_504,Porto,107.0,122,,143,,,,,,,,,140.0,,,,,,,,,,
2018_505,Lisboa,,125,,147,129.0,120.0,,131.0,138.0,,,,,,,,,,,,,,
2018_506,Porto,,132,,156,158.0,,,,155.0,,,,122.0,,,,,,,,,,
2018_507,Coimbra,89.0,100,,107,,,,,,,,,89.0,,,,,,,,,,
2018_508,Lisboa,,138,,148,151.0,122.0,135.0,,,,,,,,,,,,,,,,
2018_509,Outro,,109,122.0,131,117.0,,,,119.0,,,,,,,,,,,,,,
2018_510,Setúbal,,136,,158,146.0,145.0,175.0,,,,,,,,,,,,,,,,
2018_511,Setúbal,,102,,114,97.0,98.0,,118.0,,,,,,,,,,,,,,,
2018_512,Porto,,112,,123,102.0,101.0,109.0,,,,,,,,,,,,,,,,
2018_513,Outro,168.0,140,,170,,,,,,,,,149.0,,,,,,,,,,
2018_514,Lisboa,105.0,121,,125,,,,,,,,,112.0,,,,,,,,,,
2018_515,Lisboa,81.0,107,,104,,,,,,,,,96.0,,,,,,,,,,
2018_516,Braga,97.0,108,,114,,,,,,,,,86.0,,,,,,,,,,
2018_517,Setúbal,87.0,99,,111,,,,,,,,,,,122.0,,,,,,,,
2018_518,Braga,,91,,100,75.0,75.0,80.0,,,,,,,,,,,,,,,,
2018_519,Coimbra,,128,,165,161.0,146.0,146.0,,,,,,,,,,,166.0,,,,,
2018_520,Lisboa,108.0,127,148.0,136,,,,,,,,,,,,,,,,,,,
2018_521,Lisboa,,148,,173,185.0,155.0,167.0,,,,,,,,,,,,,,,,
2018_522,Porto,,117,,116,95.0,109.0,103.0,,,,,,,,,,,,,,,,
2018_523,Outro,,155,,175,159.0,,,,173.0,,,,165.0,,,,,,,,,,
2018_524,Outro,,128,,145,127.0,,,,155.0,,,,125.0,,,,,,,,,,
2018_525,Coimbra,,120,130.0,140,135.0,,,,122.0,,,,,,,,,,,,,,
2018_526,Braga,,160,,197,191.0,191.0,,200.0,,,,,,,,,,165.0,,,,,
2018_527,Lisboa,,115,,136,127.0,132.0,112.0,,,,,,,,,,,,,,,,
2018_528,Outro,87.0,101,,107,,,,,,,,,90.0,,,,,,,,,,
2018_529,Porto,,140,,171,158.0,160.0,136.0,,,,,,,,,,,,,,,,
2018_530,Lisboa,123.0,120,138.0,137,,,,,,,,,,,,,,,,,,,
2018_531,Coimbra,81.0,109,,113,,,,,,,,,,100.0,,,,,,,,,
2018_532,Lisboa,,96,,100,91.0,90.0,90.0,,,,,,,,,,,,,,,,
2018_533,Outro,,109,,114,98.0,105.0,116.0,,,,,,,,,,,,,,,,
2018_534,Lisboa,,126,,139,,,,,,145.0,,100.0,,,,,,,,,,,
2018_535,Faro,,130,,149,127.0,128.0,127.0,,,,,,,,,,,,,,,,
2018_536,Coimbra,,120,,145,131.0,123.0,,145.0,,,,,,,,,,,,,,,
2018_537,Outro,68.0,77,,100,,,,,,,,,,81.0,,,,,,,,,
2018_538,Outro,,121,,140,125.0,121.0,,132.0,,,,,,,,,,,,,,,
2018_539,Outro,,169,,197,200.0,175.0,169.0,,,,,,,,,,,,,,,,
2018_540,Outro,115.0,116,,126,,,,,,,,101.0,103.0,,,,,,,,,,
2018_541,Outro,,97,,102,90.0,,,,99.0,,,,77.0,,,,,,,,,,
2018_542,Outro,156.0,187,,187,,,,,,,,,,190.0,,,,,,,,,
2018_543,Outro,,116,,141,,,,,,157.0,,107.0,,,,,,,,,,,
2018_544,Faro,,155,,183,181.0,192.0,166.0,,,,,,,,,,,,,,,,
2018_545,Lisboa,,115,,120,109.0,105.0,95.0,,,,,,,,,,,,,,,,
2018_546,Braga,,156,,182,166.0,162.0,,187.0,,,,,,,,,,,,,,,
2018_547,Lisboa,,95,,100,65.0,,,,76.0,,,,70.0,,,,,,,,,,
2018_548,Setúbal,79.0,95,100.0,102,,,,,,,,,,,,,,,,,,,
2018_549,Porto,,115,,114,105.0,117.0,,95.0,,,,,,,,,,,,,,,
2018_550,Outro,121.0,133,,135,,,,,,,,,,118.0,,,,,,,,,
2018_551,Faro,125.0,132,150.0,151,,,,,,,,,,,,,,,,,,,
2018_552,Outro,82.0,101,,110,,,,,,,,,,100.0,,,,,,,,,
2018_553,Braga,115.0,141,,152,,,,,,,,,,,155.0,,,,,,,,
2018_554,Lisboa,,76,,100,63.0,66.0,77.0,,,,,,,,,,,,,,,,
2018_555,Porto,,121,,122,108.0,124.0,117.0,,,,,,,,,,,,,,,,
2018_556,Porto,196.0,177,,190,,,,,,,,,,166.0,,,,,,,,,
2018_557,Lisboa,,146,,178,169.0,,,,169.0,,,,156.0,,,,,,,,,,
2018_558,Lisboa,,190,190.0,200,200.0,,,,175.0,,,,,,,,,,,,,,
2018_559,Lisboa,,95,,111,77.0,100.0,88.0,,,,,,,,,,,,,,,,
2018_560,Outro,,113,,123,120.0,107.0,128.0,,,,,,,,,,,,,,,,
2018_561,Braga,,97,,100,65.0,88.0,96.0,,,,,,,,,,,,,,,,
2018_562,Porto,,108,,119,85.0,105.0,,109.0,,,,,,,,,,,,,,,
2018_563,Outro,104.0,118,,121,,,,,,,,,100.0,,,,,,,,,,
2018_564,Porto,,136,,149,149.0,127.0,,135.0,,,,,,,,,,,,,,,
2018_565,Outro,,143,156.0,174,171.0,,,,178.0,,,,,,,,,,,,,,
2018_566,Braga,98.0,110,,108,,,,,,,,,84.0,,,,,,,,,,
2018_567,Outro,,92,108.0,112,85.0,,,,90.0,,,,,,,,,,,,,,
2018_568,Faro,,135,,168,145.0,182.0,150.0,,,,,,,,,,,,,,,,
2018_569,Setúbal,,172,,187,160.0,,,,200.0,,,,150.0,,,,,,,,,,
2018_570,Lisboa,,139,,165,179.0,136.0,155.0,,,,,,,,,,,,,,,,
2018_571,Lisboa,49.0,56,88.0,100,,,,,,,,,,,,,,,,,,,
2018_572,Outro,120.0,125,128.0,138,,,,,,,,,,,,,,,,,,,
2018_573,Leiria,,162,,187,190.0,177.0,148.0,,,,,,,,,,,,,,,,
2018_574,Lisboa,77.0,99,,100,,,,,,,,,87.0,,,,,,,,,,
2018_575,Braga,126.0,126,,130,,,,,,,,,,119.0,,,,,,,,,
2018_576,Lisboa,77.0,97,,100,,,,,,,,,71.0,,,,,,,,,,
2018_577,Outro,,110,,126,105.0,115.0,,121.0,,,,,,,,,,,,,,,
2018_578,Braga,190.0,158,186.0,190,,,,,,,,,,,,,,,,,,,
2018_579,Lisboa,89.0,105,,117,,,,,,,,,,101.0,,,,,,,,,
2018_580,Lisboa,156.0,190,,196,,,,,,,,,,190.0,,,,,,,,,
2018_581,Lisboa,125.0,117,,130,,,,,,,,,140.0,,,,,,,,,,
2018_582,Braga,,120,120.0,130,125.0,,,,132.0,,,,,,,,,,,,,,
2018_583,Braga,111.0,132,140.0,145,,,,,,,,,,,,,,,,,,,
2018_584,Porto,,105,,118,111.0,112.0,100.0,,,,,,,,,,,,,,,,
2018_585,Lisboa,,151,,168,147.0,153.0,,186.0,,,,,,,,,,,,,,,
2018_586,Outro,80.0,77,,100,,,,,,,,,80.0,,,,,,,,,,
2018_587,Lisboa,,150,,172,168.0,176.0,140.0,,,,,,,,,,,,,,,,
2018_588,Lisboa,,91,,100,66.0,86.0,78.0,,,,,,,,,,,,,,,,
2018_589,Braga,,118,,140,108.0,140.0,135.0,,,,,,,,,,,,,,,,
2018_590,Faro,,160,,181,165.0,195.0,155.0,,,,,,,,,,,,,,,,
2018_591,Outro,,190,,200,195.0,149.0,,198.0,,,,,,,,,,,,,,,
2018_592,Outro,112.0,118,128.0,128,,,,,,,,,,,,,,,,,,,
2018_593,Setúbal,,146,,177,,,,155.0,,178.0,,,,,,,,,,,,,
2018_594,Outro,122.0,137,,162,,,,,,,,,,,159.0,,,,,,,,
2018_595,Outro,,127,,142,130.0,121.0,113.0,,,,,,,,,,,,,,,,
2018_596,Setúbal,,55,,100,44.0,52.0,54.0,,,,,,,,,,,,,,,,
2018_597,Lisboa,,75,,100,52.0,65.0,77.0,,,,,,,,,,,,,,,,
2018_598,Porto,121.0,140,,155,,,,,,,,,,,159.0,,,,,,,,
2018_599,Porto,,120,128.0,134,127.0,,,,120.0,,,,,,,,,,,,,,
2018_600,Braga,129.0,130,,163,,,,,,,,,,,177.0,,,,,,,,
2018_601,Lisboa,,80,,100,42.0,69.0,61.0,,,,,,,,,,,,,112.0,,,
2018_602,Leiria,88.0,105,110.0,111,,,,,,,,,,107.0,,,,,,,,,
2018_603,Faro,,137,,155,140.0,152.0,128.0,,,,,,,,,,,,,,,,
2018_604,Braga,,156,,166,147.0,147.0,155.0,,,,,,,,,,,,,,,,
2018_605,Coimbra,,190,,185,200.0,162.0,147.0,,,,,,,,,,,,,,,,
2018_606,Lisboa,,108,,103,86.0,88.0,91.0,,,,,,,,,,,,,,,,
2018_607,Lisboa,107.0,130,,140,,,,,,,,,129.0,,,,,,,,,,
2018_608,Coimbra,95.0,116,,118,,,,,,,,,105.0,,,,,,,,,,
2018_609,Porto,,106,,122,107.0,126.0,110.0,,,,,,,,,,,,,,,,
2018_610,Outro,,152,,200,200.0,200.0,195.0,,,,,,,,,,,,,,,,
2018_611,Porto,,115,,138,135.0,120.0,,126.0,,,,,,,,,,,,,,,
2018_612,Braga,,125,,147,139.0,126.0,132.0,,,,,,,,,,,,,,,,
2018_613,Leiria,,150,,156,137.0,159.0,145.0,,,,,,,,,,,,,,,,
2018_614,Outro,,87,,100,56.0,75.0,,68.0,,,,,,,,,,,,,,,
2018_615,Braga,,140,,149,121.0,131.0,,157.0,,,,,,,,,,,,,,,
2018_616,Porto,,161,,189,168.0,163.0,,200.0,,,,,,,,,,,,,,,
2018_617,Outro,,128,,168,176.0,145.0,155.0,,,,,,,,,,,,,,,,
2018_618,Lisboa,108.0,126,,138,,,,,,,,,121.0,,,,,,,,,,
2018_619,Lisboa,142.0,190,,191,,,,,,,,,,,200.0,,,,,,,,
2018_620,Braga,,156,,168,,,,,,167.0,,118.0,,,,,,,,,,,
2018_621,Outro,,81,,100,55.0,76.0,70.0,,,,,,,,,,,,,,,,
2018_622,Outro,71.0,91,100.0,105,,,,,,,,,,,,,,,,,,,
2018_623,Braga,,110,,128,113.0,123.0,,120.0,,,,,,,,,,,,,,,
2018_624,Faro,,125,,140,127.0,,,,131.0,,,,112.0,,,,,,,,,,
2018_625,Setúbal,73.0,85,,100,,,,,,,,,,73.0,,,,,,,,,
2018_626,Outro,,85,,100,81.0,76.0,86.0,,,,,,,,,,,,,,,,
2018_627,Porto,162.0,150,,162,,,,,,,,,142.0,,,,,,,,,,
2018_628,Outro,,98,,125,,,,,,137.0,,85.0,,,,,,,,,,,
2018_629,Leiria,158.0,145,,159,,,,,,,,,,130.0,,,,,,,,,
2018_630,Porto,105.0,109,,126,,,,,,,,,,115.0,,,,,,,,,
2018_631,Outro,,149,,186,170.0,176.0,,193.0,,,,,,,,,,,,,,,
2018_632,Lisboa,,157,,174,165.0,163.0,165.0,,,,,,,,,,,,,,,,
2018_633,Lisboa,196.0,190,,200,,,,,,,,,199.0,,,,,,,,,,
2018_634,Setúbal,,135,,169,132.0,153.0,,188.0,,,,,,,,,,,,,,,
2018_635,Outro,,102,,108,95.0,,,,105.0,,,,82.0,,,,,,,,,,
2018_636,Outro,,96,,106,77.0,87.0,95.0,,,,,,,,,,,,,,,,
2018_637,Setúbal,,105,,117,99.0,,,,95.0,,,,107.0,,,,,,,,,,
2018_638,Lisboa,,116,,131,137.0,109.0,125.0,,,,,,,,,,,,,,,,
2018_639,Lisboa,,169,,186,192.0,168.0,142.0,,,,,,,,,,,,,,,,
2018_640,Outro,,102,,109,96.0,108.0,,90.0,,,,,,,,,,,,,,,
2018_641,Lisboa,,130,156.0,160,133.0,,,,150.0,,,,,,,,,,,,,,
2018_642,Lisboa,86.0,107,118.0,124,,,,,,,,,,,,,,119.0,,,,,
